GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2011;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09573134;      Zirndorf, St;287873;33391;5196;8802;2439;-;3746;4429;20041;1242;-;104;114088;84486;1885;7324;700;-
09574;    Nürnberger Land (Lkr);7995253;305774;61612;168040;14333;32662;31558;31705;385233;35769;2468;-;2554118;4149580;60918;156430;5053;-
09574111;      Alfeld;179511;2385;146;3276;247;-;214;346;6990;-;-;-;83825;76744;309;4998;31;-
09574112;      Altdorf b.Nürnberg, St;485842;28903;4709;14705;1985;-;3301;2173;33918;1656;-;-;222217;161033;3042;7603;597;-
09574117;      Burgthann;391842;28043;1544;11028;312;2;1456;1815;17150;1595;-;-;152684;163948;3336;8575;354;-
09574120;      Engelthal;136282;2202;108;3354;297;-;319;237;4793;-;-;-;63496;58537;579;2342;18;-
09574123;      Feucht, M;98056;17677;4896;5334;622;-;1837;2394;8484;1800;-;-;7058;40177;924;6420;433;-
09574128;      Happurg;425751;8290;609;7286;747;-;1968;805;14579;491;-;-;161154;211273;7727;10721;101;-
09574129;      Hartenstein;247581;2811;3579;3351;313;3711;58;409;8727;1623;75;-;71359;147362;1412;2770;21;-
09574131;      Henfenfeld;66378;3732;327;1746;59;-;571;243;3577;845;-;-;30635;21590;772;2217;64;-
09574132;      Hersbruck, St;229055;20909;4394;8638;726;-;4231;1780;14003;2327;845;-;79127;86314;2118;3362;281;-
09574135;      Kirchensittenbach;432090;4666;248;7632;405;-;199;352;13096;-;-;-;185473;216391;1018;2486;124;-
09574138;      Lauf a.d.Pegnitz, St;597741;38089;6927;19856;1249;264;4534;3370;35672;2119;124;-;233265;231016;6103;14544;609;-
09574139;      Leinburg;294339;13185;1230;9363;333;1200;795;2228;11115;-;-;-;139417;107142;2518;5637;176;-
09574140;      Neuhaus a.d.Pegnitz, M;233082;6806;2108;4549;318;197;337;376;8754;3189;779;-;114166;84846;3149;3450;58;-
09574141;      Neunkirchen a.Sand;141302;8186;3960;3309;2181;1101;456;1143;8830;1697;53;-;50309;55773;1627;2529;148;-
09574145;      Offenhausen;224986;3374;779;4926;427;-;881;369;8244;-;17;-;104319;96629;822;4133;66;-
09574146;      Ottensoos;100058;3835;1206;2104;60;-;316;347;3981;951;103;-;42989;39962;1208;2936;60;-
09574147;      Pommelsbrunn;500581;14463;1545;9320;463;3417;1068;1321;17701;3895;278;-;177676;261596;2150;5583;105;-
09574150;      Reichenschwand;68416;4591;638;2107;38;140;483;339;3532;941;194;-;26095;25886;1214;2152;66;-
09574152;      Röthenbach a.d.Pegnitz, St;142936;13711;14001;5172;529;1497;1476;2065;10176;955;-;-;19855;66822;1952;4494;231;-
09574154;      Rückersdorf;35742;11719;217;2141;15;-;480;496;3525;1455;-;-;8537;5502;489;927;239;-
09574155;      Schnaittach, M;493462;14173;974;12249;711;9222;879;1701;30611;947;-;-;192094;212589;5059;11778;475;-
09574156;      Schwaig b.Nürnberg;59000;15426;3694;2271;298;-;793;1011;6857;1502;-;-;11838;12108;980;1781;441;-
09574157;      Schwarzenbruck;222442;15233;1993;7430;244;5015;687;684;11789;945;-;-;40938;126713;3425;7216;130;-
09574158;      Simmelsdorf;408726;7762;722;7397;198;1921;729;795;18399;463;-;-;150913;213807;1039;4497;84;-
09574160;      Velden, St;213418;3064;814;3346;17;-;143;3813;7829;294;-;-;73219;117442;517;2886;34;-
09574161;      Vorra;220844;4126;64;3454;278;-;687;293;6732;2290;-;-;77159;122212;1509;1989;51;-
09574164;      Winkelhaid;64487;8390;174;2363;208;-;740;457;4964;385;-;-;27959;16732;461;1598;56;-
09574444;      Gemeindefreie Gebiete;1281303;23;6;333;1053;4975;1920;343;61205;3404;-;-;6342;1169434;5459;26806;-;-
09575;    Neustadt a.d.Aisch-Bad Windsheim (Lkr);12676548;187399;58887;258240;42432;10129;23636;29896;589141;37868;-;35;7276248;3702539;92895;362894;4309;-
09575112;      Bad Windsheim, St;782509;16636;6478;17142;2808;1258;6435;12750;42627;918;-;-;467315;177687;4568;25561;326;-
09575113;      Baudenbach, M;220946;2281;30;4310;360;-;301;256;9307;280;-;-;112281;87102;1047;3287;104;-
09575115;      Burgbernheim, St;423164;6371;4725;6965;4136;375;414;411;18892;2435;-;-;253464;97833;1885;25161;97;-
09575116;      Burghaslach, M;439723;5644;3527;8660;982;63;619;623;21265;-;-;-;212684;169111;2714;13648;183;-
09575117;      Dachsbach, M;205753;3708;429;4209;305;-;483;240;7917;-;-;15;112299;62980;5724;7394;50;-
09575118;      Diespeck;209976;7748;2178;5306;2676;-;484;562;10570;-;-;-;108836;62563;1965;6924;164;-
09575119;      Dietersheim;312357;4219;1302;7104;478;-;261;264;13005;961;-;-;190204;83589;1682;9130;158;-
09575121;      Emskirchen, M;672928;12915;3472;13674;1242;1247;1385;1017;31991;3656;-;8;351393;223097;9208;18439;184;-
09575122;      Ergersheim;300060;1601;1558;4966;1047;631;85;190;14061;980;-;-;199832;64122;1070;9824;93;-
09575124;      Gallmersgarten;151787;1767;1165;3759;1825;1850;386;105;6800;2332;-;-;97718;28333;171;5530;46;-
09575125;      Gerhardshofen;272222;5512;1192;5535;404;-;409;357;11702;-;-;-;115901;113132;8422;9590;66;-
09575127;      Gollhofen;170293;1379;250;3405;480;220;146;198;11310;741;-;-;142040;7239;749;2136;-;-
09575128;      Gutenstetten;213651;2890;649;4130;3129;-;259;191;8918;-;-;-;105360;80631;2187;5218;89;-
09575129;      Hagenbüchach;115022;3230;-;2504;274;-;173;214;4909;712;-;12;62665;36908;450;2918;53;-
09575130;      Hemmersheim;238350;936;24;4490;600;-;188;98;10822;-;-;-;205933;11075;934;3224;26;-
09575133;      Illesheim;214209;1485;93;13059;371;273;293;298;8582;8927;-;-;132331;36551;1009;10893;44;-
09575134;      Ippesheim, M;235691;1757;949;4619;333;27;278;202;13674;1271;-;-;173028;33646;664;5181;62;-
09575135;      Ipsheim, M;422471;3823;763;6233;487;214;503;432;19992;682;-;-;223145;153876;2690;9528;103;-
09575138;      Langenfeld;72058;2546;764;1094;277;-;66;262;4550;1371;-;-;56997;1267;429;2371;64;-
09575143;      Marktbergel, M;241917;3700;941;6580;527;1355;174;357;11464;2413;-;-;140861;53479;830;19188;48;-
09575144;      Markt Bibart, M;301190;4668;3384;3547;2220;-;216;359;14480;2215;-;-;161442;99871;1149;7521;118;-
09575145;      Markt Erlbach, M;608943;10868;2134;14148;1864;-;799;729;27055;421;-;-;313948;223282;4532;9056;107;-
09575146;      Markt Nordheim, M;393242;1658;163;6557;1293;1771;308;204;15864;-;-;-;252697;103483;871;8295;78;-
09575147;      Markt Taschendorf, M;276814;2519;110;3893;1413;-;89;236;10547;-;-;-;125735;123731;1644;6795;102;-
09575150;      Münchsteinach;294671;3560;334;4383;649;-;538;612;12591;-;-;-;100528;164065;1473;5868;70;-
09575152;      Neuhof a.d.Zenn, M;308502;4211;773;6244;1938;-;541;397;14765;178;-;-;166852;101288;2450;8781;84;-
09575153;      Neustadt a.d.Aisch, St;612158;21831;6660;17133;1384;768;3081;1945;34068;4833;-;-;334257;164694;3911;17237;356;-
09575155;      Oberickelsheim;182277;1130;200;3128;344;-;241;-;8549;-;-;-;161719;4604;252;2051;59;-
09575156;      Obernzenn, M;396796;4580;594;9768;2044;-;1022;881;14552;-;-;-;223027;115350;3140;21682;156;-
09575157;      Oberscheinfeld, M;422571;2531;412;6680;434;42;178;326;15904;-;-;-;218441;164781;2077;10682;83;-
09575161;      Scheinfeld, St;451240;10429;1751;8140;598;35;444;906;22898;674;-;-;212675;178636;2299;11514;241;-
09575163;      Simmershofen;341844;1329;214;6181;362;-;448;500;14509;-;-;-;270651;36123;743;10693;91;-
09575165;      Sugenheim, M;633897;4611;679;8902;1814;-;601;411;29161;-;-;-;338450;233724;2368;12953;223;-
09575166;      Trautskirchen;198161;2660;834;3859;180;-;153;417;8306;-;-;-;116987;59569;928;4188;80;-
09575167;      Uehlfeld, M;312337;5481;2663;7139;737;-;511;875;13211;-;-;-;156418;103887;11219;10041;155;-
09575168;      Uffenheim, St;594867;10368;6360;15529;1556;-;950;1447;32580;1661;-;-;404835;107017;2405;9906;253;-
09575179;      Weigenheim;326459;1544;126;3648;457;-;129;170;12716;207;-;-;191379;108901;1372;5738;72;-
09575181;      Wilhelmsdorf;78060;3273;1007;1614;390;-;45;454;3850;-;-;-;40138;22634;1583;3051;21;-
09575444;      Gemeindefreie Gebiete;27432;-;-;3;14;-;-;-;1177;-;-;-;21782;2678;81;1697;-;-
09576;    Roth (Lkr);8954022;228529;54432;193607;26084;23915;12780;34898;434453;34639;-;-;3554044;3998239;123467;231206;3729;-
09576111;      Abenberg, St;484219;11323;2866;9890;866;962;835;9451;22830;-;-;-;221205;189339;5728;8753;171;-
09576113;      Allersberg, M;597189;14774;2608;10908;1762;855;780;1057;33651;2037;-;-;240617;268275;8027;11562;276;-
09576117;      Büchenbach;307704;9751;1606;6477;442;873;498;773;11952;1768;-;-;121758;143704;4003;4003;96;-
09576121;      Georgensgmünd;469088;14080;6531;8650;3004;1295;340;839;20038;1745;-;-;148059;249543;5081;9525;358;-
09576122;      Greding, St;1037626;13254;3223;17896;6499;530;667;1737;47852;2583;-;-;565572;321549;3132;52906;226;-
09576126;      Heideck, St;586515;11242;1776;12339;300;-;635;1142;22225;-;-;-;247807;274677;2634;11594;144;-
09576127;      Hilpoltstein, St;897369;24679;6400;22295;3487;7113;1423;3852;48115;5356;-;-;463666;261272;18397;30996;318;-
09576128;      Kammerstein;370957;6158;944;7477;1392;-;165;844;21589;-;-;-;161391;163206;3303;4362;126;-
09576132;      Schwanstetten, M;323591;12253;877;4158;79;-;324;901;12370;2;-;-;70929;216212;2621;2749;116;-
09576137;      Rednitzhembach;130096;12501;2281;3403;928;2187;275;573;8898;2096;-;-;41059;49059;2551;4134;151;-
09576141;      Röttenbach;216426;6414;2606;2963;360;505;150;486;9508;452;-;-;57235;127647;1393;6633;74;-
09576142;      Rohr;465412;7319;763;10326;659;-;465;2923;21026;-;-;-;240137;174696;1467;5506;125;-
09576143;      Roth, St;963536;39067;10939;37984;2178;2825;3275;3844;48529;13538;-;-;182109;565937;30295;22322;694;-
09576147;      Spalt, St;556912;10002;1673;10079;905;2967;1012;2726;23694;4;-;-;229243;237113;24298;13004;192;-
09576148;      Thalmässing, M;805648;10194;2609;18862;1434;165;492;1067;35649;1874;-;-;471012;228554;3227;30278;231;-
09576151;      Wendelstein, M;508922;25516;6730;9172;1746;3638;1444;2683;29566;2417;-;-;91487;317020;5665;11466;372;-
09576444;      Gemeindefreie Gebiete;232812;2;-;728;43;-;-;-;16961;767;-;-;758;210436;1645;1413;59;-
09577;    Weißenburg-Gunzenhausen (Lkr);9709125;186264;48666;204202;29952;46768;24698;38191;422476;34895;4631;1474;4849818;3316154;201921;294137;4878;-
09577111;      Absberg, M;189765;2646;391;4405;980;-;303;3675;6641;-;-;-;74598;64189;25760;6125;52;-
09577113;      Alesheim;204558;1690;146;4588;994;-;65;194;8653;-;-;-;156327;23161;1489;7198;53;-
09577114;      Muhr a.See;109535;5535;120;1952;96;-;308;577;6211;859;192;-;42191;35393;10922;5123;56;-
09577115;      Bergen;199196;2239;594;4331;833;-;354;473;8828;-;1648;381;118032;55318;674;5444;47;-
09577120;      Burgsalach;193025;2552;639;4083;831;-;284;236;8307;-;27;-;121840;51996;70;2119;41;-
09577122;      Dittenheim;293375;3536;438;6688;1768;-;103;437;13071;1866;-;-;223495;32245;1302;8367;59;-
09577125;      Ellingen, St;312532;8164;1932;7488;432;-;844;5292;16312;2053;-;-;212416;48509;1792;7154;144;-
09577127;      Ettenstatt;158407;1964;80;4051;289;-;146;212;7693;-;-;-;112279;26497;661;4477;58;-
09577133;      Gnotzheim, M;124720;1768;292;2675;242;-;36;297;5403;-;-;-;88170;22989;289;2524;35;-
09577136;      Gunzenhausen, St;827351;29229;7004;25294;3426;-;3950;4108;46273;7658;624;48;471447;153593;49805;24173;719;-
09577138;      Haundorf;513536;7213;672;6242;870;1380;714;840;20051;272;123;-;141138;318136;7738;8037;110;-
09577140;      Heidenheim, M;522687;5274;2677;8974;902;317;443;3106;21205;-;-;-;247837;198747;3626;29333;246;-
09577141;      Höttingen;192643;2786;318;3856;2017;-;165;946;8128;-;-;-;118466;49293;597;6005;66;-
09577148;      Langenaltheim;390670;5602;2746;4951;1008;12585;530;593;14324;-;-;-;158639;173967;614;14901;210;-
09577149;      Markt Berolzheim, M;145631;3133;342;2475;338;-;495;291;5280;964;-;-;68740;57638;619;5242;74;-
09577150;      Meinheim;163511;1827;219;3076;629;-;91;180;7370;316;-;-;101335;43865;335;4214;54;-
09577151;      Nennslingen, M;219699;3058;342;4956;680;-;440;805;10498;-;776;372;174616;14120;655;8301;80;-
09577158;      Pappenheim, St;643192;7771;2987;9964;2710;10201;1381;854;22739;1243;-;-;233461;327057;2384;20180;260;-
09577159;      Pfofeld;238880;4162;564;20682;346;-;594;1645;9879;1254;-;-;106199;63162;23982;6307;104;-
09577161;      Pleinfeld, M;713851;16153;4640;10835;786;3479;2535;5095;34804;4394;-;-;259634;294772;56083;20223;418;-
09577162;      Polsingen;338638;3816;391;6763;1126;606;309;599;13232;-;-;-;190638;110925;1171;8924;138;-
09577163;      Raitenbuch;381761;2414;293;3730;846;1114;179;570;11380;-;-;-;125123;228656;353;7018;85;-
09577168;      Solnhofen;135578;4365;2574;1259;428;5885;380;507;5847;1541;-;-;33440;66810;1536;10916;90;-
09577172;      Theilenhofen;203299;2389;247;5155;1130;-;148;288;8409;-;-;-;154151;25294;1182;4834;72;-
09577173;      Treuchtlingen, St;1033924;24478;5928;17514;2272;7188;3595;3132;45289;9741;44;673;473548;403584;5178;31048;712;-
09577177;      Weißenburg i.Bay., GKSt;975868;30171;11227;22103;3092;4013;5965;2853;45675;2734;1197;-;457122;357574;2018;29303;821;-
09577179;      Westheim;283293;2329;863;6112;881;-;341;386;10974;-;-;-;184936;68664;1086;6647;74;-
096;  Unterfranken;85314114;2247518;516690;1614406;270628;151686;341748;372102;4494864;253563;7054;2327;36673885;35221868;750512;2343819;51444;-
09661;    Aschaffenburg (Krfr.St);624775;67895;32199;33873;6587;631;35063;9416;49721;9122;-;-;136714;196567;16349;27985;2653;-
09662;    Schweinfurt (Krfr.St);357059;50119;18073;47934;3527;550;13900;8825;45087;5173;-;-;79008;57630;13343;12287;1603;-
09663;    Würzburg (Krfr.St);876095;123147;27908;100595;7812;24;34434;16466;88328;15894;-;-;237718;166303;11341;42590;3535;-
09671;    Aschaffenburg (Lkr);6991483;307773;79601;117194;16503;14109;26747;44215;367291;18896;-;-;1670957;3940535;65808;315227;6627;-
09671111;      Alzenau, St;593239;32402;15462;13408;2406;3947;3154;5159;36510;1423;-;-;150951;288927;14477;24220;793;-
09671112;      Bessenbach;299785;10444;1948;5398;202;438;928;881;12762;192;-;-;104432;148356;956;12599;249;-
09671113;      Blankenbach;39568;3303;270;745;290;-;167;394;2409;211;-;-;20693;9465;244;1222;155;-
09671114;      Karlstein a.Main;126725;13003;8262;2951;120;311;1234;2098;8655;802;-;-;33910;38858;8254;7955;312;-
09671119;      Geiselbach;96441;4483;675;1770;59;760;248;339;5132;-;-;-;50477;27569;301;4569;59;-
09671120;      Glattbach;35328;6602;184;776;54;-;143;383;2215;-;-;-;7439;15070;20;2290;152;-
09671121;      Goldbach, M;109692;14087;1793;3750;989;-;716;1876;8561;717;-;-;34003;38054;499;4305;342;-
09671122;      Großostheim, M;443277;23761;8192;13709;1223;2615;3464;3084;28349;1891;-;-;208661;130994;2838;13949;547;-
09671124;      Haibach;73569;13857;1130;2558;293;10;749;1441;5201;-;-;-;24251;20669;104;2914;392;-
09671126;      Heigenbrücken;67332;4807;71;1672;200;-;637;1523;4667;1423;-;-;18336;18233;597;15090;76;-
09671127;      Heimbuchenthal;171515;4834;565;2066;197;-;349;559;6164;-;-;-;15505;130377;267;10632;-;-
09671128;      Heinrichsthal;45210;2301;153;1303;92;-;166;242;2313;-;-;-;29193;8029;135;1257;26;-
09671130;      Hösbach, M;305935;22531;4118;11053;575;721;1101;6729;20496;1322;-;-;128655;90200;1119;16643;672;-
09671133;      Johannesberg;136379;9572;246;1625;670;-;372;581;7501;-;-;-;45855;58124;238;11482;113;-
09671134;      Kahl a.Main;106435;12236;2902;5277;269;-;974;3568;8684;1053;-;-;8175;50634;8959;3437;267;-
09671135;      Kleinkahl;118579;4764;996;2452;222;-;367;365;5722;-;-;-;53405;46959;941;2320;66;-
09671136;      Kleinostheim;138942;11158;7546;3796;598;1969;1387;3114;12094;1695;-;-;35797;48426;5503;5686;173;-
09671138;      Krombach;106557;5230;260;2431;57;-;271;480;5653;135;-;-;58401;28960;474;4157;48;-
09671139;      Laufach;156014;10008;1554;2783;1016;-;1160;1489;7178;3530;-;-;50339;68219;540;8000;198;-
09671140;      Mainaschaff;73022;9852;4429;2696;324;-;1253;865;7646;1267;-;-;12807;23201;4908;3536;238;-
09671141;      Mespelbrunn;155236;4805;206;1628;64;77;252;376;5456;-;-;-;25875;103372;211;12828;86;-
09671143;      Mömbris, M;358716;26812;2093;7572;463;1379;1838;2852;21780;812;-;-;154687;119085;1580;16988;775;-
09671148;      Rothenbuch;70486;4465;403;1868;86;-;665;466;3590;-;-;-;33712;12759;1371;11059;42;-
09671150;      Sailauf;138164;7330;1066;3849;1213;956;780;920;7801;488;-;-;61554;42137;836;9067;167;-
09671152;      Schöllkrippen, M;126447;7702;1220;5139;683;-;362;946;7338;363;-;-;84769;13709;457;3571;188;-
09671153;      Sommerkahl;54631;2993;173;1116;84;80;145;414;2838;-;-;-;31468;13084;237;1961;38;-
09671155;      Stockstadt a.Main, M;188793;10576;11530;3959;3011;-;2257;810;16572;1572;-;-;27303;93696;8142;9213;152;-
09671156;      Waldaschaff;65966;7708;1338;1222;73;-;175;779;7159;-;-;-;17424;17097;224;12696;71;-
09671157;      Weibersbrunn;28899;4127;94;1779;197;-;256;273;5655;-;-;-;8630;2507;94;5237;50;-
09671159;      Westerngrund;89742;4760;113;2354;55;30;241;442;4786;-;-;-;59237;13845;282;3560;37;-
09671160;      Dammbach;329198;4699;146;2596;85;12;439;349;10585;-;-;-;36609;262600;472;10502;104;-
09671162;      Wiesen;56431;2557;463;1385;453;-;497;389;2485;-;-;-;35943;8464;115;3641;39;-
09671444;      Gemeindefreie Gebiete;2085230;4;-;508;180;804;-;29;73334;-;-;-;2461;1948856;413;58641;-;-
09672;    Bad Kissingen (Lkr);11369407;213555;37479;268341;26657;14779;26612;40905;570122;25922;222;-;4039503;5492981;49131;558174;5024;-
09672111;      Aura a.d.Saale;101034;2184;-;1434;373;-;322;367;4315;-;-;-;30000;59633;779;1597;30;-
09672112;      Bad Bocklet, M;379107;9953;1252;6188;1262;-;1697;965;20348;-;-;-;117585;201778;4742;13186;151;-
09672113;      Bad Brückenau, St;237171;11522;2300;6657;1022;-;2274;1463;12758;1551;-;-;52334;136286;1682;7139;183;-
09672114;      Bad Kissingen, GKSt;699266;35587;3793;24977;4385;312;8409;11307;44088;3820;222;-;187174;344588;3692;25468;1444;-
09672117;      Burkardroth, M;691028;17642;1809;11463;1325;1780;719;2148;32158;-;-;-;321667;270141;3444;26417;315;-
09672121;      Elfershausen, M;349021;5815;409;5058;1043;3154;930;980;27735;879;-;-;128565;157461;2255;14589;148;-
09672122;      Euerdorf, M;163292;3960;710;2578;1468;1017;172;685;10022;1885;-;-;55125;80570;1693;3358;49;-
09672124;      Fuchsstadt;183024;3778;563;3705;1306;742;476;441;9874;-;-;-;65410;90483;48;6198;-;-
09672126;      Geroda, M;168029;1974;64;3075;27;-;14;159;4746;-;-;-;105956;48309;371;3266;68;-
09672127;      Hammelburg, St;1289019;21041;4774;55267;2524;1256;1983;3400;63956;4929;-;-;420570;489597;7594;211658;470;-
09672131;      Maßbach, M;593070;12425;1325;9270;1174;598;1627;790;34159;783;-;-;315005;196408;2476;16850;180;-
09672134;      Motten;238028;4025;1582;3244;854;-;156;580;11386;-;-;-;94068;115396;854;5789;94;-
09672135;      Münnerstadt, St;931053;15088;2872;18038;1462;362;2448;6091;52856;2348;-;-;401947;397483;4631;25000;427;-
09672136;      Nüdlingen;263443;8636;948;3358;1022;165;524;933;13403;-;-;-;94408;127628;267;12020;131;-
09672138;      Oberleichtersbach;275905;4622;3287;6459;533;1451;93;871;10398;400;-;-;180245;59881;483;7125;57;-
09672139;      Oberthulba, M;524817;12035;2148;8042;898;1923;1444;2353;30903;-;-;-;210720;234011;2560;17603;177;-
09672140;      Oerlenbach;334123;11686;2549;6519;668;747;1005;1844;20054;4004;-;-;194394;82621;449;7154;429;-
09672142;      Ramsthal;104173;1922;233;1219;192;271;219;287;5564;-;-;-;45325;45150;7;3754;30;-
09672143;      Rannungen;173415;2742;259;1805;973;132;214;384;10682;616;-;-;89288;60238;201;5842;39;-
09672145;      Riedenberg;132323;2647;8;1538;35;-;4;470;8105;523;-;-;52210;62162;825;3780;16;-
09672149;      Schondra, M;286228;3199;1326;5273;418;354;124;486;19416;-;-;-;164173;81679;1385;8342;53;-
09672155;      Sulzthal, M;150527;1761;16;1608;214;109;115;1084;8278;-;-;-;74523;59282;140;3368;29;-
09672157;      Thundorf i.UFr.;155757;2298;486;2346;1064;-;387;433;7854;-;-;-;96788;39711;404;3936;50;-
09672161;      Wartmannsroth;534762;4772;273;8949;773;233;196;597;17152;-;-;-;286152;205075;2251;8229;110;-
09672163;      Wildflecken, M;775768;6474;3626;63910;1007;173;606;1022;30482;2037;-;-;78372;481223;2098;104590;148;-
09672166;      Zeitlofs, M;409217;5766;867;6337;504;-;454;765;12445;2147;-;-;175330;195314;2511;6581;196;-
09672444;      Gemeindefreie Gebiete;1226807;1;-;24;131;-;-;-;46985;-;-;-;2169;1170873;1289;5335;-;-
09673;    Rhön-Grabfeld (Lkr);10217853;169458;33275;153887;23404;14251;27658;25033;556641;13376;6407;-;4998412;3890764;35451;266288;3548;-
09673113;      Aubstadt;119243;1402;112;1374;16;-;233;486;6343;-;-;-;80702;27014;378;1151;32;-
