GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09677186;      Steinfeld;337014;4801;849;4593;664;1484;631;722;16126;83;-;-;174326;128851;1217;2560;107;-
09677189;      Thüngen, M;136019;3144;698;1392;4080;323;527;297;5979;901;-;-;70751;44674;694;2505;54;-
09677193;      Urspringen;179934;3222;294;1748;634;-;228;290;8382;-;-;-;106223;56765;87;2027;34;-
09677200;      Wiesthal;92443;4197;594;1011;142;-;194;172;3113;1110;-;-;20918;49129;900;10849;114;-
09677203;      Zellingen, M;414469;10589;1431;8187;921;750;1658;1670;21421;1734;-;-;192880;157725;6922;8449;132;-
09677444;      Gemeindefreie Gebiete;1724311;15;-;323;-;-;202;54;41325;512;-;-;3050;1671824;1170;5836;-;-
09678;    Schweinfurt (Lkr);8415746;213859;32647;156870;28578;5803;37962;38250;516121;18622;-;212;4901439;2198474;75165;186772;4972;-
09678115;      Bergrheinfeld;198670;7288;1842;3774;5404;234;1134;1610;16137;2177;-;-;121348;19583;10527;7412;200;-
09678122;      Dingolshausen;102303;3381;101;2123;335;-;418;271;5726;-;-;-;80837;6928;576;1569;38;-
09678123;      Dittelbrunn;238427;14004;142;4080;600;1100;1387;1674;14123;-;-;-;122655;73032;219;5156;255;-
09678124;      Donnersdorf;269717;4020;1084;6129;599;270;570;885;13957;-;-;-;176724;60073;2214;3106;86;-
09678128;      Euerbach;174066;6796;445;2325;183;-;1509;844;10349;-;-;-;116954;30292;220;3935;214;-
09678130;      Frankenwinheim;147365;1607;62;2642;380;225;394;379;6846;324;-;-;116738;15349;460;1914;45;-
09678132;      Geldersheim;153318;4768;752;14016;550;-;386;255;11661;3945;-;-;102260;8724;441;5489;71;-
09678134;      Gerolzhofen, St;183882;11223;3032;7465;856;-;1001;1646;13670;453;-;-;121245;16128;3838;3058;267;-
09678135;      Gochsheim;206741;7739;5337;9252;726;416;2254;994;19389;1955;-;-;115227;35348;1663;6161;280;-
09678136;      Grafenrheinfeld;113543;5363;1131;2249;3916;361;867;928;7489;12;-;-;49689;26039;9055;6290;154;-
09678138;      Grettstadt;349357;9180;784;5156;893;-;520;1810;21531;384;-;33;206143;90836;2978;8978;131;-
09678150;      Kolitzheim;591044;10153;2117;12539;2398;80;1460;1881;33602;-;-;79;456019;58978;1993;9504;241;-
09678153;      Lülsfeld;112054;1540;31;2148;414;-;308;377;6632;218;-;-;88301;9229;300;2513;43;-
09678157;      Michelau i.Steigerwald;141591;3143;170;3174;279;207;365;230;7867;-;-;-;91980;31205;595;2346;30;-
09678160;      Niederwerrn;97727;10997;373;6622;305;-;1912;791;9887;977;-;-;62454;1140;262;1872;135;-
09678164;      Oberschwarzach, M;255106;2952;101;5293;755;-;663;811;13900;-;-;100;163195;58143;1660;7487;46;-
09678168;      Poppenhausen;391435;9456;445;5212;455;-;1663;791;30035;1555;-;-;231454;101696;1205;7280;188;-
09678170;      Röthlein;190888;8110;1134;4808;670;-;1171;963;11544;-;-;-;103880;37938;9885;10607;178;-
09678174;      Schonungen;810344;18123;829;7322;1138;24;1915;9280;39525;916;-;-;338997;370586;8548;12735;406;-
09678175;      Schwanfeld;119972;4231;373;2002;402;-;533;241;6153;-;-;-;86060;17159;83;2478;257;-
09678176;      Schwebheim;81043;7206;4584;2831;630;-;853;765;7521;-;-;-;36643;17303;338;2257;112;-
09678178;      Sennfeld;69793;5073;2871;2824;370;-;3330;1248;6668;249;-;-;34004;8806;1805;2436;109;-
09678181;      Stadtlauringen, M;636189;9692;1752;9153;652;466;2445;2127;35083;-;-;-;412475;145358;4686;12008;292;-
09678183;      Sulzheim;267859;3915;444;3776;1021;2013;688;1022;14806;906;-;-;190617;42842;2172;3473;164;-
09678186;      Üchtelhausen;621333;9031;320;5875;924;26;1440;1559;31773;-;-;-;229485;313124;1297;26221;258;-
09678190;      Waigolshausen;237620;6109;72;3030;335;-;873;505;12749;1845;-;-;187790;20195;2233;1758;126;-
09678192;      Wasserlosen;513126;6152;434;6466;1180;-;1385;1422;38332;-;-;-;300952;145686;342;10642;133;-
09678193;      Werneck, M;735901;20807;1638;13172;2041;381;6050;2730;55575;2489;-;-;523539;89289;1495;16231;464;-
09678196;      Wipfeld;52307;1800;247;1347;167;-;460;211;3831;217;-;-;32257;6420;3517;1784;49;-
09678444;      Gemeindefreie Gebiete;353025;-;-;65;-;-;8;-;9760;-;-;-;1517;341045;558;72;-;-
09679;    Würzburg (Lkr);9683966;261040;40141;176353;40123;32229;32485;30943;544445;41600;-;1395;5968866;2233415;49251;225706;5974;-
09679114;      Aub, St;175474;2399;681;3740;285;4062;604;309;9493;-;-;-;129053;19960;786;4012;90;-
09679117;      Bergtheim;264877;5556;765;4417;744;-;754;1155;12827;1409;-;-;208780;25002;238;3069;161;-
09679118;      Bieberehren;148340;1586;11;2042;81;-;445;163;8254;-;-;-;100938;28266;1499;5016;39;-
09679122;      Bütthard, M;361929;2495;63;4647;604;-;505;641;14881;-;-;-;275170;57306;468;5059;90;-
09679124;      Eibelstadt, St;70687;3934;1438;3033;235;118;632;725;7045;37;-;-;32591;12252;4335;4247;65;-
09679126;      Eisingen;53241;4859;447;3346;203;-;242;558;4493;-;-;-;31322;5063;41;2555;112;-
09679128;      Erlabrunn;40076;2924;3;817;110;-;288;925;3974;-;-;-;17538;9323;2514;1625;35;-
09679130;      Estenfeld;181308;7447;952;3512;374;184;922;692;16901;-;-;-;117366;28320;297;4065;276;-
09679131;      Frickenhausen a.Main, M;105522;2058;124;1724;1146;507;291;762;7786;926;-;-;57816;24908;3117;4306;51;-
09679134;      Gaukönigshofen;319974;4017;183;5277;96;-;544;548;15206;1399;-;-;276802;6949;763;8092;98;-
09679135;      Gelchsheim, M;157514;1527;273;3292;1566;-;193;351;7133;-;-;-;134042;6973;115;2001;48;-
09679136;      Gerbrunn;45898;7901;411;2277;39;-;532;649;3152;-;-;-;24077;4683;34;1995;148;-
09679137;      Geroldshausen;103947;2803;615;1972;5800;2036;485;164;4588;1230;-;-;81338;1469;94;1312;41;-
09679138;      Giebelstadt, M;480636;7972;3812;8921;4553;-;641;1438;20563;19654;-;-;392180;13806;359;6342;395;-
09679141;      Greußenheim;176696;2458;4;3020;323;-;470;335;8838;-;-;-;103160;54275;209;3574;30;-
09679142;      Güntersleben;160485;7312;416;3190;336;1247;433;785;8401;-;-;-;89990;43357;63;4827;128;-
09679143;      Hausen b.Würzburg;219866;4121;210;4883;597;-;506;663;15908;-;-;-;153106;36046;243;3480;103;-
09679144;      Helmstadt, M;228040;4489;749;3494;1619;2614;862;606;15968;-;-;-;132456;60725;75;4320;63;-
09679146;      Hettstadt;139270;5771;234;1980;24;-;596;353;6965;598;-;-;96230;23129;49;3255;86;-
09679147;      Höchberg, M;75540;15735;988;2834;588;-;694;792;7250;-;-;-;29156;14038;29;3106;330;-
09679149;      Holzkirchen;84278;2089;2;1164;44;702;252;346;4948;-;-;-;39831;33488;147;1222;43;-
09679153;      Kirchheim;189871;5122;1407;2102;583;9493;173;567;7927;1065;-;-;127192;30851;199;3131;59;-
09679154;      Kist;38645;4132;330;1083;280;-;104;686;4988;-;-;-;23007;2435;7;1549;44;-
09679155;      Kleinrinderfeld;77403;4265;1517;1712;487;-;137;399;4509;-;-;-;57687;4167;112;2349;62;-
09679156;      Kürnach;122840;6826;1516;2883;389;-;493;612;11030;-;-;-;75607;20342;120;2915;107;-
09679161;      Margetshöchheim;66743;5517;263;1261;53;27;702;212;4270;319;-;-;31543;17503;2783;2107;183;-
09679164;      Neubrunn, M;265540;4202;621;2664;395;143;721;807;13020;-;-;1389;145032;91654;143;4687;62;-
09679165;      Altertheim;240707;2949;38;3332;284;-;774;660;13245;-;-;-;159766;54950;172;4462;75;-
09679167;      Eisenheim, M;115584;2620;83;1408;259;341;348;724;8157;256;-;-;73032;19121;4144;5047;44;-
09679169;      Oberpleichfeld;86538;1689;250;1485;413;-;452;460;4318;812;-;-;75141;229;113;1142;34;-
09679170;      Ochsenfurt, St;634179;19069;6648;12548;3245;789;3146;1893;33123;2294;-;-;436062;86181;5546;23281;354;-
09679174;      Prosselsheim;200386;2091;179;2781;2040;-;339;208;8007;1534;-;6;158301;21247;199;3406;48;-
09679175;      Randersacker, M;162639;5378;207;2551;615;-;913;835;11911;492;-;-;94955;32000;5005;7665;112;-
09679176;      Reichenberg, M;347961;7827;1107;7044;424;-;1058;928;16254;1614;-;-;245556;60080;213;5724;132;-
09679177;      Remlingen, M;204583;2894;139;3195;227;1174;412;574;9614;-;-;-;121918;61047;95;3213;81;-
09679179;      Riedenheim;239944;1192;52;3039;2571;-;127;263;10766;301;-;-;142406;75610;251;3316;50;-
09679180;      Rimpar, M;364244;12533;1855;4353;1475;-;927;665;17635;-;-;-;183701;131143;851;8925;181;-
09679182;      Röttingen, St;272168;3229;1482;4362;643;31;708;176;13141;-;-;-;150577;87684;1149;8917;69;-
09679185;      Rottendorf;148327;7022;2105;4831;347;-;912;459;11728;3382;-;-;95364;18334;150;3584;109;-
09679187;      Sommerhausen, M;72166;2703;84;2024;39;1786;1212;1286;6699;-;-;-;38511;12961;1609;3186;66;-
09679188;      Sonderhofen;188030;1065;125;2807;1381;-;217;247;8337;-;-;-;169980;1231;232;2350;58;-
09679192;      Tauberrettersheim;85614;1584;51;1409;81;-;230;223;5247;-;-;-;55640;18217;738;2170;24;-
09679193;      Theilheim;96880;4083;149;1434;66;-;96;399;5788;-;-;-;66126;12292;39;6319;89;-
09679194;      Thüngersheim;110633;4648;450;2050;225;393;862;511;8875;1285;-;-;47068;35963;3889;4312;102;-
09679196;      Uettingen;135254;3471;255;2980;1399;55;496;427;9195;-;-;-;67711;45031;402;3801;31;-
09679200;      Leinach;280248;5546;7;6611;271;-;641;619;14031;242;-;-;151038;92650;82;8409;101;-
09679201;      Unterpleichfeld;239320;4570;1103;5409;609;-;500;477;13478;-;-;-;184756;25302;253;2803;60;-
09679202;      Veitshöchheim;107642;14024;2838;10606;909;-;3016;495;7745;1222;-;-;34402;27882;1965;2014;524;-
09679204;      Waldbrunn;66232;4933;52;1247;71;-;243;449;6834;-;-;-;43683;4455;145;3980;140;-
09679205;      Waldbüttelbrunn;191645;7984;2082;2896;236;5108;657;930;12457;-;-;-;106908;44762;245;7087;293;-
09679206;      Winterhausen, M;87282;2297;413;2646;631;1128;392;231;5801;1529;-;-;46210;20325;1410;4237;32;-
09679209;      Zell a.Main, M;99581;6122;352;1811;38;-;513;529;5884;-;-;-;34179;47450;1344;1143;216;-
09679444;      Gemeindefreie Gebiete;551539;-;-;207;70;291;73;32;25857;-;-;-;2865;520978;171;995;-;-
097;  Schwaben;99934244;3074881;781045;2458158;292291;198919;264080;412879;4231638;247878;106970;37437;54001460;29326266;1723792;2719125;57425;-
09761;    Augsburg (Krfr.St);1469052;199418;65483;103683;9999;447;47836;28646;136141;20902;58;1788;376964;381087;41237;47160;8203;-
09762;    Kaufbeuren (Krfr.St);400353;50503;15169;43467;3849;1928;3107;2732;28553;1908;638;-;132602;101828;8541;3772;1756;-
09763;    Kempten (Allgäu) (Krfr.St);632859;59643;20641;43646;1705;-;15113;8152;48769;4825;536;18;325419;79889;12421;10371;1711;-
09764;    Memmingen (Krfr.St);701540;53959;23011;37243;2321;2453;6789;3176;48244;3881;366;-;330004;173252;4857;10307;1677;-
09771;    Aichach-Friedberg (Lkr);7803392;246093;46528;193000;25919;17138;13622;24094;351537;15919;325;359;4659796;1999921;82962;122247;3932;-
09771111;      Adelzhausen;169706;3181;537;3665;217;847;15;607;10165;-;-;-;107247;39961;744;2480;40;-
09771112;      Affing;448232;11245;2510;11427;1205;933;287;2200;16541;2927;-;-;295785;89402;4924;8654;192;-
09771113;      Aichach, St;928449;37559;10045;25022;5290;1761;2318;3265;47101;2342;72;-;473086;297515;5571;16902;600;-
09771114;      Aindling, M;313840;10636;1190;8509;342;273;208;947;13539;-;-;-;184590;89638;511;3314;143;-
09771122;      Dasing;408212;10821;2930;12984;573;2994;290;1108;25397;1094;-;-;262436;77345;1794;8310;136;-
09771129;      Eurasburg;239379;3773;1213;3219;488;1118;15;303;10359;-;-;-;74538;142203;203;1883;64;-
09771130;      Friedberg, St;812698;50822;9600;26536;2577;1454;3778;4841;45859;2648;-;42;453938;181880;8557;19357;809;-
09771140;      Hollenbach;260897;5535;1007;5857;1528;324;491;354;10006;-;-;20;169860;62832;658;2333;92;-
09771141;      Inchenhofen, M;275441;5358;852;6923;346;291;87;438;10445;-;-;-;203592;42250;1501;3243;115;-
09771142;      Kissing;231232;16765;4985;8014;1480;364;948;1454;10867;1518;-;-;125837;41441;12004;5361;194;-
09771144;      Kühbach, M;375015;10144;2467;8617;1093;228;416;1380;17933;1264;-;-;222945;98845;4302;5192;189;-
09771145;      Merching;248373;5439;792;4365;77;925;432;444;8876;1208;-;-;194217;12155;15137;4183;123;-
09771146;      Mering, M;268335;19086;1784;8420;1975;-;1023;1347;13606;2351;-;-;161048;50160;1263;5972;300;-
09771149;      Obergriesbach;103103;5382;1;2238;43;228;50;365;5203;293;-;-;49908;37556;418;1319;99;-
09771155;      Petersdorf;194927;4384;57;4677;1213;202;44;639;9369;-;-;-;107972;63943;220;2099;108;-
09771156;      Pöttmes, M;826024;15016;2690;18314;2192;717;1690;1649;33922;-;-;-;480820;255394;2755;10636;229;-
09771158;      Rehling;262581;5765;841;4735;844;572;157;502;9773;-;-;-;179596;51230;5344;3114;108;-
09771160;      Ried;292125;6389;512;6879;568;653;171;384;11440;-;-;-;203115;59475;775;1687;77;-
09771162;      Schiltberg;297809;4547;514;5948;601;887;34;376;11094;-;253;297;162396;107462;1147;2163;90;-
09771163;      Schmiechen;135020;3051;28;2618;267;43;7;387;4117;274;-;-;99354;19342;3091;2384;57;-
09771165;      Sielenbach;178426;3128;168;5401;301;265;51;368;6348;-;-;-;127875;29351;1093;4023;54;-
09771168;      Steindorf;162031;2353;116;2989;3;980;460;424;5323;-;-;-;113489;33337;492;2031;34;-
09771169;      Todtenweis;202515;2945;1026;2568;315;838;624;30;7507;-;-;-;127395;45366;10003;3856;42;-
09771176;      Baar (Schwaben);169022;2769;663;3075;2381;241;26;282;6747;-;-;-;78757;71838;455;1751;37;-
09772;    Augsburg (Lkr);10710757;461758;111287;340120;47919;25424;30793;52521;531139;28195;5268;822;5188852;3571823;101510;206084;7242;-
09772111;      Adelsried;97033;5149;700;3179;118;-;228;555;6118;-;-;-;41767;34289;413;4402;115;-
09772114;      Allmannshofen;103277;2204;101;2734;5457;-;361;103;5155;523;-;-;60749;23578;1067;1177;68;-
09772115;      Altenmünster;411701;11513;1533;8388;2212;269;201;1708;17494;-;-;-;172924;186798;2412;6075;174;-
09772117;      Aystetten;92914;7875;9;1083;73;-;644;531;5365;-;-;-;7787;68203;109;1167;68;-
09772121;      Biberbach, M;368721;9153;519;8263;622;84;447;861;17222;215;173;-;164725;155256;3157;7903;121;-
09772125;      Bobingen, St;502745;27210;11054;11522;1233;2357;2329;9319;24763;1639;-;-;194075;197566;7371;11842;465;-
09772126;      Bonstetten;67482;4006;36;1031;241;-;26;394;3136;-;39;-;20585;36921;42;957;68;-
09772130;      Diedorf, M;333021;19707;1691;8423;462;129;1092;1045;14044;1185;493;-;123873;152819;2281;5513;264;-
09772131;      Dinkelscherben, M;676872;15119;2983;15336;2208;729;543;1377;28204;3106;-;-;386428;207974;3880;8705;280;-
09772134;      Ehingen;96530;2864;165;2507;386;-;40;197;4829;-;82;-;69328;14317;575;1174;66;-
09772136;      Ellgau;139197;2531;481;3073;275;325;11;278;4950;-;-;-;103206;17163;5342;1537;25;-
09772137;      Emersacker;116366;3595;224;1262;180;-;160;458;4869;-;-;80;22498;80077;670;2249;44;-
09772141;      Fischach, M;301868;10693;2766;7573;349;163;648;910;12764;798;-;-;135153;121243;2092;6511;205;-
09772145;      Gablingen;267171;9698;2019;20238;1020;3145;416;1128;11461;1105;712;12;125530;83689;1725;5055;218;-
09772147;      Gersthofen, St;340263;26915;21870;12500;3072;2507;3597;1460;32602;1086;-;-;105103;109667;3003;16384;497;-
09772148;      Gessertshausen;413709;10495;1175;8275;847;245;700;1743;15867;1365;-;-;145389;215323;2877;9244;164;-
09772149;      Graben;145540;6962;640;42503;189;668;367;312;7029;498;-;-;81916;1052;348;2966;90;-
09772151;      Großaitingen;390690;11937;1592;5578;682;601;429;1108;14375;708;230;-;180731;163194;4014;5364;147;-
09772156;      Heretsried;173058;2732;186;2038;2105;430;94;236;6094;-;-;-;54156;102763;608;1551;65;-
09772157;      Hiltenfingen;145584;3513;222;2883;567;-;70;576;6549;-;-;-;112279;15954;1710;1206;55;-
09772159;      Horgau;264817;6502;847;4706;1525;169;439;897;11612;-;733;-;117432;115276;761;3872;46;-
09772160;      Kleinaitingen;156665;2421;136;15685;3664;1802;37;359;6481;613;-;-;94752;23508;547;6610;50;-
09772162;      Klosterlechfeld;23620;5445;102;634;74;653;273;397;3467;376;-;585;9502;637;-;1299;176;-
09772163;      Königsbrunn, St;184073;30642;10967;14508;1332;2032;3162;6364;20790;-;-;-;84738;2379;2269;4334;556;-
09772166;      Kühlenthal;71307;2502;233;2179;151;-;19;84;2549;-;-;-;43905;18198;388;1099;-;-
09772167;      Kutzenhausen;279266;6682;1180;6157;730;54;187;127;11252;1284;-;-;159514;87908;1028;3057;106;-
09772168;      Langenneufnach;128117;5020;1073;3595;28;55;79;465;5288;455;-;-;65253;43527;661;2563;55;-
09772170;      Langerringen;421212;9340;1485;12240;1070;96;561;697;15788;2150;514;-;355440;13253;4154;4319;105;-
09772171;      Langweid a.Lech;235603;11403;5891;5764;1955;1928;491;1077;15658;834;-;-;111272;70840;2973;5177;340;-
09772177;      Meitingen, M;298843;21793;8902;10610;2164;1719;971;2225;21700;1511;-;103;168674;46191;5312;6701;267;-
09772178;      Mickhausen;158889;3706;368;4609;6;48;190;193;5795;-;-;-;82201;57959;866;2919;29;-
09772179;      Mittelneufnach;169236;2535;308;3009;337;-;12;235;6160;576;-;-;77220;75499;951;2346;48;-
09772184;      Neusäß, St;252338;39625;7111;9963;1363;-;3360;2328;18069;1423;-;-;104741;56312;2086;5435;522;-
09772185;      Nordendorf;75219;5892;548;3069;1997;-;148;365;5889;542;-;-;46672;6448;1722;1832;95;-
09772186;      Oberottmarshausen;86003;2960;142;2239;3635;2057;133;341;3671;419;2;-;54061;8965;5003;2312;63;-
09772197;      Scherstetten;157104;3016;137;3249;134;-;38;65;5330;-;-;-;78954;63226;551;2392;12;-
09772200;      Schwabmünchen, St;555243;24380;5622;14983;592;1185;2406;1919;29589;1959;108;-;322823;135752;5755;7796;374;-
09772202;      Stadtbergen, St;114938;22056;2184;4786;373;-;2159;4651;10618;74;-;-;26166;38970;187;2356;358;-
09772207;      Thierhaupten, M;392038;10008;2332;7052;1955;561;625;860;15204;-;-;-;209454;126898;11417;5532;140;-
09772209;      Untermeitingen;160292;12307;2756;17117;35;24;981;933;8784;394;-;-;109476;3927;-;3478;80;-
09772211;      Ustersbach;111344;3238;482;2580;485;-;16;325;5217;378;-;-;69096;27588;517;1394;28;-
09772214;      Walkertshofen;127426;2801;929;2578;99;-;74;329;4759;550;-;-;57123;54696;658;2795;35;-
09772215;      Wehringen;141111;6819;1728;2288;360;334;497;724;5729;379;-;-;99697;17280;1977;3176;123;-
09772216;      Welden, M;179922;9242;1632;3745;464;148;701;757;8452;-;733;42;58959;90619;1347;2953;128;-
09772217;      Westendorf;63255;3648;1138;1986;210;-;42;378;5339;607;-;-;46365;636;895;1909;102;-
09772223;      Zusmarshausen, M;686321;13904;3088;12400;883;907;789;1127;34303;1443;1449;-;227160;365431;5786;17446;205;-
09772444;      Gemeindefreie Gebiete;32813;-;-;-;-;-;-;-;756;-;-;-;-;32054;3;-;-;-
09773;    Dillingen a.d.Donau (Lkr);7922235;252385;47298;168387;32349;16570;18283;21296;370171;6429;-;1033;4767617;1862564;214606;139706;3541;-
09773111;      Aislingen, M;193485;4146;175;3594;556;1259;521;328;8018;-;-;-;140401;19104;10851;4506;26;-
09773112;      Bachhagel;197492;7270;626;4478;941;232;369;299;11605;-;-;-;151495;14696;364;5039;78;-
09773113;      Bächingen a.d.Brenz;73514;3796;905;2555;398;-;461;265;3763;-;-;-;56561;1727;1654;1377;52;-
09773116;      Binswangen;119090;3393;603;2160;126;2832;97;321;5920;-;-;-;81468;11174;8616;2318;62;-
09773117;      Bissingen, M;641960;11613;1908;13030;1196;1067;359;1012;31154;-;-;1033;358635;212157;2665;5949;182;-
09773119;      Blindheim;264000;6113;746;4516;1497;-;177;715;10508;751;-;-;147421;76051;8857;6601;47;-
09773122;      Buttenwiesen;594849;16569;3820;13389;2546;1176;541;2005;25737;250;-;-;424136;85918;7338;11208;216;-
09773125;      Dillingen a.d.Donau, GKSt;755881;37025;5741;24529;2953;1001;2150;3643;38719;1424;-;-;476304;117324;28867;15613;588;-
09773133;      Glött;109903;3422;488;2159;476;1754;430;376;4815;-;-;-;73334;16734;4408;1459;48;-
09773136;      Gundelfingen a.d.Donau, St;540651;19192;8271;10272;2931;2558;2088;2031;23090;1237;-;-;274660;134519;46441;13190;171;-
09773137;      Haunsheim;178064;5717;158;2337;270;839;738;731;7610;-;-;-;98685;58277;421;2222;59;-
09773139;      Höchstädt a.d.Donau, St;374480;14890;3912;10702;1861;169;1716;1090;20418;1139;-;-;225723;57863;24863;9948;186;-
09773140;      Holzheim;408638;12842;1175;6505;2073;428;464;1527;16680;-;-;-;226570;122553;12237;5407;177;-
09773143;      Laugna;275789;5666;181;4222;422;53;141;244;11877;-;-;-;126905;122564;1294;2137;83;-
09773144;      Lauingen (Donau), St;443902;20196;5930;13282;9714;382;3641;1297;21986;438;-;-;263585;69145;22928;10770;608;-
09773146;      Lutzingen;249655;3468;301;2478;404;-;77;436;10139;-;-;-;97365;133290;714;952;31;-
09773147;      Mödingen;230304;4422;297;3589;158;-;172;294;9922;-;-;-;157571;48064;1657;4126;32;-
09773150;      Finningen;278187;6012;822;3485;347;-;434;471;11680;-;-;-;139652;106857;4680;3694;53;-
09773153;      Medlingen;170890;3892;302;2216;5;-;204;218;6659;562;-;-;96946;58056;188;1607;35;-
09773164;      Schwenningen;250506;4295;331;4651;290;497;251;390;9909;628;-;-;169381;38013;13256;8563;51;-
09773170;      Syrgenstein;166439;12575;819;4699;363;187;776;931;10303;-;-;-;76467;55941;274;3008;96;-
09773179;      Villenbach;177978;4983;350;2678;441;-;110;229;6594;-;-;-;131729;25853;1552;3380;79;-
09773182;      Wertingen, St;518761;22266;7329;16096;1267;65;943;1347;31719;-;-;-;342869;84985;3201;6319;355;-
09773183;      Wittislingen, M;174160;8836;1117;2525;414;37;997;415;9439;-;-;-;126594;18398;2986;2329;73;-
09773186;      Ziertheim;208063;2988;290;3734;472;1813;217;220;9134;-;-;-;141590;41464;1394;4714;33;-
09773187;      Zöschingen;146326;2915;498;1497;93;221;87;198;4694;-;-;-;45289;89124;344;1313;53;-
09773188;      Zusamaltheim;179268;3883;203;3009;135;-;122;263;8079;-;-;-;116281;42713;2556;1957;67;-
09774;    Günzburg (Lkr);7623970;269758;93189;186442;33327;13749;18284;33739;403596;19246;7252;256;3988615;2235180;147749;169173;4415;-
09774111;      Aletshausen;176515;3674;265;3590;52;184;82;185;7801;535;-;-;104894;50429;1813;2933;78;-
09774115;      Balzhausen;146263;3217;1984;3131;100;673;119;395;6716;-;-;-;103368;19604;3268;3670;18;-
09774116;      Ursberg;253992;6514;321;8465;289;57;895;632;14245;-;-;-;144443;67805;4455;5560;311;-
09774117;      Breitenthal;132747;3615;170;2925;137;262;359;895;6251;-;-;-;92541;13629;7315;4590;58;-
09774118;      Bubesheim;77567;3372;9738;1207;1405;-;369;297;5440;33;-;-;41216;11941;1013;1469;67;-
09774119;      Bibertal;272992;12677;1011;7728;579;333;128;650;14768;87;-;-;186557;40918;1707;5720;129;-
09774121;      Burgau, St;259258;18482;6381;10656;2291;1454;686;1469;20014;1336;-;-;141550;43795;3641;7253;250;-
09774122;      Burtenbach, M;376381;8850;2146;6693;2351;917;740;1516;16285;-;-;-;165888;156978;7562;6382;73;-
09774124;      Deisenhausen;116669;4515;1014;2645;84;45;163;555;6649;-;-;-;74999;19186;2897;3841;76;-
09774127;      Dürrlauingen;123374;4312;241;4291;85;-;25;160;5757;664;-;-;87852;14374;2409;3108;96;-
09774129;      Ebershausen;90894;2009;247;1917;18;10;360;171;3891;-;-;-;64963;14504;867;1917;20;-
09774133;      Ellzee;147756;2746;807;3515;405;832;118;194;7141;373;-;-;112437;15080;1932;2156;20;-
09774135;      Günzburg, GKSt;554033;31940;18772;22575;2643;156;4225;6932;38733;3468;923;-;273490;91832;36880;21096;368;-
09774136;      Gundremmingen;108377;3962;437;1622;5016;-;172;282;6680;378;-;-;58611;28365;1266;1538;48;-
09774140;      Haldenwang;179869;5138;313;4306;22;394;46;346;7667;-;-;-;104033;53320;979;3174;131;-
09774143;      Ichenhausen, St;342743;16784;4515;9043;1431;2395;695;1595;17993;640;57;-;191584;86066;2507;7071;367;-
09774144;      Jettingen-Scheppach, M;541159;16115;5308;11417;1530;405;1954;6293;30095;2811;4220;62;229985;214245;6372;10110;237;-
09774145;      Kammeltal;417133;9970;628;8880;1251;107;174;1131;17607;421;30;4;182097;182985;3513;8185;150;-
09774148;      Kötz;205323;9073;1530;4419;709;238;300;522;10745;314;-;-;139794;30536;3287;3738;118;-
09774150;      Krumbach (Schwaben), St;446341;25378;5374;12731;3476;142;1375;1573;26874;1312;-;-;164263;192576;2344;8351;572;-
09774151;      Landensberg;79445;2095;25;1879;112;56;53;346;3907;-;-;-;35935;33356;250;1408;23;-
09774155;      Leipheim, St;321566;9893;16951;6477;2975;1321;1376;1277;20704;1627;1882;-;142075;93681;14200;6892;235;-
09774160;      Münsterhausen, M;184691;5109;1059;3653;26;215;343;451;7975;-;-;-;109825;47138;4722;4112;63;-
09774162;      Neuburg a.d.Kammel, M;378979;8851;1590;6779;275;355;633;1133;17193;433;64;74;175334;154741;5371;6045;108;-
09774166;      Aichen;176183;2790;526;4037;464;-;42;424;8299;-;-;-;101168;52797;717;4794;125;-
09774171;      Offingen, M;149111;10640;2649;3394;680;786;585;731;8487;3319;-;-;60229;47206;6572;3730;103;-
09774174;      Rettenbach;127449;4830;801;2666;2013;-;173;437;7755;-;-;-;86813;15975;2970;2993;23;-
09774178;      Röfingen;66225;3333;205;1728;206;171;-;248;3551;-;-;-;49008;6360;60;1331;24;-
09774185;      Thannhausen, St;200281;12331;4813;5687;937;298;869;1399;13201;1100;-;-;88946;60515;5880;4117;188;-
09774189;      Wiesenbach;114764;2904;199;3012;149;625;135;460;5474;-;-;-;88257;4756;5243;3489;61;-
09774191;      Waldstetten, M;111280;2733;626;2811;544;641;216;416;5263;169;-;-;78074;14111;2860;2776;40;-
09774192;      Waltenhausen;134322;1860;143;2570;376;90;130;-;5468;-;-;-;72275;49521;399;1442;48;-
