GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09271127;      Iggensbach;190811;5935;398;4630;297;774;142;357;13535;-;14;-;89807;69451;1091;4325;55;-
09271128;      Künzing;403670;9820;1209;12460;545;1;120;321;14419;865;-;-;246570;106784;2291;8157;108;-
09271130;      Lalling;279297;4401;1317;4284;120;-;537;411;9018;-;-;-;76604;180512;1287;806;-;-
09271132;      Metten, M;119549;10359;769;4864;273;297;81;654;7374;-;-;-;47937;28676;13352;4716;197;-
09271135;      Moos;322525;6370;877;7334;688;599;591;512;11061;848;-;-;210432;62721;12734;7758;-;-
09271138;      Niederalteich;99759;4263;401;2512;202;226;118;384;5392;33;103;-;43902;11450;24029;6709;35;-
09271139;      Oberpöring;173960;2693;212;4780;392;-;60;493;5980;-;-;-;122439;23921;8923;4031;36;-
09271140;      Offenberg;237579;8911;1750;6683;180;511;166;550;10576;-;-;-;146034;50501;6121;5478;118;-
09271141;      Osterhofen, St;1111948;29794;4853;32316;2396;1529;1285;1977;43341;1581;112;-;807700;119046;38763;26823;432;-
09271143;      Otzing;304365;4421;888;5485;766;12;66;167;13273;1107;-;-;244949;24331;5655;3191;54;-
09271146;      Plattling, St;358737;22757;17824;14421;1619;788;1501;2183;19930;4795;-;-;152584;78119;18709;23238;269;-
09271148;      Schaufling;253945;3338;307;6869;127;-;56;3531;9375;-;-;-;88797;137668;757;3061;59;-
09271149;      Schöllnach, M;399076;13799;1364;11553;218;1524;118;591;13321;-;83;-;182885;165349;1474;6560;237;-
09271151;      Stephansposching;446762;8396;3439;10972;8608;6699;259;240;21622;1860;-;-;360373;8967;6822;8429;76;-
09271152;      Wallerfing;207646;3501;388;6612;320;-;42;373;7589;-;-;-;161081;25697;212;1774;57;-
09271153;      Winzer, M;276188;10003;910;7214;474;1205;160;905;11322;-;262;-;149754;72241;11388;10226;124;-
09272;    Freyung-Grafenau (Lkr);9841430;252689;33352;170077;13698;7440;9695;39341;368594;6729;8279;406;3015408;5651306;71522;190121;2773;-
09272116;      Eppenschlag;170282;3338;239;3478;574;-;171;79;7459;-;-;-;73833;77632;1235;2210;34;-
09272118;      Freyung, St;486435;17923;2347;15029;932;217;844;1221;22550;558;9;-;166654;241145;4215;12556;235;-
09272119;      Fürsteneck;104308;2811;294;2510;184;-;-;131;4396;-;-;-;51036;38510;2818;1618;-;-
09272120;      Grafenau, St;637434;22354;5196;16714;976;-;2607;2399;30759;1738;-;-;267484;269787;5616;11574;230;-
09272121;      Grainet;361280;7535;718;5257;462;52;272;732;11426;-;-;-;126285;203351;1382;3755;53;-
09272122;      Haidmühle;210394;5849;252;5160;228;-;49;574;7417;-;442;-;67049;109354;1219;12761;40;-
09272126;      Hinterschmiding;210356;7466;645;3828;367;-;87;544;8949;-;206;350;89534;91981;1070;5285;44;-
09272127;      Hohenau;431139;10718;837;6737;876;-;386;586;17522;-;410;11;165071;211164;3624;13076;121;-
09272128;      Innernzell;221255;5452;1286;4456;180;-;59;501;9564;-;-;-;98003;96094;1192;4439;29;-
09272129;      Jandelsbrunn;423958;10955;3074;9779;416;-;56;6874;18784;-;-;-;225017;141177;1825;5905;96;-
09272134;      Mauth;288859;9154;443;4363;629;46;408;1311;11237;-;112;-;84706;164315;1199;10936;-;-
09272136;      Neureichenau;463915;19478;2527;12501;1474;-;164;1861;18797;-;-;-;227091;164421;2922;12597;82;-
09272138;      Perlesreut, M;297393;9410;1392;7003;281;-;71;627;13838;-;-;-;154699;98526;4004;7483;59;-
09272139;      Philippsreut;102257;3148;26;1663;373;-;718;791;5002;-;46;43;24304;59332;264;6523;24;-
09272140;      Ringelai;163698;6022;398;3189;226;-;27;545;6955;-;-;-;65410;75744;1075;4047;60;-
09272141;      Röhrnbach, M;406290;12838;4851;9505;667;865;189;1345;22162;716;-;-;211179;126625;3192;12041;115;-
09272142;      Saldenburg;280469;7647;356;3671;328;729;17;595;10898;-;-;-;60533;187993;1724;5899;79;-
09272143;      Sankt Oswald-Riedlhütte;403527;9427;640;4560;182;-;329;5026;9500;24;6157;-;54408;298492;6357;8253;172;-
09272145;      Schöfweg;158823;4792;256;2838;192;-;122;185;6169;-;-;-;59437;80929;213;3650;40;-
09272146;      Neuschönau;275148;7080;1158;4410;714;-;133;4224;8763;-;121;-;52017;191520;1375;3467;166;-
09272147;      Schönberg, M;327530;11925;1869;7748;410;1693;229;638;16227;-;-;-;137065;137289;3912;8410;115;-
09272149;      Spiegelau;404074;13869;1239;6362;556;-;1089;945;11623;1519;776;-;56434;300992;2493;5735;442;-
09272150;      Thurmansbang;329364;8285;942;5758;1058;593;112;1257;16678;-;-;-;92677;194972;1699;5223;110;-
09272151;      Waldkirchen, St;800390;30916;1768;19713;1107;3245;1528;4818;38243;2174;-;-;332188;342547;6818;15000;325;-
09272152;      Zenting;217456;4283;599;3509;206;-;28;351;6834;-;-;2;70581;124803;1369;4789;102;-
09272444;      Gemeindefreie Gebiete;1665396;14;-;336;100;-;-;1181;26842;-;-;-;2713;1622611;8710;2889;-;-
09273;    Kelheim (Lkr);10663872;238267;87449;217360;34565;37353;9306;32847;445117;13751;1876;1358;4984670;4221625;132151;201268;4909;-
09273111;      Abensberg, St;603360;26743;4584;17042;1326;2651;1025;2775;26034;2683;-;-;325588;176235;2913;13463;298;-
09273113;      Aiglsbach;398983;2993;307;7274;114;1718;69;216;15567;-;-;-;198083;160722;4327;7524;69;-
09273115;      Attenhofen;314584;2759;213;6535;86;746;8;477;8226;-;-;-;203937;88366;514;2661;56;-
09273116;      Bad Abbach, M;553271;20376;1466;12521;608;2424;813;5545;30322;2016;15;-;283800;160854;19039;13249;223;-
09273119;      Biburg;142188;3257;1326;3488;417;116;42;228;7261;-;-;-;102300;20545;1377;1800;31;-
09273121;      Essing, M;173401;2576;332;1661;10;394;45;349;6386;43;-;-;29055;124506;5041;2970;33;-
09273125;      Hausen;346330;5059;864;6860;1665;74;7;846;16952;-;443;-;190119;115759;1172;6442;68;-
09273127;      Herrngiersdorf;251055;2561;1530;6128;61;753;52;203;8917;-;-;-;168277;57331;964;4215;63;-
09273133;      Ihrlerstein;230624;12483;531;2992;69;-;54;270;7607;-;-;-;45320;157890;43;3248;117;-
09273137;      Kelheim, St;767939;31357;10832;16830;4498;1157;784;2843;34526;3700;-;-;287941;333789;22353;16446;883;-
09273139;      Kirchdorf;165092;1946;113;4324;28;646;14;188;8084;-;33;-;111459;33855;360;4009;33;-
09273141;      Langquaid, M;568332;11851;2137;13731;574;688;484;932;26263;491;-;-;319455;175767;2769;12894;296;-
09273147;      Mainburg, St;616045;25087;8264;22099;1383;4463;881;2707;30138;105;229;-;350190;151004;3141;15773;581;-
09273152;      Neustadt a.d.Donau, St;936415;25046;34865;24234;16796;1304;2464;4010;44022;2868;877;-;543985;179837;28639;26303;1165;-
09273159;      Painten, M;138052;5387;2376;3791;900;4309;64;505;4877;-;-;-;86111;27542;122;2017;51;-
09273163;      Elsendorf;326666;3859;1772;7277;705;347;35;348;15693;-;-;29;196834;92019;1692;5980;76;-
09273164;      Riedenburg, St;1004216;12734;4425;13632;1306;687;790;2061;42174;230;-;1329;374815;517704;17164;15030;135;-
09273165;      Rohr i.NB, M;541838;7076;2012;13955;256;1247;99;779;25799;-;37;-;358662;123717;2424;5689;86;-
09273166;      Saal a.d.Donau;440395;11755;3728;8213;1859;9929;205;938;19513;1615;177;-;214841;152543;9011;5863;205;-
09273172;      Siegenburg, M;255850;7110;1810;7772;237;-;68;437;17115;-;-;-;150256;57271;3588;10038;148;-
09273175;      Teugn;170866;3803;57;2430;680;-;21;5201;4711;-;-;-;87197;63849;242;2607;68;-
09273177;      Train;101657;4745;1572;2969;89;-;67;354;6757;-;-;-;57713;22466;807;4068;50;-
09273178;      Volkenschwand;292657;4127;1435;7582;206;1953;1190;314;9615;-;65;-;202576;59145;667;3650;132;-
09273181;      Wildenberg;181797;3556;898;3934;520;-;25;293;7230;-;-;-;93102;67808;1243;3146;42;-
09273444;      Gemeindefreie Gebiete;1142259;21;-;86;172;1747;-;28;21328;-;-;-;3054;1101101;2539;12183;-;-
09274;    Landshut (Lkr);13478918;316008;50347;423346;26692;43017;10616;34103;549773;21371;199;-;8607917;3072183;102105;216294;4947;-
09274111;      Adlkofen;478669;8601;1966;15675;774;2596;128;571;18538;-;-;-;311735;112623;623;4740;99;-
09274112;      Aham;380210;4569;377;11091;270;1243;62;362;12799;-;-;-;234953;109007;2168;3253;56;-
09274113;      Altdorf, M;229978;18012;2046;8712;427;-;653;1133;17334;669;-;-;106097;67218;729;6473;475;-
09274114;      Altfraunhofen;242942;4581;632;8519;171;-;22;306;7014;-;-;-;172836;43646;921;4255;39;-
09274118;      Baierbach;167660;2002;196;5063;64;-;15;185;5116;-;-;-;128165;21798;825;4197;34;-
09274119;      Bayerbach b.Ergoldsbach;254144;4875;533;6521;896;1267;115;342;9009;-;-;-;166786;57833;288;5628;51;-
09274120;      Bodenkirchen;620059;12644;1652;21103;445;197;475;755;26309;1847;-;-;417768;128715;1326;6673;150;-
09274121;      Buch a.Erlbach;267317;8884;1354;8913;267;966;77;283;8886;-;199;-;177955;53539;1804;4027;163;-
09274124;      Eching;301467;8445;818;9879;482;489;745;718;14577;1;-;-;156392;81829;20183;6838;71;-
09274126;      Ergolding, M;371707;18819;5731;13951;1233;1220;800;1683;24352;1645;-;-;192490;99027;3271;7313;172;-
09274127;      Ergoldsbach, M;569941;16682;1970;14539;239;1743;528;2777;22542;1913;-;-;341289;156792;575;8110;242;-
09274128;      Essenbach, M;836181;23685;3459;22205;7124;5928;875;1531;41679;4208;-;-;506591;173276;27304;18040;276;-
09274132;      Furth;209694;7118;399;8371;369;3423;330;7512;9240;250;-;-;132127;35403;802;4141;209;-
09274134;      Geisenhausen, M;625123;12480;1619;21449;510;1168;270;713;22654;1744;-;-;414306;138272;2063;7598;277;-
09274135;      Gerzen;170204;4537;634;5618;187;152;284;236;6694;-;-;-;113371;35181;1591;1653;66;-
09274141;      Hohenthann;682558;8465;291;17644;380;1538;239;449;26138;-;-;-;446993;169182;1177;9937;125;-
09274145;      Kröning;396119;4625;306;12013;238;711;55;365;14468;-;-;-;234788;125807;727;1966;50;-
09274146;      Kumhausen;370513;10177;471;11781;156;2727;879;450;14755;1908;-;-;231991;88295;738;6007;178;-
09274153;      Neufahrn i.NB;387701;8233;4747;11737;1059;1203;212;688;18251;1017;-;-;242612;87141;1482;9202;117;-
09274154;      Neufraunhofen;179497;2496;-;6864;513;-;227;241;6538;-;-;-;129682;30326;785;1796;29;-
09274156;      Niederaichbach;340704;9196;1245;9881;1535;83;52;552;13180;591;-;-;187041;100836;7307;9104;101;-
09274165;      Obersüßbach;236011;3237;274;7277;535;53;63;135;8782;-;-;-;178564;33902;385;2784;20;-
09274172;      Pfeffenhausen, M;717805;10799;2513;18724;2178;487;300;766;26754;35;-;-;442530;198327;1375;12896;121;-
09274174;      Postau;348133;4098;181;7105;239;-;100;254;13447;-;-;-;224747;91189;429;6249;95;-
09274176;      Rottenburg a.d.Laaber, St;901291;18269;4401;25680;1563;2566;452;1884;35750;50;-;-;555833;234830;2702;16941;370;-
09274179;      Schalkham;226806;1950;177;7104;335;101;87;71;7413;-;-;-;156518;49479;1486;2050;35;-
09274182;      Tiefenbach;247113;9483;411;7917;196;6668;232;612;10083;-;-;-;156720;49498;1053;4121;119;-
09274183;      Velden, M;494375;12867;1168;21391;338;523;492;1426;19671;-;-;-;362581;63206;3529;6847;336;-
09274184;      Vilsbiburg, St;688610;20781;5534;28259;1540;3001;1075;4574;27828;2171;-;-;469074;110375;4344;9755;299;-
09274185;      Vilsheim;217197;5872;354;8290;108;-;134;250;8973;-;-;-;164804;23729;958;3593;132;-
09274187;      Weihmichl;321726;5532;806;7992;296;98;45;763;12087;682;-;-;222516;66107;567;4179;56;-
09274188;      Weng;156226;3401;386;3839;338;-;162;304;6842;-;-;-;101442;36064;226;3173;49;-
09274191;      Wörth a.d.Isar;48406;5120;2248;3539;1020;-;187;482;5602;713;-;-;24096;659;2664;2039;37;-
09274193;      Wurmsham;281779;2970;458;10650;140;20;83;131;8606;-;-;-;216342;39139;954;2163;123;-
09274194;      Bruckberg;511052;12503;990;14050;527;2846;161;599;17862;1927;-;-;286182;159933;4744;8553;175;-
09275;    Passau (Lkr);15302853;465190;85412;481288;47095;67529;21408;93863;687202;25980;851;75;8468426;4421800;282611;149008;5115;-
09275111;      Aicha vorm Wald;203528;5809;2835;7337;316;-;108;347;11776;-;104;-;98771;70420;2560;3077;68;-
09275112;      Aidenbach, M;171044;6939;775;5172;1309;-;639;293;5782;-;15;-;109536;37730;663;2107;84;-
09275114;      Aldersbach;458012;13285;3086;14345;2091;4299;462;1093;17509;-;-;-;293778;93496;6114;8419;35;-
09275116;      Bad Füssing;550659;15156;470;20128;1042;21;2439;8055;24306;-;-;-;314445;125832;29921;8643;201;-
09275117;      Beutelsbach;203905;3190;201;6379;113;716;31;200;7787;-;58;-;148382;34176;512;2140;20;-
09275118;      Breitenberg;298462;4999;218;10637;211;187;250;613;12417;-;-;6;188970;77031;1920;1003;-;-
09275119;      Büchlberg;281239;10196;2413;8802;368;-;131;575;11991;-;86;-;158071;82975;3062;2356;213;-
09275120;      Eging a.See, M;236642;10492;1987;8525;1766;4840;768;1724;12947;-;169;-;96333;89679;3702;3572;138;-
09275121;      Fürstenstein;193017;9815;2185;6455;246;5656;72;651;10535;-;-;-;65701;84947;1847;4746;161;-
09275122;      Fürstenzell, M;793594;18305;3387;25194;1961;8428;988;8656;27417;1982;-;-;469538;216979;3331;7038;390;-
09275124;      Bad Griesbach i.Rottal, St;701346;21171;920;24798;959;-;2601;10573;31533;-;-;-;438809;159349;4468;5970;195;-
09275125;      Haarbach;477091;7003;363;13321;1562;122;415;15908;13610;-;30;-;280571;140069;1882;2202;33;-
09275126;      Hauzenberg, St;828076;30777;7679;21310;1787;6787;1253;2392;38201;2179;3;-;311485;392888;5383;5646;306;-
09275127;      Hofkirchen, M;327030;9994;1865;10045;1312;-;235;747;15994;-;-;-;168893;104130;9913;3763;139;-
09275128;      Hutthurm, M;372059;15106;3244;12157;1384;-;332;596;21130;2734;-;-;193875;111924;6603;2660;314;-
09275130;      Kirchham;184771;5016;3649;5960;79;1508;413;4989;8264;-;-;-;128816;21785;2561;1673;58;-
09275131;      Kößlarn, M;254826;4644;224;6081;655;223;13;274;7771;-;-;-;137312;95791;671;1100;67;-
09275132;      Malching;252375;3111;125;6416;215;2852;334;297;10606;-;-;-;167204;56078;4373;764;-;-
09275133;      Neuburg a.Inn;417644;11793;1695;11617;960;-;357;427;20340;1480;-;-;175854;181368;9776;1809;168;-
09275134;      Neuhaus a.Inn;310687;7725;1348;10231;666;470;545;482;18750;-;-;-;206222;32680;26845;4635;88;-
09275135;      Neukirchen vorm Wald;242976;6996;982;7850;1180;23;155;913;17988;-;26;-;133780;69398;1632;2053;-;-
09275137;      Obernzell, M;182163;8359;1968;5763;530;-;246;377;9674;2468;-;-;58121;77666;14905;2036;50;-
09275138;      Ortenburg, M;607531;20951;4132;20067;1078;14305;214;3338;28158;353;56;-;388377;116033;3960;6269;240;-
09275141;      Pocking, St;688754;29908;7593;26977;6139;6263;2358;2327;30100;1384;-;-;491779;52705;19249;11606;366;-
09275143;      Rotthalmünster, M;445576;12342;4075;15332;1812;-;383;11858;15023;1144;-;-;328951;48019;3062;3405;170;-
09275144;      Ruderting;129616;8205;510;4341;199;-;103;360;8039;506;-;-;65285;37805;1184;3039;40;-
09275145;      Ruhstorf a.d.Rott, M;514640;18828;3746;17710;1955;385;99;625;24825;1042;-;-;386409;46752;8305;3744;215;-
09275146;      Salzweg;319428;16459;2343;8719;315;2147;408;494;13757;-;-;-;152276;114253;5517;2685;55;-
09275148;      Sonnen;164879;3381;508;5224;691;2342;70;282;6761;526;-;-;80099;62959;507;1481;48;-
09275149;      Tettenweis;286965;4247;367;8601;119;-;93;267;10935;-;-;-;231675;24283;4255;2076;47;-
09275150;      Thyrnau;337395;10939;2007;10364;1221;-;144;5217;12677;1409;-;-;158986;125038;6997;2321;75;-
09275151;      Tiefenbach;497118;17007;1468;15699;749;2322;296;1592;25664;1761;52;-;240112;176479;8230;5481;206;-
09275152;      Tittling, M;207793;11177;3217;8218;608;1400;190;749;12946;-;-;-;96596;65999;2769;3763;161;-
09275153;      Untergriesbach, M;735772;13089;2082;17933;3115;-;309;1512;30890;73;30;-;302145;347433;13210;3798;153;-
09275154;      Vilshofen an der Donau, St;863036;40428;8816;31597;5878;2136;2361;2550;39702;6426;80;-;447148;221108;42346;12096;364;-
09275156;      Wegscheid, M;806632;12210;2127;20752;1269;-;1397;1570;33275;513;-;69;348064;374786;6048;4538;14;-
09275159;      Windorf, M;569127;11970;537;15789;1104;97;140;865;29761;-;128;-;299217;192071;13359;3856;233;-
09275160;      Witzmannsberg;187445;4168;265;5442;131;-;56;75;8361;-;14;-;106840;59686;969;1438;-;-
09276;    Regen (Lkr);9749072;197577;36906;170164;9632;12312;6395;32035;302902;23681;7651;3055;2512792;6216408;80210;135153;2199;-
09276111;      Achslach;300526;2228;930;4392;192;-;47;513;7686;-;-;-;66164;214777;865;2706;26;-
09276113;      Arnbruck;378728;5476;860;6308;242;10;13;540;10357;348;265;-;98455;247976;987;6821;70;-
09276115;      Bayerisch Eisenstein;473241;4114;722;2783;467;-;286;3783;14068;2962;-;-;10705;424988;4051;4244;68;-
09276116;      Bischofsmais;462850;8904;1190;7018;438;384;1458;3414;13539;-;1552;306;121884;296840;1950;3879;94;-
09276117;      Bodenmais, M;452920;9544;1872;6072;355;-;458;1433;14839;730;1014;694;42980;365768;1932;5165;64;-
09276118;      Böbrach;275552;4246;273;3444;121;-;82;324;10093;-;306;61;58490;193357;1176;3499;80;-
09276120;      Drachselsried;417280;7741;1039;6522;220;248;25;1064;13730;-;-;-;79465;299188;1919;6027;92;-
09276121;      Frauenau;601107;8100;1244;3455;1165;-;92;948;12403;1944;412;-;47243;502195;12823;9013;70;-
09276122;      Geiersthal;223685;5815;972;5414;487;222;270;564;9357;1494;-;-;77552;116568;2813;2157;-;-
09276123;      Gotteszell;92213;3237;501;2163;184;-;26;208;2924;-;-;-;28139;52979;304;1510;38;-
09276126;      Kirchberg i.Wald;487956;10160;1092;11880;211;508;211;800;14588;-;2;-;228977;210027;1699;7708;93;-
09276127;      Kirchdorf i.Wald;305597;6999;632;3777;121;642;228;619;9663;-;765;-;111593;165613;1099;3793;53;-
09276128;      Kollnburg;595293;6184;1353;13498;325;20;121;309;18411;-;-;-;262984;287477;1637;2934;40;-
09276129;      Langdorf;343533;4712;470;4684;295;-;49;439;10128;2437;194;-;61939;251069;2599;4461;57;-
09276130;      Lindberg;1088579;8503;402;4412;241;1023;694;7850;18570;911;1102;1869;51606;968412;5284;17625;75;-
09276134;      Patersdorf;170451;4957;1110;3881;98;4580;118;213;6735;365;291;-;72951;72157;1272;1674;49;-
09276135;      Prackenbach;400859;6968;1365;9582;309;706;84;1015;11729;-;14;-;159798;203311;2421;3489;68;-
09276138;      Regen, St;651509;24990;6030;20790;1705;571;622;1767;28776;4260;666;125;252053;284580;8860;15421;293;-
09276139;      Rinchnach;402193;8628;957;6693;235;863;173;662;13249;-;212;-;154138;210874;1929;3479;101;-
09276142;      Ruhmannsfelden, M;58054;4028;1009;3072;228;897;-;474;3146;244;305;-;31230;11426;731;1153;111;-
09276143;      Teisnach, M;257720;6925;2459;5105;357;832;105;578;9861;107;-;-;81273;140138;5784;4038;158;-
09276144;      Viechtach, St;624693;18367;5860;18207;626;525;516;1748;22847;1093;327;-;207596;324121;14152;8461;247;-
09276146;      Zachenberg;272877;6054;615;5620;374;271;65;44;7487;3297;18;-;117418;129060;467;2087;-;-
09276148;      Zwiesel, St;411656;20697;3949;11392;636;10;652;2726;18716;3489;206;-;88159;243507;3456;13809;252;-
09277;    Rottal-Inn (Lkr);12814230;275556;58782;378196;28025;15858;8121;38778;472368;15972;536;71;7928510;3306715;130877;152542;3323;-
09277111;      Arnstorf, M;803891;12440;5315;23133;1278;1261;616;748;24868;-;-;-;493900;229724;4045;6444;119;-
09277112;      Bayerbach;194337;4240;354;5990;261;-;97;5051;6255;755;-;-;144940;21223;2460;2672;39;-
09277113;      Bad Birnbach, M;688523;14690;1719;19825;1331;-;1522;8328;25646;657;-;-;385141;212701;6797;10003;163;-
09277114;      Dietersburg;550441;8342;1910;15724;2533;57;175;892;19499;-;-;-;325494;170155;1765;3732;163;-
09277116;      Eggenfelden, St;443529;24794;7765;19985;1123;197;795;1310;25743;2652;-;-;252340;93538;5294;7729;264;-
09277117;      Egglham;368463;8346;842;9464;317;323;53;466;11021;-;-;-;253444;78472;780;4825;110;-
09277118;      Ering;395606;5737;473;7039;853;469;381;473;11596;16;-;-;216609;119898;21661;10335;66;-
09277119;      Falkenberg;665170;9593;5048;20844;1030;1232;106;720;28934;-;-;-;432542;153323;2185;9537;76;-
09277121;      Gangkofen, M;1087770;14993;2305;31704;1890;1613;88;964;42824;3580;14;-;735776;239552;3551;8712;204;-
09277122;      Geratskirchen;128895;1687;247;4088;63;9;39;262;3820;-;-;-;96088;21540;239;794;19;-
09277124;      Hebertsfelden;499021;8064;2417;17746;1509;1558;14;2466;16299;777;-;-;341053;96731;3882;6344;161;-
09277126;      Johanniskirchen;405931;6371;520;11950;455;-;34;573;11298;-;-;-;233181;137093;1742;2579;135;-
09277127;      Julbach;112986;7403;1253;2207;230;331;84;262;5714;880;-;-;49866;42850;469;1404;33;-
09277128;      Kirchdorf a.Inn;316413;15268;1850;6291;1140;1606;201;1184;17690;1351;517;-;120811;112078;26762;9525;139;-
09277131;      Malgersdorf;114766;3210;889;4031;1684;-;17;282;5588;-;-;-;70555;26070;662;1763;15;-
09277133;      Massing, M;361390;8968;3188;10672;703;1095;271;779;12012;877;-;-;259575;57866;2451;2805;128;-
09277134;      Mitterskirchen;246325;4029;585;6441;285;217;91;512;9960;-;-;64;161504;58861;734;2947;95;-
09277138;      Pfarrkirchen, St;523593;24440;6021;23206;2091;757;1778;2048;26015;1020;5;7;281078;139909;5116;9772;330;-
09277139;      Postmünster;435077;4414;113;13571;246;21;73;4075;15466;1084;-;-;291818;89953;8546;5602;95;-
09277140;      Reut;307536;4601;556;7269;644;772;69;391;9592;-;-;-;196144;83743;648;3062;45;-
09277141;      Rimbach;229085;2307;289;6104;527;78;-;241;9029;-;-;-;157348;51154;462;1513;33;-
09277142;      Roßbach;481562;7781;2428;13334;400;341;19;513;15695;-;-;-;294834;135197;3900;7103;17;-
09277144;      Schönau;361405;3829;653;10482;196;-;8;898;11601;-;-;-;204289;125151;910;3334;54;-
09277145;      Simbach a.Inn, St;473305;20812;3425;14193;1275;445;913;1998;18494;1165;-;-;218704;172446;11047;8111;277;-
09277147;      Stubenberg;181941;4181;221;4416;472;-;34;302;5089;-;-;-;108837;51351;5192;1794;52;-
09277148;      Tann, M;375492;8716;1489;10565;994;421;126;461;12387;-;-;-;252161;83396;1221;3484;71;-
09277149;      Triftern, M;622558;12771;1715;17060;2060;644;271;546;21341;500;-;-;387200;170950;2979;4361;160;-
09277151;      Unterdietfurt;274860;5096;1305;7362;364;359;99;514;10684;658;-;-;187878;55716;1875;2864;86;-
09277152;      Wittibreut;383276;4624;1213;9187;429;-;20;429;10763;-;-;-;250180;103184;953;2232;62;-
09277153;      Wurmannsquick, M;492036;7458;1320;15272;963;505;81;557;17269;-;-;-;341858;101813;1307;3550;83;-
09277154;      Zeilarn;289047;6351;1354;9041;679;1547;46;533;10176;-;-;-;183362;71077;1242;3610;29;-
09278;    Straubing-Bogen (Lkr);12019221;220126;41856;337638;37823;19710;13326;31382;501602;14335;280;-;7059578;3311121;201046;225981;3417;-
09278112;      Aholfing;214031;3920;167;4478;521;67;558;364;7843;-;-;-;157182;18319;7848;12705;59;-
09278113;      Aiterhofen;431012;6798;2353;9042;3220;-;264;7006;19559;814;-;-;334180;24534;14386;8809;47;-
09278116;      Ascha;195388;3357;361;6042;479;837;144;403;8743;-;-;-;92550;77827;1068;3500;77;-
09278117;      Atting;149269;3600;1090;2566;333;1151;248;194;7636;3057;-;-;109160;4649;9960;5544;81;-
09278118;      Bogen, St;497549;17451;7969;24719;2732;3398;1026;984;31483;163;-;-;293535;90894;6158;16778;259;-
09278120;      Falkenfels;114896;2880;190;3987;190;-;58;172;4143;-;-;-;43812;57811;278;1344;31;-
09278121;      Feldkirchen;226686;3154;48;13781;68;-;327;368;8033;279;-;-;192490;4691;501;2929;17;-
09278123;      Geiselhöring, St;997086;15117;2270;22401;1378;237;788;1863;35083;1856;-;-;651451;246915;4016;13466;245;-
09278129;      Haibach;323849;5266;220;10410;404;-;36;477;13899;-;-;-;128507;159899;1084;3556;91;-
09278134;      Haselbach;184398;5213;348;6179;70;-;48;330;6899;-;-;-;97111;65031;850;2221;98;-
09278139;      Hunderdorf;222036;7409;2042;8900;154;629;142;377;11431;-;-;-;128679;57582;1433;3152;106;-
09278140;      Irlbach;158414;2968;404;3241;269;-;59;302;5100;122;-;-;86338;47615;7960;3999;37;-
09278141;      Kirchroth;428290;8405;1149;11205;711;61;215;4356;23829;-;-;-;241804;69141;40140;27186;88;-
09278143;      Konzell;267529;5156;1475;9817;223;-;101;382;12191;-;-;-;122188;109585;1448;4879;84;-
09278144;      Laberweinting;761382;8250;812;17291;1764;358;301;706;26979;725;-;-;446814;243517;3003;10678;184;-
09278146;      Leiblfing;784248;8074;1958;19893;1687;825;387;694;30543;-;-;-;533269;171838;1851;13134;95;-
09278147;      Loitzendorf;120348;1377;17;3842;126;-;18;175;6052;-;-;-;65531;41933;335;942;-;-
09278148;      Mallersdorf-Pfaffenberg, M;725754;14960;2494;18751;4489;3507;659;1533;28155;4333;-;-;446074;186017;2934;11492;356;-
09278149;      Mariaposching;196179;2980;467;6145;148;1661;64;222;6266;12;-;-;129288;22152;19983;6734;57;-
09278151;      Mitterfels, M;142314;6145;519;5805;160;-;48;756;5604;-;-;-;66124;54627;594;1881;51;-
09278154;      Neukirchen;244631;3786;507;6939;177;-;309;248;9485;-;-;-;106922;112164;1045;2959;90;-
09278159;      Niederwinkling;256609;5035;3787;8703;1051;-;286;295;12153;-;-;-;183773;20749;15858;4824;95;-
09278167;      Oberschneiding;607857;6195;353;14277;758;596;291;386;24190;-;-;-;486996;67156;1265;5301;93;-
09278170;      Parkstetten;195077;7130;859;5464;610;566;209;1703;10501;-;-;-;114621;12591;31282;9451;90;-
09278171;      Perasdorf;160479;1129;41;4499;23;-;-;-;5194;-;-;-;62498;84222;550;2299;24;-
09278172;      Perkam;142310;4047;387;3321;271;345;197;317;5928;1466;-;-;103214;19097;1165;2458;97;-
09278177;      Rain;142918;6064;751;4291;71;473;534;293;7368;177;-;-;87719;28264;2535;4332;46;-
09278178;      Rattenberg;302259;4683;580;8290;663;2035;162;500;12792;-;-;-;129929;138538;1269;2706;112;-
