GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2015;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09271143;      Otzing;304361;4491;811;5539;1519;12;26;412;13216;1109;-;-;243953;24564;5654;3001;54;-
09271146;      Plattling, St;358947;23223;18432;15285;2773;700;1259;2119;20436;4671;-;-;150808;77616;19064;22292;269;-
09271148;      Schaufling;254176;3659;282;6787;135;-;38;3500;9391;-;-;-;88899;137885;725;2816;59;-
09271149;      Schöllnach, M;399252;13925;1198;11839;235;1563;139;561;13349;-;83;-;183120;165516;1480;6007;237;-
09271151;      Stephansposching;446491;9265;3417;10460;8728;6809;291;229;21512;1859;-;-;359581;10960;7058;6246;76;-
09271152;      Wallerfing;207671;3800;422;6533;517;-;39;373;7777;-;-;-;160867;25780;217;1290;56;-
09271153;      Winzer, M;276084;10259;930;7091;780;358;159;794;11353;-;262;-;149789;72413;11344;10428;124;-
09272;    Freyung-Grafenau (Lkr);9841450;252217;33670;184485;14334;7224;9707;38928;364238;6678;6042;353;2959320;5665928;67026;228462;2838;-
09272116;      Eppenschlag;170236;3233;253;3770;576;-;162;43;7441;-;-;-;73082;77765;1223;2656;32;-
09272118;      Freyung, St;486367;18503;2483;15406;1162;-;844;1218;22417;571;9;-;162069;241602;4227;15619;237;-
09272119;      Fürsteneck;104219;2730;203;2812;287;-;6;173;4279;-;-;-;50599;38594;2810;1712;14;-
09272120;      Grafenau, St;637872;22280;5160;18324;1215;-;2696;2385;30493;1730;-;-;263515;271032;5619;13192;231;-
09272121;      Grainet;361286;7703;485;6006;452;52;228;697;11374;-;-;-;123010;203856;1383;5969;71;-
09272122;      Haidmühle;210298;6120;326;5395;215;-;49;567;7372;-;248;-;63631;108896;1189;16250;40;-
09272126;      Hinterschmiding;210415;7411;629;4429;406;-;67;564;8706;-;-;351;88971;92208;1072;5557;44;-
09272127;      Hohenau;431130;10836;836;7172;773;-;400;586;17328;-;3;-;163099;211613;3618;14745;121;-
09272128;      Innernzell;221255;5001;1271;5236;165;-;53;540;9499;-;-;-;96043;96491;1189;5738;29;-
09272129;      Jandelsbrunn;423872;10674;3155;10776;417;-;57;6520;18074;-;-;-;223843;141373;1814;7073;96;-
09272134;      Mauth;288860;9576;422;4249;576;46;408;1316;11108;-;2;-;81149;166263;1195;12492;58;-
09272136;      Neureichenau;463870;19216;2726;13457;1490;-;158;1984;18646;-;-;-;225262;164886;2877;13086;82;-
09272138;      Perlesreut, M;297213;9069;1173;7952;344;-;90;589;13516;-;-;-;152783;98980;4050;8605;62;-
09272139;      Philippsreut;102161;3103;26;1981;379;-;718;875;4885;-;-;-;20925;59657;267;9318;27;-
09272140;      Ringelai;163879;5995;452;3619;154;-;63;555;7080;-;-;-;64681;76304;1080;3836;60;-
09272141;      Röhrnbach, M;406294;13015;4822;10082;604;864;221;1415;21797;716;-;-;209090;127201;3169;13183;115;-
09272142;      Saldenburg;280442;7678;332;3928;257;729;17;573;10890;-;-;-;57415;188519;2035;8022;47;-
09272143;      Sankt Oswald-Riedlhütte;403095;8825;593;5696;191;-;167;5510;9456;24;4452;-;53608;301854;2308;10239;172;-
09272145;      Schöfweg;190343;4891;253;2919;282;-;111;197;6909;-;-;-;55715;111938;245;6843;40;-
09272146;      Neuschönau;275252;7354;1158;4475;734;-;117;4257;8742;-;121;-;50405;191796;1390;4537;166;-
09272147;      Schönberg, M;327425;12118;1837;7891;412;1720;364;559;16140;-;-;-;134660;137572;3894;10143;115;-
09272149;      Spiegelau;470475;13536;1502;6960;487;-;1100;959;13560;1507;228;-;56571;364712;2838;6073;442;-
09272150;      Thurmansbang;329221;8536;1081;5841;1073;592;112;1223;15924;-;-;-;91205;195422;1707;6395;110;-
09272151;      Waldkirchen, St;800408;30431;1923;21965;1443;3221;1484;4063;37505;2130;-;-;328487;342975;6872;17584;325;-
09272152;      Zenting;222466;4383;569;3819;201;-;15;348;6771;-;-;2;67057;130988;1382;6829;102;-
09272444;      Gemeindefreie Gebiete;1563096;-;-;325;39;-;-;1212;24326;-;979;-;2445;1523431;7573;2766;-;-
09273;    Kelheim (Lkr);10659660;244999;86833;223296;38127;36592;8401;33162;454452;13164;1875;1140;4947923;4235845;131676;197376;4799;-
09273111;      Abensberg, St;602945;27437;3965;18046;1013;2296;1026;2762;26637;2628;-;-;324412;177652;2842;11931;298;-
09273113;      Aiglsbach;399509;3240;245;7514;404;1529;69;342;16572;-;-;-;196990;161198;4329;7008;69;-
09273115;      Attenhofen;314775;2906;159;6809;87;741;14;477;8859;-;-;-;203002;88400;520;2742;59;-
09273116;      Bad Abbach, M;552877;20967;1572;12784;1280;1460;744;5727;30825;2010;16;-;280927;161613;19429;13300;223;-
09273119;      Biburg;141994;3292;1325;3666;411;116;46;228;7495;-;-;-;101530;20246;1356;2252;31;-
09273121;      Essing, M;173372;2599;331;1675;21;394;210;185;6470;43;-;-;28910;124347;5054;3099;34;-
09273125;      Hausen;346170;5342;818;6762;1662;74;46;845;17553;-;443;-;189393;115657;1180;6327;68;-
09273127;      Herrngiersdorf;250902;2600;2325;6003;203;1016;60;249;9230;-;-;-;165803;58206;973;4172;62;-
09273133;      Ihrlerstein;230787;12397;516;3241;67;-;34;241;7764;-;-;-;44455;158458;46;3450;118;-
09273137;      Kelheim, St;767597;31974;10113;17320;4591;1149;727;2797;35013;3292;-;-;284621;335471;22090;17557;882;-
09273139;      Kirchdorf;164932;2024;130;4511;1106;528;14;190;8186;-;33;-;109924;34004;356;3893;33;-
09273141;      Langquaid, M;567862;12325;2233;13925;666;688;286;900;26844;489;-;-;315366;176759;2778;14288;315;-
09273147;      Mainburg, St;615881;26012;8172;22472;2157;4742;931;2702;30870;-;231;-;348129;151243;2888;14880;452;-
09273152;      Neustadt a.d.Donau, St;935600;25383;34606;24389;16879;1306;2448;4358;45545;2874;873;-;539946;180413;28642;26787;1151;-
09273159;      Painten, M;368930;5635;2416;3903;923;3990;149;504;8851;-;-;-;85034;255139;126;2210;50;-
09273163;      Elsendorf;326509;4138;1923;7402;719;347;50;348;15817;-;-;29;195552;92342;1689;6077;76;-
09273164;      Riedenburg, St;1004491;13051;4514;14505;1339;598;415;1952;42107;230;-;1111;374458;519689;17136;13245;141;-
09273165;      Rohr i.NB, M;541657;7417;2007;14006;607;1361;109;771;26082;-;37;-;357475;123956;2317;5425;87;-
09273166;      Saal a.d.Donau;440327;11986;3708;8436;1911;10031;221;939;19898;1598;177;-;213519;152777;9008;5913;205;-
09273172;      Siegenburg, M;278642;7593;1810;8278;232;-;106;418;17787;-;-;-;149607;71242;3050;18367;152;-
09273175;      Teugn;170880;4030;57;2547;840;-;42;5195;4938;-;-;-;86669;63923;242;2329;68;-
09273177;      Train;101555;4837;1553;3050;92;-;68;354;6635;-;-;-;57206;22832;811;4067;50;-
09273178;      Volkenschwand;292441;4195;1462;7692;204;2927;586;382;9742;-;65;-;200100;60298;743;3912;133;-
09273181;      Wildenberg;181627;3618;873;4296;533;-;-;296;7290;-;-;-;92479;67887;1139;3174;42;-
09273444;      Gemeindefreie Gebiete;887398;1;-;64;180;1299;-;-;17442;-;-;-;2416;862093;2932;971;-;-
09274;    Landshut (Lkr);13479024;325698;48316;433688;35424;45108;12130;33688;556961;21076;196;-;8560552;3080858;104153;216094;5082;-
09274111;      Adlkofen;478369;8997;1058;16574;1242;2435;151;496;18650;31;-;-;310058;113016;618;4945;98;-
09274112;      Aham;380211;4467;473;11309;440;1151;68;319;12774;-;-;-;234447;109009;2173;3525;56;-
09274113;      Altdorf, M;230032;18065;1207;10528;516;-;647;1169;18065;664;-;-;103723;67839;766;6359;484;-
09274114;      Altfraunhofen;242896;5102;642;8615;170;-;387;287;7219;-;-;-;172587;43662;916;3263;46;-
09274118;      Baierbach;167621;1943;42;5293;65;-;102;215;5102;-;-;-;127906;22876;757;3286;34;-
09274119;      Bayerbach b.Ergoldsbach;254147;5029;745;6618;1605;1538;143;357;9021;-;-;-;163785;58090;282;6887;47;-
09274120;      Bodenkirchen;620039;12980;1557;20477;645;198;492;1066;26644;1850;-;-;416721;128832;1358;7067;152;-
09274121;      Buch a.Erlbach;267269;8996;1091;8899;276;1311;133;298;9052;-;196;-;176987;53757;1871;4247;155;-
09274124;      Eching;301318;8816;1302;10252;507;619;903;704;14768;1;-;-;155123;81500;20197;6555;71;-
09274126;      Ergolding, M;371662;19147;5274;15806;2892;1374;1134;1188;24485;1656;-;-;187798;100726;3279;6722;181;-
09274127;      Ergoldsbach, M;570270;16964;1492;15274;1376;2206;532;2744;26465;1908;-;-;332888;156747;441;10953;280;-
09274128;      Essenbach, M;836095;24853;4109;22895;7134;5800;846;1579;41837;4123;-;-;504061;173496;28894;16196;272;-
09274132;      Furth;209582;7751;367;8215;392;3541;290;7591;9030;251;-;-;130693;35696;835;4721;209;-
09274134;      Geisenhausen, M;625032;12899;1999;21405;545;1591;301;697;22575;1680;-;-;414042;138376;2245;6375;302;-
09274135;      Gerzen;170190;4460;553;5694;229;407;196;236;6719;-;-;-;113420;34963;1602;1646;65;-
09274141;      Hohenthann;683284;8792;264;18120;833;2061;401;449;26174;-;-;-;444956;169574;1202;10322;136;-
09274145;      Kröning;396013;4816;220;11821;241;667;55;364;14031;-;-;-;234714;126081;737;2216;50;-
09274146;      Kumhausen;370514;10518;391;11909;569;2875;841;460;14793;1906;-;-;231465;88758;738;5112;179;-
09274153;      Neufahrn i.NB;387514;8393;4580;12141;1392;1934;415;687;18889;1015;-;-;240466;87011;1213;9255;123;-
09274154;      Neufraunhofen;179458;2575;-;7036;419;-;227;241;6515;-;-;-;129327;30668;784;1636;30;-
09274156;      Niederaichbach;340636;9577;1640;10988;1521;83;90;534;13448;536;-;-;184176;100872;7468;9564;139;-
09274165;      Obersüßbach;235948;3366;157;7347;533;76;146;135;8802;-;-;-;178652;33775;416;2495;48;-
09274172;      Pfeffenhausen, M;717935;11150;2358;19580;2882;399;370;782;27274;35;-;-;440747;198178;1348;12700;132;-
09274174;      Postau;348346;4410;185;6973;262;-;107;254;13585;-;-;-;224674;91189;457;6156;94;-
09274176;      Rottenburg a.d.Laaber, St;901194;18612;4430;26489;1972;2356;500;1619;35485;48;-;-;553538;235889;2886;16992;378;-
09274179;      Schalkham;227040;2034;178;7068;335;99;88;71;7430;-;-;-;156648;49521;1499;2035;34;-
09274182;      Tiefenbach;247221;9831;410;7868;197;5648;250;613;10166;-;-;-;157696;49349;1064;4019;110;-
09274183;      Velden, M;494368;13199;1003;21478;574;525;390;1426;19639;-;-;-;361700;63818;3528;6801;287;-
09274184;      Vilsbiburg, St;688559;21198;5406;28377;2546;3193;972;4577;27856;2170;-;-;468378;110708;4405;8472;301;-
09274185;      Vilsheim;217192;6134;225;8119;109;-;179;241;8891;-;-;-;164813;23823;976;3550;132;-
09274187;      Weihmichl;321735;5840;638;8215;287;94;65;750;12222;683;-;-;221474;66324;550;4536;57;-
09274188;      Weng;156220;3468;393;4004;337;-;165;313;6873;-;-;-;100518;35816;221;4063;49;-
09274191;      Wörth a.d.Isar;48396;5333;2417;3267;1088;-;192;492;5710;592;-;-;23595;754;2663;2253;40;-
09274193;      Wurmsham;281518;3020;385;10679;135;39;136;121;8673;-;-;-;215751;39197;933;2324;125;-
09274194;      Bruckberg;511200;12963;1125;14355;1158;2888;216;613;18099;1927;-;-;283025;160968;4831;8846;186;-
09275;    Passau (Lkr);15302774;480017;87837;487100;47907;65543;20629;92192;690788;25041;936;79;8429389;4436320;285620;147382;5994;-
09275111;      Aicha vorm Wald;203543;5946;2932;7204;316;16;107;347;11757;-;47;-;97968;70904;2570;3358;71;-
09275112;      Aidenbach, M;171079;7154;709;5490;1328;-;484;300;5917;-;15;-;108293;38204;655;2444;86;-
09275114;      Aldersbach;458169;13712;2869;15380;2093;4791;446;1180;17721;-;-;-;292491;94926;6251;6222;87;-
09275116;      Bad Füssing;550604;15354;419;20630;1410;21;2271;7608;24504;-;-;-;314067;126969;30369;6772;210;-
09275117;      Beutelsbach;203871;3310;242;6482;116;716;23;232;7700;-;58;-;147132;34995;504;2338;23;-
09275118;      Breitenberg;298512;5096;224;11093;229;134;208;551;12707;-;-;6;188464;76436;1972;1302;90;-
09275119;      Büchlberg;281076;10597;2239;9091;396;-;126;549;12039;-;86;-;157168;82864;3131;2488;302;-
09275120;      Eging a.See, M;236569;10733;2038;8643;1606;5009;750;1804;13056;-;173;-;95599;89326;3699;3995;138;-
09275121;      Fürstenstein;192949;10130;2180;6138;362;5794;72;643;10573;-;-;-;66162;84373;1857;4505;160;-
09275122;      Fürstenzell, M;793471;19241;3771;24842;2341;8260;814;8595;27937;1884;-;-;468049;218034;3393;5856;454;-
09275124;      Bad Griesbach i.Rottal, St;701561;21133;595;25515;1081;-;2582;10386;30981;-;-;-;439599;160625;4480;4374;210;-
09275125;      Haarbach;477095;7512;297;13843;1552;121;326;15266;13871;-;118;5;278610;140904;2316;2270;84;-
09275126;      Hauzenberg, St;828190;31719;7617;22138;1727;6860;1282;2450;38829;2182;55;-;307064;394389;5444;6128;306;-
09275127;      Hofkirchen, M;327009;10454;1941;9856;1444;-;204;745;15929;-;-;-;166772;104476;9905;5106;177;-
09275128;      Hutthurm, M;372189;15738;3306;12539;1390;-;276;614;21511;2713;-;-;192742;111770;6674;2644;272;-
09275130;      Kirchham;184747;5005;2760;6009;141;1378;412;4851;8403;-;-;-;129994;21754;2642;1356;42;-
09275131;      Kößlarn, M;254911;4791;233;6298;839;223;13;274;7297;-;-;-;136405;96874;685;912;67;-
09275132;      Malching;252433;3207;103;6244;233;2018;328;297;10551;-;-;-;166922;56489;4388;1628;25;-
09275133;      Neuburg a.Inn;417536;11944;2445;11015;1309;-;340;411;20406;1462;-;-;174858;181563;9833;1782;168;-
09275134;      Neuhaus a.Inn;310706;7911;1414;10298;1570;452;231;556;18841;-;-;-;204974;32428;27142;4795;94;-
09275135;      Neukirchen vorm Wald;243003;7560;990;8036;979;23;152;464;18046;-;26;-;132897;69799;1637;2356;38;-
09275137;      Obernzell, M;182020;8509;1975;5616;569;-;308;508;9786;2422;-;-;57997;77407;14862;2011;50;-
09275138;      Ortenburg, M;607363;22035;4671;20731;1033;13533;336;3384;27392;353;54;-;383300;117491;3662;9105;283;-
09275141;      Pocking, St;688780;31088;7608;27055;6368;4718;2521;2693;30410;1364;-;-;492548;53226;20796;8025;360;-
09275143;      Rotthalmünster, M;445213;12416;4047;14790;761;-;332;11213;15076;1138;-;-;330840;48560;3097;2761;182;-
09275144;      Ruderting;129601;8430;522;4405;197;-;151;424;8174;506;-;-;65052;37687;1208;2805;40;-
09275145;      Ruhstorf a.d.Rott, M;514639;19164;3787;17849;2139;584;82;754;24932;1044;-;-;384945;47027;8373;3693;266;-
09275146;      Salzweg;319294;16875;2515;8847;374;2221;477;494;14185;-;-;-;151250;112930;5595;3373;158;-
09275148;      Sonnen;164872;3519;615;5505;706;2349;153;282;6998;526;-;-;78313;63788;493;1577;48;-
09275149;      Tettenweis;286891;4396;367;8836;143;-;169;263;10897;-;-;-;231670;24378;4248;1477;47;-
09275150;      Thyrnau;337153;11454;2493;10356;1305;-;212;4980;12887;1370;-;-;156819;125635;7002;2502;138;-
09275151;      Tiefenbach;497159;17917;1361;15704;781;2802;274;1620;25715;1761;52;-;239251;176563;8081;5071;206;-
09275152;      Tittling, M;207833;11661;3336;8148;707;1409;184;1093;13032;-;-;-;95588;65553;2755;4206;161;-
09275153;      Untergriesbach, M;735966;13603;2094;18377;3094;-;410;1313;30950;73;30;-;300961;347284;13210;4414;153;-
09275154;      Vilshofen an der Donau, St;863311;41155;9906;32075;4494;2027;2500;2573;39819;6124;84;-;443257;223220;42328;13326;423;-
09275156;      Wegscheid, M;806816;12758;2482;20930;1555;-;883;1301;33840;119;-;68;347348;375215;6059;4077;181;-
09275159;      Windorf, M;569225;12422;527;15640;1061;84;176;906;29781;-;124;-;297816;192345;13355;4794;194;-
09275160;      Witzmannsberg;187415;4368;207;5452;158;-;14;268;8338;-;14;-;106204;59909;949;1534;-;-
09276;    Regen (Lkr);9749140;197192;37842;181946;10217;12156;6345;32466;304397;22918;1386;2264;2492527;6230741;80355;133787;2601;-
09276111;      Achslach;300581;2401;902;4513;192;-;47;558;7932;-;-;-;66223;214543;856;2388;26;-
09276113;      Arnbruck;378969;5385;845;6755;285;-;29;578;10249;326;113;-;97420;252266;1000;3648;70;-
09276115;      Bayerisch Eisenstein;473266;4146;722;2829;464;-;271;3972;14109;2693;-;-;9684;425776;4048;4086;466;-
09276116;      Bischofsmais;463036;8781;1198;7453;401;378;1479;3431;13562;-;83;16;118724;296169;1826;9441;94;-
09276117;      Bodenmais, M;452573;7027;1746;8861;370;-;483;1494;15026;730;51;174;40620;368087;1927;5913;64;-
09276118;      Böbrach;275561;4390;99;3991;143;-;122;319;10206;-;94;80;58385;194169;1194;2289;80;-
09276120;      Drachselsried;417164;7412;1000;7188;264;276;29;1098;13807;-;-;-;78786;302007;1882;3317;98;-
09276121;      Frauenau;601256;8289;1223;3676;1076;-;105;881;12579;1928;140;-;46686;504659;12843;7101;70;-
09276122;      Geiersthal;223700;6097;923;5569;509;536;271;571;9444;1492;-;-;77478;115648;2824;2338;-;-
09276123;      Gotteszell;92223;3293;565;2257;158;-;26;209;2955;-;-;-;27977;53109;317;1320;37;-
09276126;      Kirchberg i.Wald;488013;10395;1189;12070;227;496;152;863;14638;-;-;-;229647;208011;1670;8562;93;-
09276127;      Kirchdorf i.Wald;305659;7075;623;3864;122;642;169;619;9584;-;-;-;111322;164920;1089;5577;53;-
09276128;      Kollnburg;595106;6322;2990;14137;266;20;150;406;18667;-;-;-;261838;285352;1692;3226;40;-
09276129;      Langdorf;343665;4787;482;4762;468;-;54;447;9949;2434;-;-;61461;251431;2603;4730;57;-
09276130;      Lindberg;1088536;8654;408;4601;211;1048;710;7859;18541;896;364;1868;50233;971997;5292;15779;75;-
09276134;      Patersdorf;170386;5102;994;4177;92;3962;61;211;6780;394;24;-;73013;72197;1418;1912;49;-
09276135;      Prackenbach;400762;7579;1185;9593;312;674;91;1063;11894;-;-;-;158483;203191;2456;4172;69;-
09276138;      Regen, St;651172;24918;6025;21492;2025;576;568;1654;28841;4162;-;126;251274;283635;8853;16730;293;-
09276139;      Rinchnach;402161;8631;1160;7190;231;835;172;727;13239;-;212;-;154090;209794;1932;3847;101;-
09276142;      Ruhmannsfelden, M;58055;4055;989;3287;232;935;-;487;3113;244;305;-;31263;11290;738;1009;108;-
09276143;      Teisnach, M;257690;7061;2714;5403;354;890;118;505;9952;107;-;-;80081;139812;5796;4739;158;-
09276144;      Viechtach, St;624834;18416;5425;20310;645;518;496;1730;22853;739;-;-;204373;325681;14142;9259;247;-
09276146;      Zachenberg;273084;6129;573;5935;540;360;78;57;7717;3252;-;-;117465;128351;500;2127;-;-
09276148;      Zwiesel, St;411688;20847;3862;12033;630;10;664;2727;18760;3521;-;-;86001;248646;3457;10277;253;-
09277;    Rottal-Inn (Lkr);12814147;291867;64337;376764;30655;15585;7633;39358;469734;15574;14;71;7887390;3313914;131392;166283;3576;-
09277111;      Arnstorf, M;804311;12734;5516;22971;1277;1292;639;754;25559;-;-;-;493583;229176;4136;6528;146;-
09277112;      Bayerbach;194278;4330;420;5711;305;-;98;5037;6297;728;-;-;144889;21497;2480;2447;39;-
09277113;      Bad Birnbach, M;688468;15218;1854;19760;1318;-;1355;8263;25702;656;-;-;384027;213896;6823;9414;182;-
09277114;      Dietersburg;550549;8699;1900;15885;2674;57;169;915;19438;-;-;-;324060;170974;1806;3776;196;-
09277116;      Eggenfelden, St;443423;25481;7976;20260;1142;397;736;1387;25540;2580;-;-;251750;93410;5323;7177;264;-
09277117;      Egglham;368323;8637;1040;8942;437;322;53;469;11114;-;-;-;252727;78816;797;4859;110;-
09277118;      Ering;395646;5680;561;7766;1198;561;227;474;11507;16;-;-;211499;120631;21711;13748;67;-
09277119;      Falkenberg;665164;10789;5062;19766;1442;1239;95;713;29288;-;-;-;432798;152933;2129;8803;107;-
09277121;      Gangkofen, M;1087531;16106;2686;30598;2172;1517;120;931;41096;3329;14;-;735776;239670;3516;9745;255;-
09277122;      Geratskirchen;128999;1678;327;4049;63;9;39;262;3727;-;-;-;96207;21643;239;738;18;-
09277124;      Hebertsfelden;498912;8978;2647;17042;1984;1800;63;2302;16141;786;-;-;341147;96411;3855;5577;179;-
09277126;      Johanniskirchen;405871;6902;1073;11377;421;-;22;559;11611;-;-;-;231657;136783;1784;3545;137;-
09277127;      Julbach;112936;7933;1335;2249;235;384;83;263;5714;880;-;-;49163;42662;459;1543;33;-
09277128;      Kirchdorf a.Inn;316458;15989;2040;6173;1218;1596;285;1180;17707;1344;-;-;119613;112730;27023;9421;139;-
09277131;      Malgersdorf;114918;3324;1515;3666;1750;-;17;389;5787;-;-;-;70068;26115;660;1612;15;-
09277133;      Massing, M;360864;9408;4129;10800;817;929;150;743;11935;868;-;-;257485;57696;2487;3289;128;-
09277134;      Mitterskirchen;246657;4511;638;6742;341;172;128;513;9832;-;-;64;160987;58777;740;3117;95;-
09277138;      Pfarrkirchen, St;523492;26345;5141;23297;2117;551;1657;1949;25848;1019;-;7;280509;140630;5169;8920;333;-
09277139;      Postmünster;435133;4746;125;13891;306;21;78;4091;15411;1068;-;-;290841;90252;8586;5622;95;-
09277140;      Reut;307477;4910;550;8006;680;721;85;390;9300;-;-;-;194431;84406;657;3297;44;-
09277141;      Rimbach;229147;2339;298;6070;628;-;-;241;9023;-;-;-;157365;51172;443;1535;33;-
09277142;      Roßbach;481701;8028;2574;12982;550;364;32;503;15978;-;-;-;294602;135002;3939;7096;51;-
09277144;      Schönau;361215;4655;654;9895;284;-;8;1404;11509;-;-;-;202375;125450;908;4003;70;-
09277145;      Simbach a.Inn, St;473134;22005;3693;14431;1317;236;897;2162;18114;1164;-;-;209343;173732;11064;14698;278;-
09277147;      Stubenberg;181829;4442;250;5006;496;-;36;323;5006;-;-;-;106290;51628;5126;3166;60;-
09277148;      Tann, M;375641;9310;1677;10998;1061;406;130;480;12179;-;-;-;250548;83748;1190;3837;77;-
09277149;      Triftern, M;622597;13445;1856;17284;2134;454;162;546;21635;499;-;-;386138;170814;2990;4480;160;-
09277151;      Unterdietfurt;275311;5302;1179;7710;316;321;95;519;10431;637;-;-;188352;55908;1886;2569;86;-
09277152;      Wittibreut;383249;5052;1299;9710;422;-;19;438;10403;-;-;-;247596;104328;951;2969;62;-
09277153;      Wurmannsquick, M;491777;8090;1388;15607;923;435;80;570;17324;-;-;-;341102;101093;1295;3782;88;-
09277154;      Zeilarn;289136;6801;2934;8120;627;1801;75;588;9578;-;-;-;180462;71931;1220;4970;29;-
09278;    Straubing-Bogen (Lkr);12019289;230510;42470;336393;46263;19287;14040;32266;504238;14291;221;-;7045156;3310767;201251;219069;3067;-
09278112;      Aholfing;214038;4265;167;4459;521;67;494;374;7995;-;-;-;160348;18480;8098;8711;59;-
09278113;      Aiterhofen;430920;6943;2327;9326;4670;-;292;7327;19749;814;-;-;332181;24640;13853;8780;18;-
09278116;      Ascha;195378;3595;381;5993;602;1149;143;402;8746;-;-;-;92740;76954;1080;3516;77;-
09278117;      Atting;149236;3884;1099;2584;1717;594;459;185;7721;3069;-;-;106644;4706;10611;5896;67;-
09278118;      Bogen, St;497519;17872;7980;24693;3200;2736;1053;1552;31823;133;-;-;292399;92205;6160;15493;220;-
09278120;      Falkenfels;114910;2903;188;4400;191;-;107;172;4151;-;-;-;43480;57391;303;1593;31;-
09278121;      Feldkirchen;226626;3476;48;13416;384;567;379;356;8083;264;-;-;191690;4758;507;2667;31;-
09278123;      Geiselhöring, St;998476;15862;2474;22315;1501;1292;816;1756;35377;1857;-;-;649380;248285;4112;13287;162;-
09278129;      Haibach;323730;5644;230;9881;324;-;105;492;13981;-;-;-;129215;158959;1058;3750;91;-
09278134;      Haselbach;184405;5418;346;6037;71;-;54;339;6855;-;-;-;97119;64542;1017;2509;98;-
09278139;      Hunderdorf;222137;7679;1250;9768;155;450;259;377;11572;-;-;-;128584;57399;1444;3094;106;-
09278140;      Irlbach;158273;3011;403;3207;1002;-;86;302;5093;122;-;-;85484;47527;7726;4273;37;-
09278141;      Kirchroth;428108;8670;1180;11023;748;310;304;4151;23772;-;-;-;241383;70084;40128;26294;61;-
09278143;      Konzell;267532;5488;1428;9075;227;-;134;381;12203;-;-;-;124020;108492;1171;4829;84;-
09278144;      Laberweinting;761907;8562;969;17517;2134;569;296;755;27129;725;-;-;445340;243777;3040;10932;162;-
09278146;      Leiblfing;784112;8580;2173;20092;1716;20;468;736;30578;-;-;-;532856;171781;1877;13142;93;-
09278147;      Loitzendorf;120301;1444;17;3667;126;-;26;175;6052;-;-;-;65424;42010;328;1032;-;-
09278148;      Mallersdorf-Pfaffenberg, M;725915;15483;2355;18816;5774;2836;668;1533;28232;4329;-;-;444387;186001;2965;12195;341;-
09278149;      Mariaposching;196335;3136;499;6245;148;1761;93;222;6292;12;-;-;128920;22301;19582;7111;13;-
09278151;      Mitterfels, M;142346;6261;519;5653;181;-;130;772;5619;-;-;-;66012;54755;579;1814;51;-
09278154;      Neukirchen;244612;4112;506;6929;213;-;293;248;9550;-;-;-;107687;111778;1056;2150;90;-
09278159;      Niederwinkling;256403;5495;4104;8800;1026;-;333;295;12069;-;-;-;182782;21354;14469;5590;86;-
09278167;      Oberschneiding;607665;6570;749;14143;1013;346;275;386;24454;-;-;-;485803;67109;1520;5212;85;-
09278170;      Parkstetten;195054;7674;880;5410;332;1129;256;1814;10632;-;-;-;113647;12867;32016;8311;86;-
09278171;      Perasdorf;160409;1273;41;4348;24;-;-;12;5259;-;-;-;63338;84116;541;1418;39;-
09278172;      Perkam;142254;4261;365;3334;1579;324;208;317;5979;1458;-;-;100719;19144;1170;3299;97;-
09278177;      Rain;142880;6329;859;4241;353;262;544;293;7510;177;-;-;86250;29027;2785;4204;46;-
09278178;      Rattenberg;302190;4686;505;8488;644;1707;162;497;12816;-;-;-;129293;138290;1259;3742;101;-
09278179;      Rattiszell;221854;4069;594;7413;234;-;71;96;10476;-;-;-;122455;72233;950;3213;50;-
09278182;      Salching;220016;5980;1841;5673;2315;148;431;459;8449;-;-;-;182204;9374;632;2457;53;-
09278184;      Sankt Englmar;368636;4891;117;8069;157;-;1770;1572;12115;-;-;-;73127;261298;991;4438;91;-
09278187;      Schwarzach, M;332185;5982;1066;10895;348;1522;208;462;9933;-;-;-;145622;152336;1008;2705;98;-
09278189;      Stallwang;205930;4008;271;6992;328;-;59;337;11451;-;-;-;117874;60717;1496;2363;34;-
09278190;      Steinach;231434;7676;1985;6117;661;1498;1868;1734;17200;-;-;-;108628;71160;6639;6205;63;-
09278192;      Straßkirchen;383929;7508;1875;8045;11084;-;570;589;13692;1331;-;-;319342;14999;1435;3349;110;-
09278197;      Wiesenfelden;781909;8815;586;16640;540;-;561;743;27795;-;221;-;308662;401098;7474;8663;111;-
