GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2014;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09187168;      Rimsting;199965;9472;1083;6034;540;-;439;402;6436;1003;482;-;98232;53250;19351;3127;114;-
09187169;      Rohrdorf;286579;11902;5248;8035;862;3547;292;901;15557;704;267;-;121776;101495;10348;5455;190;-
09187170;      Rott a.Inn;195715;7135;1969;6345;280;160;556;437;7176;1345;130;-;122893;39945;2280;4994;70;-
09187172;      Samerberg;333864;5707;148;6561;109;-;58;447;7530;-;16;-;170403;138003;1701;3112;69;-
09187173;      Schonstett;135949;2513;950;3248;225;-;39;176;3605;-;2580;-;75380;45133;1275;806;19;-
09187174;      Söchtenau;256272;5125;675;7933;549;1993;119;578;7865;1078;3836;-;146148;73777;3221;3293;82;-
09187176;      Soyen;289557;6783;839;9811;1009;379;50;840;9080;2680;773;-;174691;68063;10470;3972;117;-
09187177;      Stephanskirchen;265086;20063;5328;9087;1173;1891;873;656;11066;1918;75;-;92798;63275;48715;7908;260;-
09187179;      Tuntenhausen;690094;13152;3038;20292;859;134;68;7746;18714;1737;-;-;413730;202559;3775;4081;209;-
09187181;      Vogtareuth;342239;5546;610;9458;210;1078;69;358;10463;275;4048;-;169547;108103;27659;4702;113;-
09187182;      Wasserburg a.Inn, St;188009;15472;6199;14463;687;256;1367;871;12223;1415;935;-;68286;45595;15961;3921;358;-
09187186;      Albaching;181501;3233;1068;4853;69;21;49;278;5048;-;391;-;131331;33033;924;1184;19;-
09187444;      Gemeindefreie Gebiete;103707;-;-;5;-;-;-;-;2112;-;2306;-;5;98516;683;80;-;-
09188;    Starnberg (Lkr);4877141;281046;20346;122287;5626;16310;15560;46267;179099;24855;45047;21;1537207;1807978;665807;105644;4041;-
09188113;      Berg;366232;27464;788;10229;137;304;1407;1409;14506;-;3218;-;129969;168053;2592;5969;187;-
09188117;      Andechs;404363;7292;1564;7870;154;804;556;516;10852;-;1206;17;200382;160737;3168;9155;90;-
09188118;      Feldafing;91468;11804;99;6850;549;-;375;4861;4660;1304;1139;-;24408;30612;582;4095;130;-
09188120;      Gauting;555065;35368;1144;15585;1083;4880;668;1767;20724;5451;-;-;152554;305371;2080;7832;558;-
09188121;      Gilching;314982;24378;3104;10198;159;3987;889;1426;17801;1276;7968;-;139910;94565;2788;6152;381;-
09188124;      Herrsching a.Ammersee;208791;24385;1184;6844;102;159;1962;1169;10053;316;2877;-;52584;93999;9127;3822;208;-
09188126;      Inning a.Ammersee;244187;13816;1067;6519;91;241;631;2193;10703;-;2349;-;83621;92632;21626;8544;154;-
09188127;      Krailling;159908;12344;2684;4193;173;-;902;845;7962;772;-;-;31089;94678;268;3524;474;-
09188132;      Seefeld;348707;16386;1591;7555;952;109;868;2900;12318;1254;1708;-;142353;128909;22946;8660;198;-
09188137;      Pöcking;209550;14191;278;8845;194;16;1965;398;8522;1166;7347;4;88092;66845;4414;7152;121;-
09188139;      Starnberg, St;618432;47273;2525;18659;1714;666;1540;15034;30231;2290;10681;-;188718;277724;2815;17647;915;-
09188141;      Tutzing;356476;21262;884;8057;166;506;1242;6999;12012;2673;2146;-;132433;150292;7035;10403;366;-
09188144;      Weßling;226001;11519;3064;5482;96;4157;382;969;9913;7653;505;-;98725;77555;1886;3974;121;-
09188145;      Wörthsee;204167;13408;370;5346;56;481;534;5660;8818;622;3665;-;72334;65294;20783;6658;138;-
09188444;      Gemeindefreie Gebiete;568812;156;-;55;-;-;1639;121;24;78;238;-;35;712;563697;2057;-;-
09189;    Traunstein (Lkr);15340030;344228;69841;328605;18431;34286;12744;68436;421587;26024;169170;2231;6640938;5722933;1040855;435008;4713;-
09189111;      Altenmarkt a.d.Alz;261117;8322;1851;7651;173;1399;101;399;9360;577;96;-;154790;70341;4920;1014;123;-
09189113;      Bergen;369117;11743;845;4775;605;-;180;709;10509;1038;10194;96;112411;198087;3212;14591;122;-
09189114;      Chieming;377437;12543;1453;10734;498;2741;233;13183;11259;-;3431;-;205514;109867;1502;4402;77;-
09189115;      Engelsberg;341902;5252;1199;9370;248;1535;170;445;8762;158;-;-;234246;78685;482;1290;60;-
09189118;      Fridolfing;442346;9745;2991;13658;387;443;199;2979;17890;674;-;-;288998;84581;10725;8942;134;-
09189119;      Grabenstätt;378097;9592;2022;8732;372;5223;319;1133;13015;1540;11919;-;219174;92990;8944;3059;63;-
09189120;      Grassau, M;357832;14115;1598;6778;362;135;297;6891;8756;1591;70070;-;108925;127764;4418;5930;202;-
09189124;      Inzell;453505;10176;1049;7879;178;528;293;2248;13497;-;10382;103;94108;255667;3042;54267;88;-
09189126;      Kienberg;228289;3147;946;5588;1362;592;26;142;5899;266;-;-;160054;48858;440;943;26;-
09189127;      Kirchanschöring;252324;7147;931;8103;311;-;190;1513;8767;1107;21;-;152207;67427;2422;2085;93;-
09189129;      Marquartstein;134161;7278;274;3641;101;697;315;847;3954;-;1629;542;28507;82427;2683;1218;48;-
09189130;      Nußdorf;161212;5144;1737;3904;1095;2680;18;226;6059;396;277;-;82121;53676;2746;1073;60;-
09189133;      Obing;437498;9071;1815;11111;411;1847;136;3054;13179;298;1329;-;292365;94185;7560;924;213;-
09189134;      Palling;538582;6555;821;12130;1415;2153;135;334;15157;-;-;-;344955;152371;492;2014;50;-
09189135;      Petting;299251;4218;899;8165;377;182;91;844;9381;-;6515;34;155246;104368;6163;2710;58;-
09189137;      Pittenhart;279095;3518;123;7209;108;312;19;236;6940;865;100;-;165818;86917;5631;1274;25;-
09189139;      Reit im Winkl;709940;6732;952;4404;257;-;183;2956;12651;-;3479;831;91074;554635;12934;18815;37;-
09189140;      Ruhpolding;1478404;13834;910;11402;753;57;691;8963;22430;508;10;20;188534;999390;17290;213470;142;-
09189141;      Schleching;451636;5793;338;2489;326;-;52;488;7102;-;4566;-;99900;297251;6410;26876;45;-
09189142;      Schnaitsee;611475;6931;727;14968;747;2460;255;511;15522;-;388;-;413288;151333;2678;1561;106;-
09189143;      Seeon-Seebruck;479245;11622;1577;12137;424;270;459;1252;15232;-;4941;-;237709;167260;21978;4290;94;-
09189145;      Siegsdorf;569824;17752;3826;15793;574;380;1280;1182;22272;782;5920;495;202680;286581;6502;3660;145;-
09189146;      Staudach-Egerndach;193413;3009;16;1771;121;-;17;24;3373;-;9837;-;55967;107977;1114;10163;24;-
09189148;      Surberg;237336;6937;269;5817;182;-;52;342;7816;2571;3110;-;122028;85530;608;1964;110;-
09189149;      Tacherting;502443;12800;4606;14249;919;2095;231;945;14924;883;-;-;346987;97514;2746;3356;188;-
09189150;      Taching a.See;267683;4755;300;7387;431;788;543;863;8092;-;502;-;176738;64677;839;1726;42;-
09189152;      Tittmoning, St;720380;11915;4566;18127;709;1946;561;1452;22643;3117;-;-;443057;193178;11803;7209;97;-
09189154;      Traunreut, St;450572;27119;12426;17603;1535;422;1830;2477;19612;1521;-;-;239114;117905;4109;4064;835;-
09189155;      Traunstein, GKSt;485527;26343;6912;19940;1629;2322;1468;2440;22967;2145;8966;-;186039;190650;4608;8496;602;-
09189157;      Trostberg, St;515499;19973;7769;17089;825;1978;700;1363;17670;815;-;-;322488;116245;4166;4070;348;-
09189159;      Übersee;305342;12064;1372;9634;480;-;242;2087;13906;1780;4726;-;157397;83482;12367;5701;104;-
09189160;      Unterwössen;412789;9972;694;3723;112;-;263;598;8969;1095;-;110;93895;284634;3970;4617;137;-
09189161;      Vachendorf;99597;3925;205;3154;84;685;55;287;3551;1141;66;-;64488;20537;582;837;-;-
09189162;      Waging a.See, M;488693;12291;1505;14418;284;416;1093;4813;15981;528;5117;-;289504;135132;2189;5247;175;-
09189165;      Wonneberg;180035;2895;317;5000;36;-;8;108;4463;624;1579;-;110351;52615;1478;521;40;-
09189444;      Gemeindefreie Gebiete;868432;-;-;72;-;-;39;102;27;4;-;-;261;8196;857102;2629;-;-
09190;    Weilheim-Schongau (Lkr);9663741;257598;43051;208844;18321;24693;14026;43954;291137;18404;220715;158;4989578;3188168;244208;97390;3496;-
09190111;      Altenstadt;186620;6298;1228;6634;1206;1622;384;809;6706;923;-;-;108461;50146;517;1594;92;-
09190113;      Antdorf;223714;2367;-;4253;772;1088;25;314;7056;314;4466;-;133939;64018;2542;2541;19;-
09190114;      Bernbeuren;416637;6322;122;8729;45;456;97;5568;7983;-;3304;-;278329;91322;7968;6341;51;-
09190115;      Bernried am Starnberger See;137986;4702;297;7387;104;-;424;361;3851;1586;234;158;46925;66234;5064;605;54;-
09190117;      Böbing;403412;3792;395;5988;82;265;166;236;7549;-;2705;-;194786;179478;6066;1846;58;-
09190118;      Burggen;249387;4131;396;4817;187;323;42;446;7088;-;1520;-;170011;57361;1432;1585;48;-
09190120;      Eberfing;259296;2939;155;4043;90;418;-;166;6333;-;2299;-;131450;105756;2940;2652;55;-
09190121;      Eglfing;161660;2096;426;4426;31;1261;154;228;4821;382;1873;-;96523;47961;904;548;26;-
09190126;      Habach;121574;2328;120;1681;17;1247;115;740;5131;-;814;-;68003;38171;1970;1218;19;-
09190129;      Hohenfurch;124039;4148;170;2856;192;1720;20;355;5023;463;-;-;61217;41473;5341;1021;40;-
09190130;      Hohenpeißenberg;205115;9846;809;4728;197;-;161;325;5303;840;3204;-;64007;111471;1530;2599;95;-
09190131;      Huglfing;243616;5615;1172;4368;63;7491;297;572;5883;1051;9896;-;124727;79356;1579;1402;144;-
09190132;      Iffeldorf;275938;6658;393;3001;62;1;104;12691;9599;937;28739;-;48197;135290;28090;2096;80;-
09190133;      Ingenried;174446;2248;273;2721;2057;159;-;173;5564;-;19;-;96243;64031;339;591;28;-
09190135;      Oberhausen;149111;6138;86;3270;212;-;55;418;3762;361;1933;-;89527;39565;2684;1052;48;-
09190136;      Obersöchering;242758;2658;211;4009;289;499;36;260;7758;-;14764;-;155666;52991;2996;587;34;-
09190138;      Pähl;322208;6988;590;5559;939;639;413;6877;10195;-;1032;-;175029;100825;9716;3364;42;-
09190139;      Peißenberg, M;326821;23031;3269;11409;702;-;585;1507;13911;1077;750;-;182703;78941;3748;4952;236;-
09190140;      Peiting, M;751439;20485;5451;16157;601;2723;697;1381;23483;1128;13054;-;347209;296819;13313;8553;385;-
09190141;      Penzberg, St;257221;25792;7225;7670;1312;-;3610;2055;11109;1298;30147;-;69090;85393;6823;5290;407;-
09190142;      Polling;292057;7217;718;8103;158;1317;280;617;9662;1227;1198;-;178509;77211;3355;2421;64;-
09190143;      Prem;159210;2362;905;2989;202;47;54;391;3247;-;693;-;99736;34122;9801;4633;28;-
09190144;      Raisting;219799;5049;640;4384;619;413;401;680;6512;673;-;-;150632;45449;2157;2136;54;-
09190145;      Rottenbuch;314590;4928;103;6095;124;734;136;598;7993;-;3472;-;186334;97222;5740;1080;31;-
09190148;      Schongau, St;213372;17908;10294;8388;2858;211;1554;1055;14781;1165;-;-;63213;63269;25359;2974;343;-
09190149;      Schwabbruck;73330;1811;438;1477;209;48;34;367;1746;-;760;-;58966;5408;771;1273;22;-
09190151;      Schwabsoien;170258;3426;291;2979;32;104;104;196;4025;-;-;-;106986;51172;215;716;12;-
09190152;      Seeshaupt;299658;10790;254;4842;57;345;805;777;7781;1142;10450;-;120769;123526;16488;1471;161;-
09190153;      Sindelsdorf;175013;2485;89;2605;302;572;95;255;8100;-;42737;-;86512;26435;2901;1859;66;-
09190154;      Steingaden;640553;6011;521;12086;375;186;56;443;14279;-;20458;-;351772;191969;34226;8118;53;-
09190157;      Weilheim i.OB, St;554921;30912;5349;18666;1716;643;2894;2094;23543;2000;2028;-;303462;138198;13268;9746;402;-
09190158;      Wessobrunn;511162;6103;257;10081;135;-;76;267;10089;486;5237;-;274294;191401;10268;2350;118;-
09190159;      Wielenbach;330231;7120;104;7839;2300;81;93;495;9940;1351;503;-;198284;89690;6676;5625;130;-
09190160;      Wildsteig;476589;2894;300;4604;74;80;59;237;11331;-;12426;-;168067;266494;7421;2551;51;-
092;  Niederbayern;103286267;2704422;581996;2839213;298575;244647;126442;369014;4252037;171990;16398;4106;53387594;35011945;1464753;1775412;37723;-
09261;    Landshut (Krfr.St);658125;79507;9344;48136;3629;20;10661;5117;52720;8041;-;-;269236;128219;16644;25187;1664;-
09262;    Passau (Krfr.St);695694;79418;19645;42338;4241;484;4496;4914;55925;8598;-;-;180223;230531;50593;13060;1228;-
09263;    Straubing (Krfr.St);675786;56028;24161;40351;6334;-;8097;8131;49948;3810;-;-;392199;12704;35407;37702;914;-
09271;    Deggendorf (Lkr);8613029;271800;61254;238542;34384;21387;12570;21562;367591;22629;830;20;4653995;2505972;209735;187511;3247;-
09271111;      Aholming;293534;7587;929;5843;1180;706;167;404;11938;557;4;-;223951;23535;11797;4868;68;-
09271113;      Auerbach;240786;5798;535;6679;395;2644;99;370;8729;-;-;-;116591;95323;1525;2018;80;-
09271114;      Außernzell;241331;3593;449;5687;3426;-;75;290;7331;-;-;-;129257;84289;1410;5456;68;-
09271116;      Bernried;394817;14440;437;9002;103;837;518;960;11868;-;-;-;126758;222739;1535;5513;107;-
09271118;      Buchhofen;157336;2472;108;4757;1325;-;68;266;4636;-;-;-;139254;2891;175;1366;18;-
09271119;      Deggendorf, GKSt;771976;54614;13826;35015;1866;2612;5425;3859;48545;5679;66;-;274551;269120;31806;24400;592;-
09271122;      Grafling;463008;8330;271;5515;285;-;63;283;13997;4692;-;20;91947;329298;1872;6335;100;-
09271123;      Grattersdorf;259762;4502;96;5589;154;-;136;416;8123;-;-;-;113653;124830;498;1693;72;-
09271125;      Hengersberg, M;458123;15595;7076;15348;1940;1261;499;590;27544;598;295;-;269246;99284;7151;11515;181;-
09271126;      Hunding;146717;3055;366;2258;72;-;90;14;5885;-;-;-;45380;88390;710;484;13;-
09271127;      Iggensbach;190893;5974;309;4865;248;590;119;388;13487;-;-;-;90891;69554;1106;3307;55;-
09271128;      Künzing;403433;9949;1166;12555;749;1;129;345;14573;865;-;-;246112;104686;2454;9741;108;-
09271130;      Lalling;279351;4461;1349;4507;131;-;418;405;8994;-;-;-;76545;180596;1289;627;29;-
09271132;      Metten, M;119585;10485;887;4655;273;297;121;654;7370;-;-;-;47947;28751;13351;4593;201;-
09271135;      Moos;322423;6353;1008;7148;1044;716;922;512;11125;851;-;-;210041;62449;12592;7623;39;-
09271138;      Niederalteich;99709;4233;455;2579;214;226;118;380;5329;33;8;-;43941;11754;21137;9267;35;-
09271139;      Oberpöring;173886;2982;211;4559;144;-;55;564;6087;-;-;-;122099;24534;8845;3770;36;-
09271140;      Offenberg;237597;9236;1770;6498;186;511;270;574;10669;-;-;-;145769;50478;6139;5379;118;-
09271141;      Osterhofen, St;1111760;29958;5140;31497;6194;1477;1230;2327;44227;1581;112;-;802598;118964;38789;27214;452;-
09271143;      Otzing;304360;4518;809;5525;984;12;26;412;13273;1116;-;-;244420;24569;5654;2988;54;-
09271146;      Plattling, St;358664;22955;17830;15698;2773;700;1329;2123;20400;4798;-;-;150814;77234;19077;22664;269;-
09271148;      Schaufling;254176;3565;282;6743;151;-;38;3500;9368;-;-;-;88909;137981;725;2855;59;-
09271149;      Schöllnach, M;399268;13879;1170;11956;235;1630;139;561;13345;-;83;-;182877;165488;1478;6190;237;-
09271151;      Stephansposching;446778;9097;3417;10567;8813;6809;318;229;21615;1859;-;-;359672;11085;7060;6161;76;-
09271152;      Wallerfing;207668;3884;460;6404;530;-;39;352;7777;-;-;-;160880;25727;212;1347;56;-
09271153;      Winzer, M;276088;10285;898;7093;969;358;159;784;11356;-;262;-;149892;72423;11348;10137;124;-
09272;    Freyung-Grafenau (Lkr);9841486;250902;33723;182731;14548;7435;9859;39461;365036;6682;7862;353;2967020;5662064;70792;220183;2835;-
09272116;      Eppenschlag;170238;3242;253;3733;578;-;186;43;7439;-;-;-;73628;77816;1240;2048;32;-
09272118;      Freyung, St;486385;18299;2424;15505;1159;-;844;1218;22439;571;9;-;162748;241639;4232;15061;237;-
09272119;      Fürsteneck;104217;2718;189;2799;286;-;6;173;4283;-;-;-;50661;38527;2810;1751;14;-
09272120;      Grafenau, St;637883;22170;5158;17985;1217;-;2683;2385;30629;1729;-;-;264394;270769;5615;12918;231;-
09272121;      Grainet;361288;7624;537;5933;474;52;240;711;11411;-;-;-;124219;203650;1385;4981;71;-
09272122;      Haidmühle;210299;6085;282;5383;227;-;49;567;7377;-;248;-;64848;108951;1190;15052;40;-
09272126;      Hinterschmiding;210418;7271;629;4477;406;-;67;564;8736;-;-;351;89309;92289;1072;5203;44;-
09272127;      Hohenau;431133;10901;888;7004;781;-;400;586;17416;-;3;-;162466;211690;3621;15256;121;-
09272128;      Innernzell;221254;5134;1271;5084;175;-;53;545;9498;-;-;-;95936;96436;1190;5903;29;-
09272129;      Jandelsbrunn;423874;10526;3155;10733;418;-;56;6558;18177;-;-;-;224462;141538;1826;6329;96;-
09272134;      Mauth;288859;9521;420;4256;613;46;408;1422;11165;-;2;-;81153;166144;1195;12456;58;-
09272136;      Neureichenau;463871;19238;2652;13197;1473;-;157;1980;18686;-;-;-;225868;164960;2874;12704;82;-
09272138;      Perlesreut, M;297212;9056;1152;7917;328;-;90;589;13598;-;-;-;152414;99015;4040;8954;59;-
09272139;      Philippsreut;102162;3046;26;1968;481;-;718;790;4898;-;-;-;21062;59669;267;9210;27;-
09272140;      Ringelai;163882;5956;460;3695;155;-;63;554;7089;-;-;-;64610;76325;1081;3834;60;-
09272141;      Röhrnbach, M;406283;12945;4809;9932;607;863;235;1400;21831;716;-;-;209447;127228;3188;12967;115;-
09272142;      Saldenburg;280445;7654;332;3921;273;729;17;595;10898;-;331;-;57418;188504;1731;7995;47;-
09272143;      Sankt Oswald-Riedlhütte;403096;8702;583;5673;180;-;272;5550;9459;24;5941;-;54308;298246;6324;7662;172;-
09272145;      Schöfweg;190338;4913;290;2890;225;-;111;188;6887;-;-;-;55673;111970;244;6907;40;-
09272146;      Neuschönau;275251;7291;1163;4523;745;-;138;4226;8744;-;121;-;50513;191848;1390;4383;166;-
09272147;      Schönberg, M;327412;12019;1886;7791;412;1692;362;542;16185;-;-;-;136242;137438;3908;8820;115;-
09272149;      Spiegelau;470477;13571;1502;6782;572;-;1100;959;13518;1509;228;-;56742;364796;2834;5922;442;-
09272150;      Thurmansbang;329219;8442;990;6034;1073;592;112;1258;15960;-;-;-;90940;195365;1708;6635;110;-
09272151;      Waldkirchen, St;800411;30175;2048;21418;1445;3461;1477;4529;37600;2133;-;-;328637;342774;6870;17519;325;-
09272152;      Zenting;222483;4403;624;3773;206;-;15;348;6797;-;-;2;66726;131005;1384;7098;102;-
09272444;      Gemeindefreie Gebiete;1563096;-;-;325;39;-;-;1181;24316;-;979;-;2596;1523472;7573;2615;-;-
09273;    Kelheim (Lkr);10659727;242199;86391;220827;37466;37333;9147;33654;447225;13701;1874;1359;4966165;4220947;132537;204108;4794;-
09273111;      Abensberg, St;602932;27138;3688;17870;1244;2650;991;2800;26123;2637;-;-;324632;176186;2908;13767;298;-
09273113;      Aiglsbach;399512;3103;307;7411;115;1783;69;216;15556;-;-;-;197948;161456;4334;7145;69;-
09273115;      Attenhofen;314784;2785;212;6573;107;747;14;477;8225;-;-;-;203354;88790;509;2932;59;-
09273116;      Bad Abbach, M;552882;20789;1571;12644;1327;1406;773;5858;30770;2016;15;-;281376;160826;19418;13870;223;-
09273119;      Biburg;141994;3259;1337;3701;411;116;42;228;7462;-;-;-;101901;20319;1362;1825;31;-
09273121;      Essing, M;173369;2639;331;1654;11;394;211;183;6397;43;-;-;29018;124496;5039;2920;33;-
09273125;      Hausen;346194;5272;870;6745;1666;74;7;848;17025;-;442;-;189865;115740;1171;6401;68;-
09273127;      Herrngiersdorf;250901;2573;2024;6283;201;1086;56;203;8938;-;-;-;166679;57755;972;4068;63;-
09273133;      Ihrlerstein;230810;12513;539;3135;70;-;53;271;7616;-;-;-;45180;157999;43;3273;118;-
09273137;      Kelheim, St;767600;31679;10165;17558;4523;1169;760;2826;34603;3701;-;-;286866;333716;22335;16817;882;-
09273139;      Kirchdorf;164931;1956;130;4450;1095;498;14;188;8097;-;33;-;110297;33783;356;4001;33;-
09273141;      Langquaid, M;567865;12220;1772;13870;582;688;383;889;26198;489;-;-;317167;175862;2772;14658;315;-
09273147;      Mainburg, St;615870;25466;8335;22006;2220;4650;1005;2681;30480;105;229;-;348680;150466;3149;15946;452;-
09273152;      Neustadt a.d.Donau, St;935601;25231;34878;24242;16690;1342;2452;4395;44785;2865;876;-;542637;179653;28601;25804;1150;-
09273159;      Painten, M;368931;5598;2387;3734;894;4823;82;504;8718;-;-;-;86198;252993;127;2823;50;-
09273163;      Elsendorf;326511;3973;1876;7351;709;347;50;348;15704;-;-;29;195931;92142;1692;6283;76;-
09273164;      Riedenburg, St;1004494;12901;4513;13918;1394;688;456;2381;42126;230;-;1330;374358;517825;17171;15062;141;-
09273165;      Rohr i.NB, M;541657;7297;2004;13844;295;1329;109;779;25778;-;37;-;358722;123255;2414;5707;87;-
09273166;      Saal a.d.Donau;440324;11903;3752;8384;1922;9924;213;938;19548;1615;177;-;214253;152535;9011;5944;205;-
09273172;      Siegenburg, M;278644;7396;1781;8082;238;-;106;450;17872;-;-;-;149791;71123;3609;18048;148;-
09273175;      Teugn;170894;3966;57;2546;739;-;42;5202;4727;-;-;-;86853;63903;242;2549;68;-
09273177;      Train;101553;4815;1564;2940;93;-;67;354;6620;-;-;-;57467;22509;807;4267;50;-
09273178;      Volkenschwand;292442;4185;1425;7644;207;2393;1192;314;9539;-;65;-;201721;59156;724;3744;133;-
09273181;      Wildenberg;181635;3541;873;4187;533;-;-;293;7264;-;-;-;92693;67764;1242;3203;42;-
09273444;      Gemeindefreie Gebiete;887397;1;-;55;180;1226;-;28;17054;-;-;-;2578;860695;2529;3051;-;-
09274;    Landshut (Lkr);13478935;322504;47973;433488;34520;44361;11869;33438;555967;21192;200;-;8571652;3074892;103199;218609;5071;-
09274111;      Adlkofen;478369;8830;1162;16472;1163;2448;128;498;18547;-;-;-;310335;113083;633;4972;98;-
09274112;      Aham;380166;4413;493;11149;443;1147;68;319;12793;-;-;-;234608;108994;2173;3510;56;-
09274113;      Altdorf, M;230030;17987;1053;10445;516;-;651;1169;18047;664;-;-;104059;67841;776;6338;484;-
09274114;      Altfraunhofen;242896;4858;642;8610;170;-;387;288;7139;-;-;-;172662;43753;914;3431;42;-
09274118;      Baierbach;167621;1948;42;5297;65;-;102;215;5100;-;-;-;127899;22876;757;3286;34;-
09274119;      Bayerbach b.Ergoldsbach;254156;5022;745;6619;1605;1538;116;357;8989;-;-;-;164053;58090;282;6693;47;-
09274120;      Bodenkirchen;620024;12834;1557;20668;570;198;471;1065;26394;1846;-;-;417325;128536;1347;7061;152;-
09274121;      Buch a.Erlbach;267271;8877;1090;9141;266;1225;149;282;8886;-;200;-;177723;53603;1791;3875;163;-
09274124;      Eching;301364;8680;1306;10278;497;506;736;716;14690;1;-;-;155305;81777;20173;6628;71;-
09274126;      Ergolding, M;371662;19013;5253;15780;2894;1374;1091;1188;24499;1654;-;-;188132;100708;3279;6616;181;-
09274127;      Ergoldsbach, M;570246;16804;1490;15255;1343;2219;532;2743;26356;1908;-;-;333826;156579;436;10475;280;-
09274128;      Essenbach, M;836100;24708;3825;22916;7148;5879;869;1579;41933;4123;-;-;505158;173255;28531;15903;273;-
09274132;      Furth;209583;7683;390;8169;392;3420;290;7381;9146;251;-;-;131133;35667;817;4635;209;-
09274134;      Geisenhausen, M;625031;12781;1898;21707;509;1257;275;733;22476;1721;-;-;413921;138119;2071;7261;302;-
09274135;      Gerzen;170188;4456;553;5700;187;404;196;236;6724;-;-;-;113534;34926;1588;1619;65;-
09274141;      Hohenthann;683285;8633;250;18084;588;2056;401;449;26213;-;-;-;445392;169400;1202;10481;136;-
09274145;      Kröning;396014;4771;221;11908;238;682;55;365;14401;-;-;-;234820;125791;729;1983;50;-
09274146;      Kumhausen;370512;10444;391;11863;165;2728;858;447;14731;1910;-;-;232488;88087;727;5494;179;-
09274153;      Neufahrn i.NB;387523;8286;4580;12132;1385;1931;417;688;19015;1015;-;-;240530;87009;1209;9203;123;-
09274154;      Neufraunhofen;179455;2550;-;7029;419;-;227;241;6498;-;-;-;129645;30396;784;1636;30;-
09274156;      Niederaichbach;340584;9461;1719;10817;1520;83;43;532;13376;536;-;-;184395;100689;7449;9825;139;-
09274165;      Obersüßbach;235948;3333;157;7342;533;96;146;135;8756;-;-;-;178429;34120;374;2479;48;-
09274172;      Pfeffenhausen, M;717941;11073;2371;19430;2882;404;370;781;26857;35;-;-;441361;198154;1297;12794;132;-
09274174;      Postau;348347;4360;179;6955;227;-;107;254;13574;-;-;-;224651;91213;459;6274;94;-
09274176;      Rottenburg a.d.Laaber, St;901186;18431;4434;26505;1978;2575;462;1619;35674;48;-;-;553957;233215;2876;19034;378;-
09274179;      Schalkham;227044;2025;178;7009;335;99;87;71;7419;-;-;-;156687;49511;1489;2100;34;-
09274182;      Tiefenbach;247174;9736;436;7913;197;5648;250;612;10128;-;-;-;157719;49439;1050;3936;110;-
09274183;      Velden, M;494382;13061;1008;21375;587;523;421;1325;19567;-;-;-;362706;63160;3528;6847;274;-
09274184;      Vilsbiburg, St;688566;21015;5447;28403;2593;3000;1105;4615;27853;2170;-;-;468205;110549;4373;8937;301;-
09274185;      Vilsheim;217195;6041;251;8154;108;-;190;241;8947;-;-;-;164914;23750;959;3508;132;-
09274187;      Weihmichl;321733;5774;645;8227;287;98;65;753;12114;683;-;-;221557;66383;553;4537;57;-
09274188;      Weng;156221;3446;393;3977;337;-;168;316;6872;-;-;-;100605;35817;221;4020;49;-
09274191;      Wörth a.d.Isar;48395;5380;2400;3358;1088;-;192;481;5632;700;-;-;23906;658;2663;1900;37;-
09274193;      Wurmsham;281519;2972;375;10722;129;39;83;131;8599;-;-;-;215964;39136;945;2299;125;-
09274194;      Bruckberg;511204;12818;1039;14079;1156;2784;161;613;18022;1927;-;-;284048;160608;4744;9019;186;-
09275;    Passau (Lkr);15302891;475170;86920;488272;47461;67302;20392;92359;688691;25299;936;79;8440384;4434304;284583;144718;6021;-
09275111;      Aicha vorm Wald;203542;5920;2933;7287;316;16;107;347;11758;-;47;-;98150;70875;2570;3145;71;-
09275112;      Aidenbach, M;171080;7136;708;5564;1328;-;502;299;5912;-;15;-;108256;38210;664;2400;86;-
09275114;      Aldersbach;458169;13468;2860;15428;2076;4781;447;1165;17730;-;-;-;292558;94791;6251;6527;87;-
09275116;      Bad Füssing;550606;15291;432;20630;1350;21;2294;7706;24565;-;-;-;313972;126126;29972;8037;210;-
09275117;      Beutelsbach;203869;3289;242;6549;116;716;23;232;7735;-;58;-;147072;35044;503;2267;23;-
09275118;      Breitenberg;298511;5059;208;11179;230;134;244;535;12432;-;-;6;188404;76818;1927;1245;90;-
09275119;      Büchlberg;281073;10350;2225;9124;383;-;126;549;11862;-;86;-;157363;82984;3079;2677;265;-
