GENESIS-Tabelle: Temporär
Fläche: Gemeinden, Fläche (ALKIS), Art der tatsächlichen;;;;;;;;;;;;;;;;;;;
Nutzung (6)/(10)/(17), Jahr;;;;;;;;;;;;;;;;;;;
(von 2011 bis 2015);;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;
31.12.2014;;;;;;;;;;;;;;;;;;;
;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
09678115;      Bergrheinfeld;198669;7574;1562;3975;5345;234;1179;1477;15612;2182;-;-;121452;19834;10539;7505;199;-
09678122;      Dingolshausen;102317;3431;101;2092;335;-;413;272;5719;-;-;-;80687;6972;580;1677;38;-
09678123;      Dittelbrunn;238353;14422;60;4369;596;933;1324;1445;13906;-;-;-;122607;73666;219;4547;259;-
09678124;      Donnersdorf;269681;4071;714;6585;743;270;627;876;13887;-;-;-;176604;59854;2206;3157;87;-
09678128;      Euerbach;174007;7073;445;2097;183;-;1448;793;10236;-;-;-;116946;30326;219;4026;215;-
09678130;      Frankenwinheim;147336;1597;-;2643;562;225;362;379;6814;324;-;-;116603;15414;455;1911;47;-
09678132;      Geldersheim;153278;4731;738;14404;546;-;356;272;11439;3944;-;-;102029;8726;444;5578;71;-
09678134;      Gerolzhofen, St;183911;11175;1498;9173;862;-;1291;1705;13690;458;-;-;121041;16130;3845;2776;267;-
09678135;      Gochsheim;206736;7841;4398;9850;446;416;2510;1028;18667;1985;-;-;115339;35607;1797;6568;284;-
09678136;      Grafenrheinfeld;113496;5575;600;2780;4040;315;970;933;7300;12;-;-;49219;25995;9052;6551;154;-
09678138;      Grettstadt;349286;9846;784;4834;861;-;449;1796;21499;384;-;33;206243;90930;2978;8530;119;-
09678150;      Kolitzheim;591004;10410;2032;12627;2360;80;1512;1875;33697;-;-;79;455424;58917;1993;9763;235;-
09678153;      Lülsfeld;112027;1565;-;2365;174;-;312;377;6751;218;-;-;88385;9081;300;2454;45;-
09678157;      Michelau i.Steigerwald;141533;3345;170;3109;279;189;518;302;7787;-;-;-;91686;31230;592;2272;54;-
09678160;      Niederwerrn;97700;11022;373;6623;304;-;1924;791;9899;979;-;-;62234;1140;262;2014;135;-
09678164;      Oberschwarzach, M;255147;3191;99;5262;794;-;710;808;13855;-;-;38;163208;60244;1674;5228;36;-
09678168;      Poppenhausen;391319;9630;336;5221;455;-;1664;812;29846;1554;-;-;231276;102018;1128;7191;188;-
09678170;      Röthlein;190877;8295;1025;5125;751;-;1393;1053;11334;-;-;-;102575;38072;9884;11210;160;-
09678174;      Schonungen;810323;18218;826;7328;1193;24;1952;9271;39474;922;-;-;338323;371058;8594;12739;401;-
09678175;      Schwanfeld;119981;4311;362;1953;521;-;519;339;6147;-;-;-;85934;17150;83;2405;257;-
09678176;      Schwebheim;81005;7230;2584;4588;697;-;884;711;7261;-;-;-;36430;17717;354;2437;112;-
09678178;      Sennfeld;69794;5371;1880;3954;139;-;3477;1270;6320;245;-;-;33910;8966;1813;2352;97;-
09678181;      Stadtlauringen, M;636097;9662;553;10320;646;466;2952;2040;34752;-;-;-;412423;145705;4687;11602;289;-
09678183;      Sulzheim;267856;4113;393;3711;2361;2015;748;1018;14777;906;-;-;189129;42824;2167;3530;164;-
09678186;      Üchtelhausen;621434;9297;281;5739;781;26;1439;1543;31783;-;-;-;229315;302767;1305;36910;248;-
09678190;      Waigolshausen;237581;6113;62;3052;315;-;876;505;12749;1854;-;-;187708;20220;2233;1768;126;-
09678192;      Wasserlosen;512969;6586;429;6052;1278;-;1365;1451;38431;-;-;-;299968;146169;342;10748;150;-
09678193;      Werneck, M;735676;21143;1836;13104;2341;382;6328;2700;55582;2484;-;-;522245;89321;1502;16246;462;-
09678196;      Wipfeld;52292;1799;247;1348;167;-;460;199;3824;217;-;-;32272;6460;3516;1734;49;-
09678444;      Gemeindefreie Gebiete;352916;-;-;72;-;-;8;-;9755;-;-;-;1515;340918;576;72;-;-
09679;    Würzburg (Lkr);9683998;264823;40719;179714;40109;33053;31469;31236;547843;39236;490;1492;5953162;2231082;50027;233577;5966;-
09679114;      Aub, St;175388;2285;385;3786;637;4071;649;309;9496;-;-;-;128967;19867;785;4061;90;-
09679117;      Bergtheim;264839;5626;784;4292;1075;-;759;1158;12822;1409;-;-;208699;24673;221;3160;161;-
09679118;      Bieberehren;148236;1537;35;2050;140;-;439;163;8209;-;-;-;100907;28293;1506;4918;39;-
09679122;      Bütthard, M;362611;2502;63;4753;605;-;499;664;14883;-;-;-;275005;58059;468;5020;90;-
09679124;      Eibelstadt, St;70638;4139;1292;3008;176;387;657;628;6941;35;-;-;30941;11332;4348;6689;65;-
09679126;      Eisingen;53225;4765;453;3572;179;-;224;549;4503;-;-;-;31298;5067;41;2462;112;-
09679128;      Erlabrunn;40059;3086;3;757;110;-;293;924;3974;-;-;-;17468;9332;2513;1564;35;-
09679130;      Estenfeld;181226;7693;533;3909;379;186;707;685;17033;-;-;-;116441;28587;302;4495;276;-
09679131;      Frickenhausen a.Main, M;105516;2074;124;1774;380;507;397;754;7829;929;-;-;57666;25005;3899;4127;51;-
09679134;      Gaukönigshofen;319894;4070;208;5428;70;-;621;547;15206;761;-;-;277325;7081;761;7725;91;-
09679135;      Gelchsheim, M;157470;1534;312;3416;1567;-;186;351;7154;-;-;-;133808;6965;119;2012;46;-
09679136;      Gerbrunn;45833;7976;342;2542;23;-;532;586;3182;-;-;-;20734;4779;34;4955;148;-
09679137;      Geroldshausen;103912;2897;615;1965;5798;2131;480;164;4598;1227;-;-;81090;1477;94;1335;41;-
09679138;      Giebelstadt, M;480536;8252;4259;8976;4536;-;667;1438;20811;18181;-;-;392755;13996;359;5911;395;-
09679141;      Greußenheim;176701;2498;4;3158;323;-;475;335;8808;-;-;-;102453;54350;209;4058;30;-
09679142;      Güntersleben;160470;7402;405;3267;335;1246;463;785;8441;-;-;-;89496;43348;66;5088;128;-
09679143;      Hausen b.Würzburg;219799;4376;174;4833;597;-;536;661;15926;-;-;-;152908;35997;243;3445;103;-
09679144;      Helmstadt, M;227954;4556;972;3509;1613;2654;838;607;16136;-;-;-;132366;60640;83;3917;63;-
09679146;      Hettstadt;139193;5911;159;2124;24;-;503;353;6973;598;-;-;96207;23006;49;3200;86;-
09679147;      Höchberg, M;75481;16007;967;2864;588;-;693;733;7264;-;-;-;28945;14057;29;3004;330;-
09679149;      Holzkirchen;84248;2128;2;1257;44;751;265;346;4942;-;-;-;39758;33458;147;1107;43;-
09679153;      Kirchheim;189787;5218;1510;2172;944;9552;177;558;7969;1064;-;-;126284;30926;204;3150;59;-
09679154;      Kist;38660;4268;284;1062;254;-;167;686;5061;-;-;-;22966;2624;7;1237;44;-
09679155;      Kleinrinderfeld;77387;4368;1562;1743;489;202;136;399;4483;-;-;-;57533;4190;110;2110;62;-
09679156;      Kürnach;122839;7098;1547;3274;967;-;503;600;11212;-;-;-;74547;20346;119;2519;107;-
09679161;      Margetshöchheim;66713;5526;262;1288;53;27;700;212;4298;320;-;-;31447;17512;2782;2103;183;-
09679164;      Neubrunn, M;265549;4400;621;2689;424;143;635;807;13055;-;-;1486;144493;91080;143;5511;62;-
09679165;      Altertheim;240722;2973;38;3329;284;-;828;661;13229;-;-;-;159481;54965;183;4676;75;-
09679167;      Eisenheim, M;115547;2651;83;1390;515;341;318;723;8180;256;-;-;72709;19444;4143;4750;44;-
09679169;      Oberpleichfeld;86525;1708;250;1485;413;-;440;460;4317;812;-;-;75152;229;113;1112;34;-
09679170;      Ochsenfurt, St;635747;19334;6969;12611;1576;824;2800;1911;33843;2208;490;-;436625;85659;5529;25014;354;-
09679174;      Prosselsheim;200368;2064;179;2790;2039;-;328;208;8021;1534;-;6;158290;21245;199;3417;48;-
09679175;      Randersacker, M;162618;5456;373;2612;103;-;812;808;12161;332;-;-;94205;30467;4974;10203;112;-
09679176;      Reichenberg, M;347860;7718;1041;7334;859;-;1144;1004;16255;1613;-;-;244635;60098;213;5814;132;-
09679177;      Remlingen, M;204435;2919;139;3222;371;1221;432;579;9596;-;-;-;121782;60763;76;3254;81;-
09679179;      Riedenheim;239867;1192;52;3063;2578;-;127;263;10835;301;-;-;142278;75714;251;3163;50;-
09679180;      Rimpar, M;364104;12571;1854;4376;1473;-;1042;665;17578;-;-;-;183312;131363;854;8835;181;-
09679182;      Röttingen, St;272034;3218;1481;4383;643;31;717;176;13208;-;-;-;150577;87998;1144;8388;70;-
09679185;      Rottendorf;148323;7094;2305;4857;342;-;713;462;11728;3380;-;-;94964;18100;174;4095;109;-
09679187;      Sommerhausen, M;72164;2646;93;2039;49;1617;424;1631;6703;-;-;-;37708;12620;1608;4960;66;-
09679188;      Sonderhofen;187996;1088;125;2832;1376;-;217;246;8310;-;-;-;169979;1224;232;2309;58;-
09679192;      Tauberrettersheim;85587;1594;51;1494;81;-;230;222;5246;-;-;-;54656;18849;739;2401;24;-
09679193;      Theilheim;96878;4117;149;1433;68;-;114;399;6931;-;-;-;66319;12402;39;4818;89;-
09679194;      Thüngersheim;110562;4673;450;2069;224;393;862;598;8780;1284;-;-;46958;35988;3886;4295;102;-
09679196;      Uettingen;135255;3514;250;3161;1493;55;648;427;9368;-;-;-;68061;44970;401;2876;31;-
09679200;      Leinach;280236;5673;7;6693;265;-;645;641;14020;242;-;-;151221;92112;82;8534;101;-
09679201;      Unterpleichfeld;239307;4856;1139;5412;675;-;485;477;13512;-;-;-;184532;25327;252;2580;60;-
09679202;      Veitshöchheim;107582;14049;2814;10797;909;-;2988;495;7752;1221;-;-;34198;27891;1964;1980;524;-
09679204;      Waldbrunn;66227;5056;72;1185;469;-;310;449;6976;-;-;-;43061;4333;155;4021;140;-
09679205;      Waldbüttelbrunn;191561;8071;2081;3022;235;5174;664;937;12456;-;-;-;106906;44677;245;6800;293;-
09679206;      Winterhausen, M;87262;2292;495;2595;631;1165;395;231;5848;1529;-;-;46050;20266;1414;4319;32;-
09679209;      Zell a.Main, M;99610;6104;352;1855;38;-;512;529;5884;-;-;-;34136;47494;1345;1145;216;-
09679444;      Gemeindefreie Gebiete;551457;-;-;207;70;375;73;32;25897;-;-;-;2860;520837;171;935;-;-
097;  Schwaben;99933744;3138012;796675;2462285;307809;197558;272621;416543;4254735;248076;109522;25292;53769957;29380908;1724010;2772247;57494;-
09761;    Augsburg (Krfr.St);1468430;201197;63686;105814;10313;383;53768;28897;136753;21193;58;1503;383012;376318;41133;36358;8044;-
09762;    Kaufbeuren (Krfr.St);400283;50367;16125;43057;3895;1926;3269;2741;28709;1907;637;-;132409;101442;8530;3514;1755;-
09763;    Kempten (Allgäu) (Krfr.St);632795;60416;20045;43142;2175;-;15633;8231;48662;5114;536;18;323761;80508;12435;10388;1731;-
09764;    Memmingen (Krfr.St);701391;54319;22452;37567;2415;2532;6760;3207;48013;3845;366;-;328825;173082;4832;11500;1676;-
09771;    Aichach-Friedberg (Lkr);7803294;249781;47501;195886;26166;15744;13596;24281;354083;15779;325;252;4640068;1993780;83466;138730;3856;-
09771111;      Adelzhausen;169596;3297;466;3739;293;806;15;564;10111;-;-;-;107075;39118;735;3337;40;-
09771112;      Affing;448176;11530;2283;11533;1165;777;303;2206;16598;2927;-;-;295324;88867;4907;9564;192;-
09771113;      Aichach, St;928689;37939;9448;25622;4669;1952;2272;3352;47554;2343;72;-;471430;296989;5611;18836;600;-
09771114;      Aindling, M;313938;11051;1228;8610;340;208;203;946;13508;-;-;-;184182;89859;512;3148;143;-
09771122;      Dasing;408355;10891;3014;13068;592;3201;241;1108;25874;1094;-;-;261270;77321;1802;8743;136;-
09771129;      Eurasburg;239348;3880;1181;3174;579;1280;15;304;10364;-;-;-;74137;141529;203;2638;64;-
09771130;      Friedberg, St;812682;51201;10373;26580;2721;1187;3809;4641;46500;2418;-;-;451841;181552;8384;20667;808;-
09771140;      Hollenbach;260982;5763;984;5706;1510;432;506;354;10036;-;-;20;169711;62501;660;2707;92;-
09771141;      Inchenhofen, M;275550;5456;912;7150;362;320;87;438;10447;-;-;-;203300;42154;1500;3327;97;-
09771142;      Kissing;231455;16785;4988;8118;1492;366;954;1381;10886;1520;-;-;126368;41462;12010;4930;195;-
09771144;      Kühbach, M;374984;10114;2645;9145;884;228;421;1380;18057;1236;-;-;222260;98920;4309;5196;189;-
09771145;      Merching;248130;5401;826;4455;109;731;431;447;8918;1348;-;-;194000;12308;15135;3898;123;-
09771146;      Mering, M;268301;19650;1737;8457;1908;-;1044;1402;13763;2326;-;-;160923;48596;1256;7000;239;-
09771149;      Obergriesbach;103103;5445;1;2252;487;233;50;365;5200;293;-;-;49523;37517;418;1215;104;-
09771155;      Petersdorf;195029;4456;146;4581;1220;202;86;652;9367;-;-;-;108077;63883;232;2019;108;-
09771156;      Pöttmes, M;825483;15304;2931;18658;1983;453;1672;1648;34058;-;-;-;474519;255136;2787;16104;230;-
09771158;      Rehling;262408;5807;683;5042;829;513;157;854;9792;-;-;-;178891;51118;5378;3236;108;-
09771160;      Ried;292164;6619;512;7045;624;520;146;384;11570;-;-;-;201443;57894;800;4530;77;-
09771162;      Schiltberg;297860;4699;515;5918;560;887;34;376;11119;-;253;232;162273;107594;1160;2150;90;-
09771163;      Schmiechen;134943;3063;28;2714;611;-;7;386;4138;274;-;-;98558;19704;3093;2310;57;-
09771165;      Sielenbach;178433;3210;168;5382;308;265;51;368;6398;-;-;-;127744;29295;1095;4095;54;-
09771168;      Steindorf;162034;2407;103;3004;71;622;445;413;5388;-;-;-;113131;33330;492;2594;34;-
09771169;      Todtenweis;202529;3051;1655;2650;478;327;631;30;7561;-;-;-;125678;45632;10524;4271;41;-
09771176;      Baar (Schwaben);169122;2762;674;3283;2371;234;16;282;6876;-;-;-;78410;71501;463;2215;35;-
09772;    Augsburg (Lkr);10711277;466161;113290;341021;48563;23270;31200;52733;534407;27859;5080;810;5175361;3573262;101614;209493;7153;-
09772111;      Adelsried;97040;5253;700;3192;118;-;228;555;6118;-;-;-;41581;34293;412;4475;115;-
09772114;      Allmannshofen;103217;2251;101;2722;5437;-;382;103;5173;522;-;-;60540;23564;1066;1288;68;-
09772115;      Altenmünster;412035;11514;1007;8818;2231;269;180;1709;17764;-;-;-;172564;186841;2418;6546;174;-
09772117;      Aystetten;93450;7925;9;1082;75;-;738;534;5395;-;-;-;7840;68504;110;1170;68;-
09772121;      Biberbach, M;368917;9155;492;8334;660;84;427;863;17364;215;173;-;164643;155795;3161;7431;120;-
09772125;      Bobingen, St;502774;27685;10941;11669;1234;2356;2326;9088;24789;1638;-;-;194047;197663;7370;11494;474;-
09772126;      Bonstetten;67494;4010;36;1031;241;-;82;394;3181;-;39;-;20264;36922;42;1184;68;-
09772130;      Diedorf, M;332496;19875;1718;8269;462;129;1195;1042;14145;1182;493;-;122996;152603;2278;5845;264;-
09772131;      Dinkelscherben, M;676949;15173;2990;15516;2207;729;541;1379;28204;2770;-;-;386073;208266;3904;8916;281;-
09772134;      Ehingen;96464;3017;165;2399;476;-;60;232;4866;-;98;-;69148;14292;575;1070;66;-
09772136;      Ellgau;139121;2554;481;3209;323;325;28;278;5056;-;-;-;102643;17156;5339;1704;25;-
09772137;      Emersacker;116857;3612;234;1250;180;-;111;460;4924;-;-;80;22388;80505;672;2397;44;-
09772141;      Fischach, M;302094;10815;2757;7661;349;163;935;909;12886;797;-;-;133745;121535;2093;7251;198;-
09772145;      Gablingen;267017;9730;2018;20046;1034;3144;409;1127;11554;1093;712;-;125181;83540;1730;5485;214;-
09772147;      Gersthofen, St;340084;27316;22297;12997;3155;2506;3611;1460;32836;1088;-;-;103317;109309;2996;16700;496;-
09772148;      Gessertshausen;413450;10620;1222;8151;846;245;753;1753;15852;1366;-;-;145319;215194;2884;9081;164;-
09772149;      Graben;145625;7183;991;42554;189;668;490;312;7103;492;-;-;81581;1056;349;2557;100;-
09772151;      Großaitingen;390527;12232;1498;5606;674;601;500;1108;14475;708;190;-;180278;163105;4012;5393;147;-
09772156;      Heretsried;173143;2756;186;2023;2166;430;94;237;6142;-;-;-;54180;102882;601;1380;66;-
09772157;      Hiltenfingen;145512;3567;279;2933;567;-;39;576;6559;-;-;-;111993;15943;1709;1292;55;-
09772159;      Horgau;264843;6549;912;4747;1580;169;412;897;11770;-;734;-;117160;115254;765;3848;46;-
09772160;      Kleinaitingen;156585;2474;136;15630;3650;1652;50;358;6558;613;-;-;94387;23484;547;6996;50;-
09772162;      Klosterlechfeld;23613;5477;102;628;75;785;253;397;3551;376;-;585;8818;633;-;1830;103;-
09772163;      Königsbrunn, St;184013;30812;12260;14798;1333;812;3144;6609;20841;-;-;-;84333;2494;2155;3866;556;-
09772166;      Kühlenthal;71315;2503;113;2177;206;-;19;84;2600;-;16;-;43663;18224;595;1115;-;-
09772167;      Kutzenhausen;279191;6763;1210;6062;731;54;207;127;11262;1283;-;-;159537;87855;1028;2991;81;-
09772168;      Langenneufnach;128171;5011;1073;3614;28;55;79;465;5292;455;-;-;65237;43546;661;2600;55;-
09772170;      Langerringen;421014;9414;1552;12279;1070;150;529;702;15798;2103;330;-;355267;13216;4153;4332;119;-
09772171;      Langweid a.Lech;235646;11553;5730;5632;1987;1928;486;1078;15944;900;-;-;111283;71007;2974;4804;340;-
09772177;      Meitingen, M;298818;21954;9099;10752;2185;828;973;2241;21814;1511;-;103;168157;46182;5281;7475;263;-
09772178;      Mickhausen;158901;3760;371;4518;6;-;190;193;5795;-;-;-;82303;57964;866;2906;29;-
09772179;      Mittelneufnach;169284;2546;308;2964;367;-;12;235;6166;576;-;-;77221;75546;952;2343;48;-
09772184;      Neusäß, St;252069;39597;6929;10261;1361;-;3396;2336;18179;1426;-;-;104418;56077;2086;5493;510;-
09772185;      Nordendorf;75181;5875;520;2844;1997;-;148;516;5934;542;-;-;46317;6431;1721;2241;95;-
09772186;      Oberottmarshausen;85980;3041;148;2255;3633;2098;132;340;3677;419;2;-;53980;8973;5002;2218;62;-
09772197;      Scherstetten;157215;3075;137;3278;134;-;39;65;5339;-;-;-;78720;63264;552;2590;22;-
09772200;      Schwabmünchen, St;555200;24714;6180;14490;618;1183;2331;1888;29707;1958;108;-;322440;135788;5773;7648;374;-
09772202;      Stadtbergen, St;114902;22046;2136;4956;353;-;1938;4649;10624;74;-;-;25933;39016;184;2639;354;-
09772207;      Thierhaupten, M;391701;10209;2373;7186;2056;560;680;860;15276;-;-;-;208630;126829;11404;5498;140;-
09772209;      Untermeitingen;160324;12306;2733;17150;35;24;711;933;8875;394;-;-;109650;3926;-;3507;80;-
09772211;      Ustersbach;111416;3259;483;2571;519;-;21;325;5250;378;-;-;68967;27603;517;1495;28;-
09772214;      Walkertshofen;127460;2834;1005;2672;92;-;74;329;4772;548;-;-;57040;54706;658;2695;35;-
09772215;      Wehringen;141036;6810;1727;2289;364;334;724;724;5775;379;-;-;99355;17028;1976;3428;123;-
09772216;      Welden, M;179781;9252;1601;3740;464;148;711;757;8719;-;732;42;58666;90501;1346;2974;128;-
09772217;      Westendorf;63229;3741;1188;1992;210;-;42;377;5329;606;-;-;46281;637;895;1829;102;-
09772223;      Zusmarshausen, M;687337;14343;3142;12074;885;841;770;1129;34418;1447;1453;-;227277;366083;5799;17473;203;-
09772444;      Gemeindefreie Gebiete;32786;-;-;-;-;-;-;-;756;-;-;-;-;32027;3;-;-;-
09773;    Dillingen a.d.Donau (Lkr);7922228;260018;47845;164185;32555;15169;18893;21820;370869;6362;-;837;4749991;1867600;219249;143271;3564;-
09773111;      Aislingen, M;193475;4354;731;3520;363;483;529;339;8150;-;-;-;140002;20235;10955;3788;26;-
09773112;      Bachhagel;197502;7396;660;4541;935;232;369;293;11498;-;-;-;151622;14657;362;4858;79;-
09773113;      Bächingen a.d.Brenz;73406;3807;894;2467;397;-;460;269;3766;-;-;-;56584;1711;1651;1348;52;-
09773116;      Binswangen;119107;3715;241;2386;126;1928;160;321;5982;-;-;-;79987;11147;9788;3264;62;-
09773117;      Bissingen, M;642137;11601;1928;12844;1136;1058;364;1002;30838;-;-;837;357714;213070;2642;6913;190;-
09773119;      Blindheim;263925;6038;742;4647;1726;-;177;715;10528;721;-;-;146814;75961;8886;6923;47;-
09773122;      Buttenwiesen;594926;18238;3970;11929;2891;1503;549;2015;25900;234;-;-;422560;86362;7292;11271;212;-
09773125;      Dillingen a.d.Donau, GKSt;755794;38952;6131;22694;2759;211;2277;3895;38846;1424;-;-;475594;118010;29519;14870;612;-
09773133;      Glött;109900;3550;491;2084;477;102;526;371;4519;-;-;-;72998;17143;5360;2231;48;-
09773136;      Gundelfingen a.d.Donau, St;540547;19131;8318;10031;3013;2497;1971;2031;23060;1237;-;-;273634;134636;46479;14337;172;-
09773137;      Haunsheim;178101;5729;239;2430;213;799;783;739;7644;-;-;-;98472;58204;421;2373;55;-
09773139;      Höchstädt a.d.Donau, St;374485;15305;3587;10626;1612;1427;1745;1102;20417;1124;-;-;223991;57865;26188;9311;185;-
09773140;      Holzheim;408637;13162;901;6442;1933;1498;547;1479;16623;-;-;-;225056;123347;12716;4756;177;-
09773143;      Laugna;276066;5751;181;4406;448;53;143;251;11953;-;-;-;126337;122661;1312;2487;83;-
09773144;      Lauingen (Donau), St;443847;20490;6368;13502;9724;168;3673;1284;22644;438;-;-;261888;69190;22771;11099;608;-
09773146;      Lutzingen;249581;3514;300;2541;396;-;78;436;10006;-;-;-;97205;133250;719;1105;31;-
09773147;      Mödingen;230157;4411;292;3556;364;-;206;323;9889;-;-;-;156997;48288;1641;4158;32;-
09773150;      Finningen;278425;6118;559;3640;375;309;423;471;11591;-;-;-;139649;107062;4630;3545;53;-
09773153;      Medlingen;170737;3742;302;2180;4;-;203;218;7370;561;-;-;96846;58080;177;1019;35;-
09773164;      Schwenningen;250467;4440;350;4531;303;372;251;390;9936;623;-;-;167968;37956;13468;9828;51;-
09773170;      Syrgenstein;166564;12884;818;4382;369;187;842;1059;10081;-;-;-;76816;56012;250;2768;96;-
09773179;      Villenbach;178079;5031;271;2833;443;-;103;235;6620;-;-;-;131650;25911;1543;3360;79;-
09773182;      Wertingen, St;518721;24062;7263;14891;1196;392;1062;1409;31700;-;-;-;340941;85235;3304;6911;355;-
09773183;      Wittislingen, M;174189;8790;1119;2590;417;37;979;406;9482;-;-;-;126518;18604;2945;2229;73;-
09773186;      Ziertheim;208188;3015;309;3982;558;1725;216;220;9022;-;-;-;140789;41772;1332;5214;34;-
09773187;      Zöschingen;146082;2878;462;1563;220;188;136;198;4847;-;-;-;45254;88586;343;1357;50;-
09773188;      Zusamaltheim;179183;3914;418;2947;157;-;121;349;7957;-;-;-;116105;42645;2555;1948;67;-
09774;    Günzburg (Lkr);7624397;274009;94884;185798;36226;12665;18220;34843;405996;18826;7089;256;3973428;2236055;148091;173541;4470;-
09774111;      Aletshausen;176587;3761;249;3566;52;184;82;178;7823;535;-;-;104796;50464;1813;2995;89;-
09774115;      Balzhausen;146331;3230;1998;3185;98;707;130;395;6756;-;-;-;102670;19548;3268;4328;18;-
09774116;      Ursberg;254085;6620;321;8307;288;56;981;632;14289;-;-;-;144329;67877;4463;5611;311;-
09774117;      Breitenthal;132699;3715;309;2866;111;262;359;895;6253;-;-;-;92444;13601;7312;4513;59;-
09774118;      Bubesheim;77589;3423;9584;1216;1405;-;369;297;5610;33;-;-;41033;11944;1012;1596;67;-
09774119;      Bibertal;272949;12896;1008;7991;664;640;149;633;14942;87;-;-;185668;40936;1711;5493;131;-
09774121;      Burgau, St;259310;18931;6970;10123;2666;1060;684;1460;20081;1156;-;-;137985;43769;3602;10571;252;-
09774122;      Burtenbach, M;376296;8834;2146;6592;2351;917;586;1497;16272;-;-;-;165873;157109;7580;6452;87;-
09774124;      Deisenhausen;116638;4602;1027;2522;82;45;163;555;6745;-;-;-;74854;19178;2897;3888;80;-
09774127;      Dürrlauingen;123423;4379;192;4399;196;-;28;161;5877;664;-;-;87593;14398;2412;3031;93;-
09774129;      Ebershausen;90882;1994;301;2243;18;10;360;171;3930;-;-;-;64622;14493;867;1853;20;-
09774133;      Ellzee;147726;2788;854;3557;431;503;104;391;7199;373;-;-;112432;15016;1942;2112;24;-
09774135;      Günzburg, GKSt;554085;32124;19727;22036;2644;156;4200;7892;38714;3458;919;-;272646;91828;36883;20483;375;-
09774136;      Gundremmingen;108347;3989;436;1568;5126;-;150;282;6994;378;-;-;57815;28364;1266;1907;72;-
09774140;      Haldenwang;179822;5203;329;4199;22;394;46;327;7821;-;-;-;103717;53353;1090;3207;114;-
09774143;      Ichenhausen, St;342686;17163;4421;8964;2203;2037;725;1594;18058;640;57;-;190769;86265;2506;6936;348;-
09774144;      Jettingen-Scheppach, M;541389;16264;5425;11305;2345;405;1948;6363;30039;2812;4163;62;227781;214368;6386;11486;237;-
09774145;      Kammeltal;417168;10182;667;8814;1257;107;174;1131;17576;421;30;4;182081;183048;3462;8060;154;-
09774148;      Kötz;205356;9096;1730;4577;870;274;365;562;10743;315;-;-;138882;30708;3285;3831;118;-
09774150;      Krumbach (Schwaben), St;446257;25793;5488;12780;4247;142;1340;1562;27066;1301;-;-;163046;192520;2347;8053;572;-
09774151;      Landensberg;79528;2253;25;1870;112;57;17;346;3934;-;-;-;35843;33398;251;1399;23;-
09774155;      Leipheim, St;321327;9959;16231;6401;2964;1316;1367;1277;21347;1625;1780;-;142080;93747;14149;6841;243;-
09774160;      Münsterhausen, M;184789;5260;1148;3840;81;185;333;451;7982;-;-;-;109417;47236;4754;4039;63;-
09774162;      Neuburg a.d.Kammel, M;379052;9009;1611;7027;272;278;631;1052;17231;433;64;74;174793;154786;5649;6031;111;-
09774166;      Aichen;176129;2933;622;4291;115;-;40;424;8349;-;-;-;100875;52885;717;4753;125;-
09774171;      Offingen, M;149150;10571;2661;3459;711;787;585;731;8503;3320;-;-;59908;47435;6572;3804;103;-
09774174;      Rettenbach;127451;4926;801;2592;2015;-;187;437;7750;-;-;-;86766;15473;2970;3501;33;-
09774178;      Röfingen;66252;3386;205;1733;198;171;-;249;3565;-;-;-;48986;6380;60;1295;24;-
09774185;      Thannhausen, St;200261;12355;4832;5735;883;299;882;1398;13265;918;-;-;88899;60523;5880;4204;188;-
09774189;      Wiesenbach;114724;3026;236;2829;148;620;135;460;5382;-;-;-;88664;4739;5243;3181;61;-
09774191;      Waldstetten, M;111246;2768;636;2915;575;464;216;416;5276;169;-;-;78042;14088;2854;2787;40;-
09774192;      Waltenhausen;134427;1894;148;2568;378;-;130;-;5474;-;-;-;72426;49573;403;1385;48;-
09774196;      Winterbach;148415;2456;64;2395;381;90;99;101;6196;-;-;-;62969;70396;543;2658;67;-
09774198;      Ziemetshausen, M;429415;8226;2482;7333;317;499;655;523;18200;188;76;116;172712;204772;1939;11257;120;-
09774444;      Gemeindefreie Gebiete;32606;-;-;-;-;-;-;-;754;-;-;-;12;31837;3;-;-;-
09775;    Neu-Ulm (Lkr);5158647;272898;77665;144150;17663;8588;31745;30876;331299;17186;41;1417;2465155;1531292;117883;105522;5267;-
09775111;      Altenstadt, M;313054;12473;1567;7620;523;1650;342;873;19221;1301;-;216;134783;118265;8594;5412;214;-
09775115;      Bellenberg;51238;9011;2626;1918;497;1560;92;769;4192;250;24;-;24619;4347;266;989;78;-
09775118;      Buch, M;398620;10640;1174;8276;683;132;597;678;17212;-;-;-;227504;113712;2561;15335;116;-
