;;Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS);Bodenfläche (ALKIS)
;;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung;Art der tatsächlichen Nutzung
;;Insgesamt;Wohnen;Gewerbe, Industrie;sonstige Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Abbauland;Grünanlage;sonstige Erholungsfläche;Straße, Weg, Platz;sonstige Verkehrsfläche;Moor;Heide;Landwirtschaftsfläche (ohne Moor, Heide);Waldfläche;Wasserfläche;Unland;Friedhof;Flächen anderer Nutzung (ohne Unland, Friedhof)
;;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar;ar
09678136;      Grafenrheinfeld;113495;5401;600;2917;4042;315;992;933;7401;12;-;-;49179;26017;9051;6481;154;-
09678138;      Grettstadt;349287;9749;784;4842;861;-;449;1796;21510;384;-;33;206284;90942;2978;8561;114;-
09678150;      Kolitzheim;591005;10249;2108;12435;2360;80;1512;1875;33678;-;-;79;456120;58978;1993;9298;240;-
09678153;      Lülsfeld;112029;1540;31;2149;414;-;297;377;6766;218;-;-;88403;9072;298;2421;43;-
09678157;      Michelau i.Steigerwald;141535;3246;170;3105;277;189;365;230;7837;-;-;-;91863;31221;593;2385;54;-
09678160;      Niederwerrn;97701;11012;373;6633;304;-;1916;791;9892;979;-;-;62389;1140;262;1875;135;-
09678164;      Oberschwarzach, M;255145;2977;100;5381;755;-;705;811;13871;-;-;38;163382;60201;1658;5231;35;-
09678168;      Poppenhausen;391322;9587;459;5117;455;-;1663;791;30022;1554;-;-;231399;101684;1204;7199;188;-
09678170;      Röthlein;190869;8259;791;5090;751;-;1392;1053;11327;-;-;-;103817;38095;9884;10250;160;-
09678174;      Schonungen;810325;18167;826;7328;1135;24;1956;9271;39411;922;-;-;338692;370899;8594;12699;401;-
09678175;      Schwanfeld;119982;4259;373;2004;402;-;566;241;6146;-;-;-;86086;17166;83;2399;257;-
09678176;      Schwebheim;81006;7234;4582;2840;630;-;844;764;7505;-;-;-;36578;17302;337;2278;112;-
09678178;      Sennfeld;69795;5216;2675;2978;369;-;3379;1278;6429;247;-;-;33984;8795;1813;2523;109;-
09678181;      Stadtlauringen, M;636125;9690;1751;9223;636;466;2435;2127;35000;-;-;-;412371;145350;4689;12095;292;-
09678183;      Sulzheim;267852;3927;393;3826;2361;2015;748;1018;14790;906;-;-;189176;42825;2167;3536;164;-
09678186;      Üchtelhausen;621433;9277;296;5695;781;26;1440;1543;31798;-;-;-;229481;302629;1296;36916;255;-
09678190;      Waigolshausen;237578;6121;71;3036;310;-;876;505;12749;1857;-;-;187714;20204;2233;1776;126;-
09678192;      Wasserlosen;512968;6186;430;6520;1180;-;1384;1422;38290;-;-;-;300737;145635;341;10710;133;-
09678193;      Werneck, M;735676;21082;1635;13183;2237;382;6345;2706;55556;2484;-;-;522350;89315;1489;16450;462;-
09678196;      Wipfeld;52293;1799;247;1348;167;-;460;199;3817;217;-;-;32247;6460;3516;1767;49;-
09678444;      Gemeindefreie Gebiete;352917;-;-;72;-;-;8;-;9755;-;-;-;1515;340938;557;72;-;-
09679;    Würzburg (Lkr);9683975;263161;39838;178654;40612;32650;31489;31174;545193;39474;490;1395;5955767;2230657;49227;238229;5965;-
09679114;      Aub, St;175385;2285;385;3769;637;4071;649;309;9484;-;-;-;128997;19866;785;4058;90;-
09679117;      Bergtheim;264837;5592;771;4370;744;-;755;1158;12804;1409;-;-;208807;24732;221;3313;161;-
09679118;      Bieberehren;148295;1537;35;2045;140;-;443;163;8235;-;-;-;100925;28274;1506;4953;39;-
09679122;      Bütthard, M;362611;2543;64;4729;607;-;500;662;14912;-;-;-;275504;57497;469;5034;90;-
09679124;      Eibelstadt, St;70639;4110;1292;2997;174;387;657;628;6899;35;-;-;30966;11332;4348;6749;65;-
09679126;      Eisingen;53224;4763;417;3568;179;-;283;558;4500;-;-;-;31326;5062;41;2415;112;-
09679128;      Erlabrunn;40059;2964;3;811;110;-;293;924;3975;-;-;-;17491;9332;2513;1608;35;-
09679130;      Estenfeld;181227;7579;937;3490;374;184;928;685;16894;-;-;-;117243;28305;297;4035;276;-
09679131;      Frickenhausen a.Main, M;105516;2084;124;1751;1148;507;397;754;7807;929;-;-;57668;24926;3131;4239;51;-
09679134;      Gaukönigshofen;319895;4073;208;5408;96;-;611;547;15197;761;-;-;277336;7074;761;7732;91;-
09679135;      Gelchsheim, M;157471;1534;312;3411;1567;-;186;351;7123;-;-;-;133859;6971;119;1992;46;-
09679136;      Gerbrunn;45834;7921;385;2439;22;-;532;586;3174;-;-;-;20615;4780;34;5198;148;-
09679137;      Geroldshausen;103911;2878;615;1973;5798;2131;480;164;4587;1229;-;-;81112;1468;94;1341;41;-
09679138;      Giebelstadt, M;480535;8217;3910;9141;4552;-;672;1407;20761;18352;-;-;392793;13955;359;6021;395;-
09679141;      Greußenheim;176701;2470;4;3081;323;-;475;335;8808;-;-;-;102884;54382;209;3700;30;-
09679142;      Güntersleben;160470;7377;434;3232;335;1246;433;785;8395;-;-;-;89802;43412;63;4828;128;-
09679143;      Hausen b.Würzburg;219799;4246;223;4879;597;-;511;663;15912;-;-;-;152978;36008;243;3436;103;-
09679144;      Helmstadt, M;227957;4545;969;3515;1614;2654;838;607;15858;-;-;-;132232;60603;83;4376;63;-
09679146;      Hettstadt;139194;5882;159;2148;24;-;503;353;6993;598;-;-;96161;23005;49;3233;86;-
09679147;      Höchberg, M;75481;15905;967;2863;588;-;693;733;7267;-;-;-;29019;14056;29;3031;330;-
09679149;      Holzkirchen;84247;2133;2;1215;44;751;265;346;4945;-;-;-;39767;33465;147;1124;43;-
09679153;      Kirchheim;189787;5227;1491;2171;944;9505;177;558;7975;1064;-;-;126452;30861;204;3099;59;-
09679154;      Kist;38656;4185;284;1084;281;-;170;686;4969;-;-;-;22941;2611;7;1394;44;-
09679155;      Kleinrinderfeld;77388;4372;709;1692;1267;-;137;399;4489;-;-;-;57602;4186;110;2363;62;-
09679156;      Kürnach;122838;6893;1469;3160;967;-;503;600;11182;-;-;-;74676;20340;120;2821;107;-
09679161;      Margetshöchheim;66712;5484;262;1310;53;27;700;212;4298;320;-;-;31454;17511;2782;2116;183;-
09679164;      Neubrunn, M;265547;4378;621;2654;396;143;635;807;12998;-;-;1389;144629;91698;143;4994;62;-
09679165;      Altertheim;240722;2973;38;3315;284;-;828;661;13234;-;-;-;159558;54940;183;4633;75;-
09679167;      Eisenheim, M;115545;2643;83;1397;259;341;302;723;8150;256;-;-;72693;19726;4143;4785;44;-
09679169;      Oberpleichfeld;86525;1708;250;1485;413;-;440;460;4317;812;-;-;75141;229;113;1123;34;-
09679170;      Ochsenfurt, St;635740;19280;6969;12624;1738;824;2786;1900;33287;2274;490;-;436670;85803;5528;25213;354;-
09679174;      Prosselsheim;200368;2045;179;2813;2039;-;339;208;8004;1534;-;6;158297;21241;199;3416;48;-
09679175;      Randersacker, M;162620;5393;373;2620;105;-;808;808;11906;332;-;-;92296;30545;4974;12348;112;-
09679176;      Reichenberg, M;347858;7739;963;7282;793;-;1133;1000;16234;1613;-;-;244834;60095;213;5827;132;-
09679177;      Remlingen, M;204437;2896;139;3201;371;1221;432;579;9618;-;-;-;121820;60792;76;3211;81;-
09679179;      Riedenheim;239856;1192;52;3062;2578;-;127;263;10808;301;-;-;142288;75701;251;3183;50;-
09679180;      Rimpar, M;364105;12562;1854;4376;1473;-;955;665;17586;-;-;-;183584;131355;851;8663;181;-
09679182;      Röttingen, St;271994;3221;1481;4310;643;31;703;176;13178;-;-;-;150545;87933;1148;8556;69;-
09679185;      Rottendorf;148309;7051;2305;4828;342;-;713;461;11776;3379;-;-;95303;18100;163;3779;109;-
09679187;      Sommerhausen, M;72163;2607;93;2119;49;1616;416;1629;6711;-;-;-;37758;12620;1608;4871;66;-
09679188;      Sonderhofen;187997;1088;125;2834;1378;-;217;246;8309;-;-;-;169955;1224;232;2331;58;-
09679192;      Tauberrettersheim;85587;1586;51;1425;81;-;230;222;5245;-;-;-;55426;18202;739;2356;24;-
09679193;      Theilheim;96878;4088;149;1433;66;-;114;399;6244;-;-;-;66093;12312;39;5852;89;-
09679194;      Thüngersheim;110562;4669;450;2069;224;393;862;598;8780;1284;-;-;46960;35988;3886;4297;102;-
09679196;      Uettingen;135256;3482;292;2983;872;55;648;427;9206;-;-;-;67657;44973;401;4229;31;-
09679200;      Leinach;280239;5574;7;6629;271;-;639;619;14070;242;-;-;151273;92110;82;8622;101;-
09679201;      Unterpleichfeld;239307;4699;1146;5429;689;-;485;477;13507;-;-;-;184560;25327;252;2676;60;-
09679202;      Veitshöchheim;107584;14010;2814;10799;909;-;2988;495;7741;1221;-;-;34243;27880;1964;1996;524;-
09679204;      Waldbrunn;66227;5023;52;1243;480;-;256;449;6824;-;-;-;43620;4456;145;3539;140;-
09679205;      Waldbüttelbrunn;191561;8022;2081;2858;235;5144;662;937;12479;-;-;-;106796;44750;245;7059;293;-
09679206;      Winterhausen, M;87261;2292;488;2601;631;1128;395;231;5800;1529;-;-;46152;20264;1409;4309;32;-
09679209;      Zell a.Main, M;99610;6141;352;1806;38;-;512;529;5887;-;-;-;34146;47492;1345;1146;216;-
09679444;      Gemeindefreie Gebiete;551448;-;-;207;70;291;73;32;25851;-;-;-;2860;520887;171;1006;-;-
097;  Schwaben;99933788;3104832;793637;2467273;300561;200528;273137;414800;4245751;248834;108384;28716;53816237;29382827;1733502;2757304;57465;-
09761;    Augsburg (Krfr.St);1468433;200006;64920;104639;9743;383;54238;28599;136412;21059;58;1471;383414;376413;41133;37897;8048;-
09762;    Kaufbeuren (Krfr.St);400279;50428;15603;42752;3877;1926;3145;2741;28564;1907;637;-;132882;101660;8533;3869;1755;-
09763;    Kempten (Allgäu) (Krfr.St);632832;59972;20578;43439;1788;-;15529;8109;48722;4720;536;18;324640;80251;12435;10364;1731;-
09764;    Memmingen (Krfr.St);701380;54094;22694;37374;2348;2835;6714;3203;47822;3856;366;-;328599;173059;4834;11907;1675;-
09771;    Aichach-Friedberg (Lkr);7803335;248062;46788;195006;26001;15821;13597;24345;353125;15681;325;252;4645128;1993293;83442;138611;3858;-
09771111;      Adelzhausen;169732;3282;466;3737;293;806;15;564;10247;-;-;-;107102;39126;737;3317;40;-
09771112;      Affing;448172;11288;2492;11537;1165;777;303;2206;16572;2927;-;-;295472;88868;4907;9466;192;-
09771113;      Aichach, St;928708;37809;9545;25299;5128;1952;2258;3327;47550;2343;72;-;471658;297024;5612;18531;600;-
09771114;      Aindling, M;313940;10926;1233;8622;343;208;197;946;13521;-;-;-;184183;89861;512;3245;143;-
09771122;      Dasing;408218;10833;2965;12932;592;3060;241;1108;25391;1094;-;-;261815;77364;1801;8886;136;-
09771129;      Eurasburg;239349;3840;1181;3134;579;1280;15;304;10424;-;-;-;74144;141527;203;2654;64;-
09771130;      Friedberg, St;812695;50923;10002;26562;2629;1403;3782;4641;46382;2418;-;-;452509;181625;8395;20616;808;-
09771140;      Hollenbach;260982;5656;984;5797;1494;432;491;354;10036;-;-;20;169730;62498;658;2740;92;-
09771141;      Inchenhofen, M;275551;5439;875;7093;346;320;87;438;10446;-;-;-;203464;42174;1500;3272;97;-
09771142;      Kissing;231467;16799;4990;8031;1492;366;954;1455;10895;1520;-;-;126342;41454;12011;4963;195;-
09771144;      Kühbach, M;374984;10187;2580;9007;884;228;421;1380;18049;1236;-;-;222265;98913;4309;5336;189;-
09771145;      Merching;248125;5432;826;4454;109;726;431;447;8930;1204;-;-;194027;12253;15145;4018;123;-
09771146;      Mering, M;268300;19460;1693;8406;1909;-;1044;1417;13668;2372;-;-;161097;48598;1256;7141;239;-
09771149;      Obergriesbach;103101;5381;1;2236;48;233;50;365;5200;293;-;-;50024;37518;418;1230;104;-
09771155;      Petersdorf;195028;4442;57;4672;1219;202;86;652;9382;-;-;-;108077;63868;232;2031;108;-
09771156;      Pöttmes, M;825481;15125;2822;18667;1983;453;1693;1648;33948;-;-;-;475069;255012;2771;16061;229;-
09771158;      Rehling;262403;5788;841;4897;829;513;157;854;9760;-;-;-;178932;51117;5378;3229;108;-
09771160;      Ried;292168;6455;512;6999;605;520;172;384;11506;-;-;-;201887;57881;789;4381;77;-
09771162;      Schiltberg;297873;4600;512;5942;554;887;34;375;11076;-;253;232;162697;107326;1148;2147;90;-
09771163;      Schmiechen;134941;3058;28;2693;611;-;7;387;4098;274;-;-;98881;19615;3093;2139;57;-
09771165;      Sielenbach;178431;3194;177;5392;308;265;51;368;6372;-;-;-;127708;29295;1095;4152;54;-
09771168;      Steindorf;162035;2375;123;3023;71;622;445;413;5364;-;-;-;113313;33312;492;2448;34;-
09771169;      Todtenweis;202539;2998;1220;2635;440;327;637;30;7572;-;-;-;126124;45627;10524;4363;42;-
09771176;      Baar (Schwaben);169112;2772;663;3239;2370;241;26;282;6736;-;-;-;78608;71437;456;2245;37;-
09772;    Augsburg (Lkr);10711248;462649;111591;340418;48146;25446;31245;52730;532672;28241;5044;810;5181716;3573114;101550;208739;7137;-
09772111;      Adelsried;97041;5220;700;3179;118;-;228;555;6119;-;-;-;41604;34292;413;4498;115;-
09772114;      Allmannshofen;103217;2194;101;2733;5454;-;361;103;5154;522;-;-;60712;23565;1066;1184;68;-
09772115;      Altenmünster;412037;11516;1072;9024;2216;269;180;1709;17740;-;-;-;172503;186895;2427;6312;174;-
09772117;      Aystetten;93449;7908;9;1090;74;-;738;534;5395;-;-;-;7840;68505;110;1178;68;-
09772121;      Biberbach, M;368911;9147;488;8314;667;84;448;862;17178;215;173;-;164863;155714;3170;7468;120;-
09772125;      Bobingen, St;502775;27272;11002;11522;1233;2356;2326;9088;24779;1638;-;-;194203;197664;7370;11848;474;-
09772126;      Bonstetten;67498;4007;36;1031;241;-;26;394;3137;-;39;-;20588;36932;42;957;68;-
09772130;      Diedorf, M;332501;19722;1683;8226;462;129;1215;1042;14147;1182;493;-;123077;152631;2278;5950;264;-
09772131;      Dinkelscherben, M;676951;15112;2994;15302;2210;729;541;1378;28219;3106;-;-;386233;208103;3880;8863;281;-
09772134;      Ehingen;96466;2863;165;2485;386;-;60;196;4817;-;82;-;69274;14304;575;1193;66;-
09772136;      Ellgau;139121;2554;481;3208;302;325;11;278;4954;-;-;-;102910;17158;5339;1576;25;-
09772137;      Emersacker;116855;3610;225;1267;180;-;161;460;4879;-;-;80;22229;80479;673;2568;44;-
09772141;      Fischach, M;302091;10798;2762;7610;349;163;647;909;12767;797;-;-;134899;121536;2093;6563;198;-
09772145;      Gablingen;267011;9698;2018;20121;1034;3143;416;1127;11575;1105;712;-;125306;83600;1730;5212;214;-
09772147;      Gersthofen, St;340082;26900;22084;12675;3073;2506;3611;1460;32826;1086;-;-;103796;109300;3006;17263;496;-
09772148;      Gessertshausen;413450;10480;1159;8223;846;245;738;1753;15853;1366;-;-;145343;215171;2886;9223;164;-
09772149;      Graben;145624;6972;640;42536;189;668;452;312;7049;498;-;-;81905;1052;349;2918;84;-
09772151;      Großaitingen;390528;11983;1555;5445;675;601;429;1108;14371;708;190;-;180828;163117;4012;5359;147;-
09772156;      Heretsried;173140;2756;186;2012;2107;430;94;237;6097;-;-;-;54321;102809;608;1417;66;-
09772157;      Hiltenfingen;145511;3527;279;2933;567;-;70;576;6549;-;-;-;112097;15943;1709;1206;55;-
09772159;      Horgau;264839;6439;847;4762;1524;169;439;897;11637;-;734;-;117412;115254;761;3918;46;-
09772160;      Kleinaitingen;156584;2420;136;15668;3663;1652;37;358;6498;613;-;-;94642;23484;547;6816;50;-
09772162;      Klosterlechfeld;23613;5458;102;637;74;785;251;397;3530;376;-;585;8991;637;-;1687;103;-
09772163;      Königsbrunn, St;184014;30514;10972;14708;1332;2031;3164;6560;20837;-;-;-;84460;2394;2268;4218;556;-
09772166;      Kühlenthal;71305;2502;233;2178;166;-;19;84;2550;-;-;-;43898;18197;388;1090;-;-
09772167;      Kutzenhausen;279191;6700;1200;6071;730;54;207;127;11249;1283;-;-;159544;87878;1029;3038;81;-
09772168;      Langenneufnach;128171;5007;1073;3614;28;55;79;465;5292;455;-;-;65237;43546;661;2604;55;-
09772170;      Langerringen;421015;9348;1474;12375;1070;150;529;702;15779;2149;330;-;355182;13213;4152;4443;119;-
09772171;      Langweid a.Lech;235647;11492;5891;5719;1956;1928;520;1078;15804;885;-;-;111056;71079;2974;4925;340;-
09772177;      Meitingen, M;298817;21832;8973;10648;2155;1719;971;2222;21785;1511;-;103;168200;46179;5319;6937;263;-
09772178;      Mickhausen;158902;3718;371;4556;6;-;190;193;5796;-;-;-;82334;57944;866;2899;29;-
09772179;      Mittelneufnach;169284;2546;308;2964;367;-;12;235;6166;576;-;-;77221;75546;952;2343;48;-
09772184;      Neusäß, St;252073;39546;7112;9926;1360;-;3396;2350;18144;1425;-;-;104497;56069;2086;5652;510;-
09772185;      Nordendorf;75179;5869;548;2880;1997;-;148;516;5918;542;-;-;46326;6422;1721;2197;95;-
09772186;      Oberottmarshausen;85980;2959;142;2239;3633;2098;133;340;3671;419;2;-;54006;8963;5002;2311;62;-
09772197;      Scherstetten;157215;3039;137;3270;134;-;39;65;5337;-;-;-;78824;63264;552;2532;22;-
09772200;      Schwabmünchen, St;555198;24566;6149;14565;619;1183;2350;1888;29631;1958;108;-;322529;135808;5755;7715;374;-
09772202;      Stadtbergen, St;114901;22032;2136;4864;353;-;2086;4649;10604;74;-;-;26053;39016;184;2496;354;-
09772207;      Thierhaupten, M;391700;10197;2376;7183;2031;560;568;949;15213;-;-;-;209008;126837;11404;5234;140;-
09772209;      Untermeitingen;160325;12323;2733;17122;35;24;1004;933;8823;394;-;-;109804;3946;-;3104;80;-
09772211;      Ustersbach;111416;3264;483;2565;519;-;16;325;5228;378;-;-;69087;27604;517;1402;28;-
09772214;      Walkertshofen;127459;2796;931;2573;92;-;74;329;4768;548;-;-;57139;54704;658;2812;35;-
09772215;      Wehringen;141039;6821;1727;2289;360;334;718;724;5726;379;-;-;99360;17028;1976;3474;123;-
09772216;      Welden, M;179771;9304;1603;3731;464;148;711;757;8582;-;732;42;58720;90638;1345;2866;128;-
09772217;      Westendorf;63230;3741;1188;1992;210;-;42;377;5329;606;-;-;46280;637;895;1831;102;-
09772223;      Zusmarshausen, M;687335;13977;3107;12383;885;908;790;1129;34414;1447;1449;-;227375;366030;5799;17439;203;-
09772444;      Gemeindefreie Gebiete;32786;-;-;-;-;-;-;-;756;-;-;-;-;32027;3;-;-;-
09773;    Dillingen a.d.Donau (Lkr);7922198;257792;47802;166500;32149;15083;18948;21580;370353;6378;-;834;4753722;1866165;219836;141522;3534;-
09773111;      Aislingen, M;193475;4320;731;3511;363;483;575;338;8168;-;-;-;139936;20246;11234;3544;26;-
09773112;      Bachhagel;197503;7291;673;4711;935;232;369;293;11563;-;-;-;151256;14678;362;5061;79;-
09773113;      Bächingen a.d.Brenz;73406;3791;894;2547;397;-;460;261;3761;-;-;-;56521;1715;1651;1356;52;-
09773116;      Binswangen;119107;3468;603;2362;126;1856;148;321;5971;-;-;-;79855;11198;9779;3358;62;-
09773117;      Bissingen, M;642139;11714;1938;12852;1186;1062;365;1002;30984;-;-;834;359004;212517;2646;5853;182;-
09773119;      Blindheim;263927;6162;737;4492;1718;-;177;715;10486;721;-;-;147005;75949;8892;6826;47;-
09773122;      Buttenwiesen;594930;18080;3943;12000;2804;1503;541;2019;25790;250;-;-;423410;86048;7334;10996;212;-
09773125;      Dillingen a.d.Donau, GKSt;755794;37774;6089;24087;2652;69;2323;3884;38869;1424;-;-;475232;117942;29522;15339;588;-
09773133;      Glött;109896;3506;491;2111;477;89;522;373;4558;-;-;-;73168;17059;5377;2117;48;-
09773136;      Gundelfingen a.d.Donau, St;540550;19180;8258;10161;2982;2558;1983;2031;23055;1237;-;-;273491;134538;46424;14480;172;-
09773137;      Haunsheim;178104;5731;158;2334;271;839;749;730;7584;-;-;-;98747;58225;421;2260;55;-
09773139;      Höchstädt a.d.Donau, St;374483;15146;3469;10661;1643;1427;1759;1097;20418;1124;-;-;223811;57869;26188;9686;185;-
09773140;      Holzheim;408636;12997;902;6483;1937;1498;649;1483;16649;-;-;-;225275;123186;12848;4552;177;-
09773143;      Laugna;276047;5671;181;4351;462;53;143;251;11943;-;-;-;126742;122688;1342;2137;83;-
09773144;      Lauingen (Donau), St;443849;20486;6367;13518;9616;168;3629;1284;22645;438;-;-;261860;69293;22844;11093;608;-
09773146;      Lutzingen;249581;3509;300;2568;396;-;78;436;9998;-;-;-;97324;133245;719;977;31;-
09773147;      Mödingen;230158;4440;288;3925;158;-;206;294;9889;-;-;-;157001;48228;1639;4058;32;-
09773150;      Finningen;278427;6041;559;3679;375;309;435;471;11633;-;-;-;139588;107066;4655;3563;53;-
09773153;      Medlingen;170738;3906;302;2232;5;-;203;218;6668;561;-;-;96755;58026;188;1639;35;-
09773164;      Schwenningen;250461;4407;320;4557;289;372;251;390;9917;623;-;-;169024;37988;13472;8800;51;-
09773170;      Syrgenstein;166560;12731;818;4642;363;187;780;931;10096;-;-;-;76708;55983;267;2958;96;-
09773179;      Villenbach;178077;5047;350;2727;441;-;103;233;6610;-;-;-;131756;25862;1543;3326;79;-
09773182;      Wertingen, St;518727;23880;7306;14922;1188;392;1052;1352;31657;-;-;-;341496;85222;3272;6633;355;-
09773183;      Wittislingen, M;174187;8786;1117;2611;417;37;969;406;9440;-;-;-;126626;18377;2983;2345;73;-
09773186;      Ziertheim;208185;2983;308;3915;558;1729;217;220;9057;-;-;-;140822;41764;1333;5246;33;-
09773187;      Zöschingen;146080;2865;497;1539;257;220;137;198;4871;-;-;-;45159;88582;343;1359;53;-
09773188;      Zusamaltheim;179171;3880;203;3002;133;-;125;349;8073;-;-;-;116150;42671;2558;1960;67;-
09774;    Günzburg (Lkr);7624395;271437;94425;186665;34550;12885;18367;33917;404663;19107;7199;256;3981100;2235772;148160;171468;4424;-
09774111;      Aletshausen;176583;3678;265;3577;52;184;82;185;7825;535;-;-;104901;50449;1813;2959;78;-
09774115;      Balzhausen;146330;3218;1985;3194;100;674;130;395;6788;-;-;-;103033;19608;3265;3922;18;-
09774116;      Ursberg;254086;6520;321;8465;289;56;960;632;14299;-;-;-;144361;67771;4457;5644;311;-
09774117;      Breitenthal;132695;3658;170;2895;147;262;359;895;6250;-;-;-;92520;13601;7312;4568;58;-
09774118;      Bubesheim;77590;3373;9703;1208;1405;-;369;297;5482;33;-;-;41182;11944;1012;1515;67;-
09774119;      Bibertal;272950;12679;1011;7772;682;640;128;633;14859;87;-;-;186069;40895;1707;5659;129;-
09774121;      Burgau, St;259309;18810;6963;10164;2632;1204;684;1473;19978;1331;-;-;138781;43755;3647;9637;250;-
09774122;      Burtenbach, M;376297;8840;2146;6681;2351;917;740;1515;16285;-;-;-;165786;156955;7579;6429;73;-
09774124;      Deisenhausen;116636;4533;1014;2617;84;45;163;555;6664;-;-;-;75007;19170;2896;3812;76;-
09774127;      Dürrlauingen;123422;4382;192;4408;196;-;25;161;5809;664;-;-;87640;14394;2409;3046;96;-
09774129;      Ebershausen;90884;2014;247;1939;18;10;360;171;3891;-;-;-;64933;14502;867;1912;20;-
09774133;      Ellzee;147726;2759;807;3510;405;503;118;391;7154;373;-;-;112347;15050;1941;2348;20;-
09774135;      Günzburg, GKSt;554086;31988;18774;22854;2627;156;4191;6988;38783;3458;923;-;273546;91835;36880;20715;368;-
09774136;      Gundremmingen;108347;3985;437;1608;5128;-;147;282;6985;378;-;-;58190;28358;1266;1535;48;-
09774140;      Haldenwang;179822;5148;313;4288;22;394;46;346;7754;-;-;-;103896;53304;1077;3102;132;-
09774143;      Ichenhausen, St;342686;17067;4582;8726;2041;2037;694;1594;18058;640;57;-;191161;86265;2506;6891;367;-
09774144;      Jettingen-Scheppach, M;541385;16201;5365;11387;1665;405;1956;6194;30118;2812;4169;62;229594;214316;6376;10528;237;-
09774145;      Kammeltal;417171;10100;657;8822;1251;107;174;1131;17612;421;30;4;182164;183032;3519;7997;150;-
09774148;      Kötz;205359;9098;1625;4480;893;167;365;562;10809;315;-;-;139135;30683;3285;3824;118;-
09774150;      Krumbach (Schwaben), St;446250;25454;5427;12723;3456;142;1375;1572;26906;1301;-;-;164203;192556;2345;8218;572;-
09774151;      Landensberg;79532;2168;25;1827;112;57;53;346;3934;-;-;-;35946;33399;251;1391;23;-
09774155;      Leipheim, St;321328;9965;17180;6513;2960;1321;1367;1276;20722;1625;1880;-;141674;93611;14192;6799;243;-
09774160;      Münsterhausen, M;184789;5111;1113;3733;26;215;343;451;7982;-;-;-;109734;47203;4724;4091;63;-
09774162;      Neuburg a.d.Kammel, M;379051;8907;1591;6854;275;278;633;1133;17194;433;64;74;175040;154770;5651;6046;108;-
09774166;      Aichen;176126;2933;611;4333;115;-;40;424;8296;-;-;-;100922;52866;717;4744;125;-
09774171;      Offingen, M;149148;10644;2655;3406;711;787;585;731;8506;3320;-;-;60116;47219;6572;3793;103;-
09774174;      Rettenbach;127451;4848;801;2663;2013;-;173;437;7754;-;-;-;86800;15969;2970;3000;23;-
09774178;      Röfingen;66255;3334;205;1747;206;171;-;249;3553;-;-;-;49036;6369;60;1301;24;-
09774185;      Thannhausen, St;200261;12329;4820;5775;889;299;882;1398;13189;986;-;-;88943;60551;5880;4132;188;-
09774189;      Wiesenbach;114730;2904;199;3030;149;624;135;460;5489;-;-;-;88280;4740;5243;3416;61;-
09774191;      Waldstetten, M;111244;2744;699;2784;575;640;216;416;5284;169;-;-;77729;14106;2859;2983;40;-
09774192;      Waltenhausen;134427;1861;123;2580;379;-;130;-;5474;-;-;-;72410;49565;404;1453;48;-
09774196;      Winterbach;148423;2105;64;2667;379;91;89;101;6106;-;-;-;63107;70374;543;2730;67;-
09774198;      Ziemetshausen, M;429410;8079;2335;7435;317;499;655;523;18117;226;76;116;172902;204750;1932;11328;120;-
09774444;      Gemeindefreie Gebiete;32606;-;-;-;-;-;-;-;754;-;-;-;12;31837;3;-;-;-
09775;    Neu-Ulm (Lkr);5158653;271289;77330;144411;17625;8591;31557;30890;331139;17347;41;1417;2468096;1531421;117906;104318;5275;-
09775111;      Altenstadt, M;313053;12457;1564;7548;523;1650;342;873;19206;1301;-;216;134806;118343;8593;5420;211;-
09775115;      Bellenberg;51238;9025;2626;1970;497;1560;93;769;4186;250;24;-;24682;4348;266;864;78;-
09775118;      Buch, M;398619;10485;1096;8307;742;132;376;804;17202;-;-;-;227726;113732;2578;15308;131;-
09775126;      Holzheim;76046;4023;72;1788;16;-;217;459;4005;-;-;-;53714;10326;664;724;38;-
09775129;      Illertissen, St;363893;31717;9052;13142;913;1326;1134;3432;31494;1717;-;1201;205499;49547;5311;8040;368;-
09775132;      Kellmünz a.d.Iller, M;85301;3474;714;1043;288;316;355;322;3805;752;-;-;23833;45797;3213;1358;31;-
